spp	tribe	tissue	sex	OT	OTRa	OTRb	VT	VTR1Aa	VTR1Ab	VTR2Aa	VTR2Ab	VTR2Ba	VTR2Bb
Gnapfe	Tropheini	lpj	F	0	1.777248	3.333125	0	39.59381	0.6438132	15.26858	0.384774	4.267303	0
Gnapfe	Tropheini	brain	F	118.4537	9.544684	4.981006	42.52928	7.645408	1.659643	6.463027	1.653138	6.547851	0.9535157
Gnapfe	Tropheini	liver	F	0	0	0	0	2.731006	0	6.991908	0	0.2673084	0
Gnapfe	Tropheini	ovaries	F	0	0	0	0	2.49956	0	0.4551071	0	0.2634744	0.7673569
Gnapfe	Tropheini	gills	F	0	3.575925	8.368465	0.8994793	28.50933	2.720316	3.283995	0.3612873	0.4293027	0
Gnapfe	Tropheini	lpj	F	0.8505645	1.452968	1.895622	0	24.73172	0.6316103	6.026105	0.4194232	3.987066	0
Gnapfe	Tropheini	brain	F	70.37713	9.961172	1.568469	41.47215	4.213061	1.742016	4.070286	0.6940756	3.298965	2.402021
Gnapfe	Tropheini	liver	M	0.7505366	0	0.2090867	0	4.813947	0	11.93708	0	0.4397725	0
Gnapfe	Tropheini	testes	M	0	0.3843658	0.8775631	0.9668244	14.81681	1.559461	0.3416005	0	0.9228902	0.6719688
Gnapfe	Tropheini	gills	M	0	6.422406	6.340881	0	17.94466	2.464869	1.85119	0.1753721	0.4167747	0.6069185
Gnapfe	Tropheini	lpj	M	0	2.041029	1.941653	0	25.92832	0.3450386	5.643369	0.1718432	1.633553	0
Gnapfe	Tropheini	brain	M	151.8991	5.589707	5.037677	34.04051	5.670421	1.193618	3.660473	2.080644	2.825535	0
Gnapfe	Tropheini	testes	M	0	0.2022862	0.2309244	3.052954	6.380077	0.4103609	1.917647	0.6131289	1.457111	0.7072949
Gnapfe	Tropheini	gills	M	0	8.949717	9.06014	0	11.53945	1.541508	1.200597	0.1706074	0.8109026	0
Gnapfe	Tropheini	lpj	M	0	2.179493	4.401935	0	10.28176	1.190365	6.357328	0.6775425	4.428026	0
Gnapfe	Tropheini	brain	M	344.3089	5.980299	3.75482	37.60674	4.191506	2.123052	3.720443	0.9063136	3.589783	1.045508
Gnapfe	Tropheini	liver	F	0	0	0	0	1.503326	0	2.541667	0	0.412004	0
Gnapfe	Tropheini	ovaries	F	0	0.2492974	0.1422956	0	3.057757	0	0.2215601	0.2518733	0	0.435835
Gnapfe	Tropheini	gills	F	0	5.332006	9.391176	0	14.41463	2.935932	1.083144	0.3078343	0	0.5326684
Gnapfe	Tropheini	lpj	F	0	1.722567	3.93287	0	13.44518	0.9530252	14.84519	0.158215	2.256004	0
Gnapfe	Tropheini	brain	F	219.8102	9.19564	5.948578	52.4291	4.296728	1.865442	3.087394	0.9290654	3.6799	1.071754
Hapmic	Perissodini	liver	F	0.1429994	0.03489675	0	0	1.345225	0	2.501801	0	0.670317	0
Hapmic	Perissodini	ovaries	F	0	0	0	0	0.1215166	0.3517128	0.08217901	0.07006688	0.1665151	0.2424838
Hapmic	Perissodini	gills	F	0.6272182	3.112277	12.69721	0.2566736	16.36013	5.899606	1.541704	0.2577405	1.102545	0.891975
Hapmic	Perissodini	lpj	F	0.7226326	2.116166	0.2013131	0	20.39387	0.3577406	18.5982	0.1781693	0.8468447	0
Hapmic	Perissodini	brain	F	102.731	12.53494	2.384925	61.3085	5.490976	2.825398	3.507125	2.814325	4.180181	4.869834
Hapmic	Perissodini	liver	M	0	0.1199502	0.1369319	0	0.840714	0	0.4974869	0	0.2880092	0
Hapmic	Perissodini	testes	M	0	3.105936	0.8595521	0	47.16631	2.482114	4.572724	0.09509178	0.4519745	1.645443
Hapmic	Perissodini	gills	M	0	2.410085	14.12327	0	10.97976	3.748337	1.999138	0	1.157358	0.5617917
Hapmic	Perissodini	lpj	M	0	2.118428	0.8061133	0	8.042537	0.1790615	15.37561	0.1783598	2.54325	1.851775
Hapmic	Perissodini	brain	M	318.0186	14.40138	2.892262	171.7328	3.504765	1.217286	8.295685	2.290307	2.881564	4.662456
Hapmic	Perissodini	liver	M	0	0.1166112	0	0	2.860589	0	0.6218207	0	0.2799919	0
Hapmic	Perissodini	testes	M	2.751268	2.461814	0.2554855	3.377666	19.99954	0	0.1326005	0.4522275	0	4.695136
Hapmic	Perissodini	gills	M	0	2.826975	9.871429	0.836577	12.82074	1.68672	1.773487	0.1680109	1.996404	1.162887
Hapmic	Perissodini	lpj	M	0	1.707998	1.083224	0	14.63136	0.3849857	15.85428	0.1917384	5.012366	0.6635584
Hapmic	Perissodini	brain	M	519.1911	11.4012	4.198484	258.1047	4.511014	1.678693	6.75512	2.229485	1.766136	5.14379
Hapmic	Perissodini	liver	F	0	0	0	0	1.85737	0	0.3140246	0	2.545168	0
Hapmic	Perissodini	ovaries	F	0.4066204	0.09922934	0	0	1.738711	0	0.4115481	0	0	0.6939121
Hapmic	Perissodini	gills	F	0	1.154259	8.960159	0	13.65193	4.331863	0.9574448	0.1749278	0.4157189	0.4035873
Hapmic	Perissodini	lpj	F	0	2.344965	0.9734355	0	17.18259	0.4324574	13.51481	0.2153813	1.023715	0
Hapmic	Perissodini	brain	F	255.3885	14.90346	5.026681	127.7993	9.496019	1.717806	5.017147	2.053288	4.066396	7.105914
Hapmic	Perissodini	liver	F	0	0	0	0	3.500881	0	0	0	0	0
Hapmic	Perissodini	ovaries	F	0	0.1331565	0.1520079	0	2.099869	0	0.4733651	0	0	1.862331
Hapmic	Perissodini	gills	F	0	2.179098	5.182497	0	14.63661	1.105138	1.183506	0	0	0
Hapmic	Perissodini	lpj	F	0	1.886388	1.076725	0	11.84419	0.4783446	12.94634	0.3176466	0.3774463	0.5496474
Hapmic	Perissodini	brain	F	220.9516	9.87843	2.349364	95.25052	8.654563	2.922433	4.145797	3.742687	3.953138	4.317499
Hapmic	Perissodini	liver	M	0	0	0.5152918	0	1.581856	0	0.5348871	0	0	0
Hapmic	Perissodini	testes	M	0.6384761	0.3116202	0	0.7838417	11.73954	0.3160788	0.4615811	0	0	1.089582
Hapmic	Perissodini	gills	M	0	1.925685	16.74098	0	8.305756	0.7512453	0.7898907	0	1.06701	0.5179363
Hapmic	Perissodini	lpj	M	0	1.038302	0.5926484	0	8.186971	0	18.14797	0.1748383	2.077531	0.6050714
Hapmic	Perissodini	brain	M	207.1966	12.47517	3.276762	123.8528	5.029544	0.5598966	7.914726	1.338485	2.915855	2.702094
Intloo	Tropheini	testes	M	0	1.536568	1.21438	0.5946225	12.42645	0.2397774	0.8403733	0.3582565	1.702805	2.479671
Intloo	Tropheini	liver	M	0.6201312	0.1513333	0.172758	0	1.856179	0	4.03487	0	0	0
Intloo	Tropheini	lpj	M	0	3.699038	1.05568	0	13.7732	0	5.89006	0	4.995933	0
Intloo	Tropheini	gills	M	0	9.292615	7.880374	0	11.16525	0.2693021	1.887703	0	1.274985	0
Intloo	Tropheini	brain	M	171.1675	10.19984	9.425977	73.30405	5.10637	1.724296	3.741103	1.717538	2.332433	1.698276
Intloo	Tropheini	ovaries	F	0	0.849769	0.1212591	0	0.7444887	0	0	0	0	0
Intloo	Tropheini	lpj	F	0.8902851	3.041642	3.224237	0	8.755784	0.2203686	9.654366	0	8.868174	0.7596514
Intloo	Tropheini	gills	F	0	12.70434	9.482685	0	11.98655	0.2478099	2.605577	0.9873546	2.346465	0
Intloo	Tropheini	brain	F	23.77485	8.190889	2.337624	12.01851	7.176096	1.730851	7.481764	1.379254	3.27782	2.386625
Intloo	Tropheini	liver	M	0	0	0	0	5.080378	0.420127	3.190338	0.4184804	0	0
Intloo	Tropheini	testes	M	0	0.174368	0.3981074	0	11.91567	0	1.136428	0.1761696	0.8373403	1.829036
Intloo	Tropheini	gills	M	0	15.48101	7.93006	0.3328253	9.853481	0.5368381	2.038306	0.5347341	0.4765518	0.2313225
Intloo	Tropheini	lpj	M	0	4.123687	0.6724984	0	8.257809	0	6.631683	0	4.243402	0
Intloo	Tropheini	brain	M	586.1732	3.754498	2.57162	141.6596	2.631474	2.28493	3.781667	2.655304	2.704447	7.876576
Intloo	Tropheini	liver	M	0	0	0	0	2.223873	0	9.700518	0.1282292	0	0
Intloo	Tropheini	testes	M	1.339248	1.470701	0.5596373	0	22.04752	0.1657493	0.4840991	0	1.961811	0.5713683
Intloo	Tropheini	gills	M	0	8.044292	7.269989	0.8431006	16.15089	0.1699873	3.276748	0	0.8047887	0.5859774
Intloo	Tropheini	lpj	M	0	5.741456	2.621716	0	14.88919	0.6988325	5.442827	0	22.05704	0
Intloo	Tropheini	brain	M	160.5574	8.638443	6.339479	117.957	5.946444	1.87758	5.849381	3.117036	4.444613	3.236183
Intloo	Tropheini	testes	M	0	1.446072	0.1834218	0.8083143	27.30903	0.3259472	0.2855954	0	0.3857915	1.1236
Intloo	Tropheini	liver	M	0	0	0	0	6.262066	0	6.453177	0	0	0
Intloo	Tropheini	gills	M	0	8.277631	7.13535	0.849851	18.35223	0	1.501356	0.1706767	2.433697	0
Intloo	Tropheini	lpj	M	0	5.272566	4.815214	0	12.56459	0.2139202	3.748744	0.2130818	3.544748	0
Intloo	Tropheini	brain	M	152.4571	8.300667	4.230275	59.65513	7.791722	1.653817	4.391142	2.096609	6.050332	4.664465
Intloo	Tropheini	ovaries	F	0	0.7157067	0	0.6000904	0.6270357	0	0	0	0.2864106	0
Intloo	Tropheini	liver	F	0	0	0	0	5.988904	0	8.100328	0	0.4319284	0
Intloo	Tropheini	gills	F	0	12.01927	9.302288	0	12.85038	0	1.207004	0	0.4891381	0
Intloo	Tropheini	lpj	F	0	6.90376	2.317984	0	9.606336	0	5.052875	0.2051498	6.338046	0
Intloo	Tropheini	brain	F	290.8061	6.528935	5.184872	62.83476	4.476558	1.439641	3.700153	1.720799	2.044754	1.985084
Juldic	Lamprologini	liver	F	0	0	0	0	2.540646	0	1.718183	0	0	0
Juldic	Lamprologini	ovaries	F	0	1.325736	2.144017	0	0.9679054	0.5602934	0	0.1116195	0	1.545148
Juldic	Lamprologini	gills	F	0	3.834586	16.71393	0	17.10295	11.31477	5.163549	0	0.4185054	0.6094388
Juldic	Lamprologini	lpj	F	0	4.290187	1.18217	0	6.480454	0.1500542	10.95647	0	5.683338	0
Juldic	Lamprologini	liver	M	0	0.2164651	0.2471107	0	2.086113	0.2195623	4.617139	0.5467545	0.5197485	0
Juldic	Lamprologini	testes	M	0	0.9165595	0	1.536994	1.873677	0	2.172217	0.9260299	2.200726	1.602378
Juldic	Lamprologini	gills	M	2.044177	4.988493	23.34838	1.254793	15.29659	12.14368	9.605837	2.520018	2.994433	1.74423
Juldic	Lamprologini	lpj	M	0	3.6837	1.978923	0	7.973368	0.2197886	11.81152	0.6567815	3.121705	0
Juldic	Lamprologini	brain	M	515.0317	9.420208	3.67895	120.971	7.818737	1.508683	5.434519	1.753232	4.166585	0
Juldic	Lamprologini	liver	F	0	0	0	0	1.595334	0	4.16143	0.1314107	0	0
Juldic	Lamprologini	ovaries	F	0.5208143	1.652256	1.01563	0	0.2227004	0.1289151	0.6024296	0.2568196	0.6103362	0.444394
Juldic	Lamprologini	gills	F	0.7983547	5.260301	34.25083	0	14.33783	17.38999	7.272267	0.393678	2.338956	1.36242
Juldic	Lamprologini	lpj	F	0	4.370949	3.492829	0	5.361187	0	11.78337	0.2208056	3.673238	0
Juldic	Lamprologini	brain	F	215.6877	12.32897	7.578531	70.37335	12.04782	0.9619515	7.164338	0.718636	3.415702	2.487018
Juldic	Lamprologini	liver	M	0.1241789	0.03030392	0.06918825	0.3049029	1.805365	0	2.657315	0	0.07276191	0
Juldic	Lamprologini	testes	M	0.8120494	2.576183	0.2262231	2.9908	3.472326	1.20602	3.052735	0.6006465	3.330709	1.385791
Juldic	Lamprologini	gills	M	0	3.445559	27.53349	0	14.48966	11.88252	5.443909	0.2320774	1.654607	0
Juldic	Lamprologini	lpj	M	0	4.242353	2.17933	0	6.69016	0	13.07051	0	3.565169	0
Juldic	Lamprologini	brain	M	97.3268	11.08384	3.615145	41.42174	6.103824	2.248485	19.32599	2.559626	9.884865	3.321832
Juldic	Lamprologini	liver	M	0	0	0.1129792	0	1.907545	0	6.039689	0.1999812	0	0.3460423
Juldic	Lamprologini	testes	M	2.53769	1.032139	0.4713047	2.076974	0.3617057	0.628144	2.935363	1.251364	2.47824	2.165328
Juldic	Lamprologini	gills	M	0	5.906403	18.83959	0	17.95905	11.98182	7.10192	0.1755127	1.251327	0.6074052
Juldic	Lamprologini	lpj	M	0	4.608784	2.166402	0	7.600543	0	16.22338	0.2739062	1.301885	0
Juldic	Lamprologini	brain	M	388.9576	10.6822	4.877805	155.0769	2.139144	1.238291	11.57325	1.233438	5.862571	1.067154
Juldic	Lamprologini	liver	F	0	0	0.2779627	0	1.066621	0	3.895195	0	0.2923198	0
Juldic	Lamprologini	ovaries	F	0	1.333055	1.014519	0	0.7785991	0.2253546	13.29537	0	0.8001902	0.776839
Juldic	Lamprologini	gills	F	0	4.229406	33.79723	0	15.78828	15.85405	5.229682	0.3715745	0.4415266	0.6429629
Juldic	Lamprologini	lpj	F	0	6.640057	2.445196	0	7.88164	0.2172601	12.6909	0	6.171584	1.497871
Juldic	Lamprologini	brain	F	248.383	10.10233	5.766272	76.23346	4.978532	0.9606443	9.352421	2.232718	6.82212	1.103839
Julorn	Lamprologini	liver	M	0	0.129381	0.4430936	0	2.493736	0.2624644	3.832862	0	0	0
Julorn	Lamprologini	testes	M	0.4599656	0.8979791	0.2562771	2.258755	1.37677	0.7969738	1.130597	2.041329	1.347571	1.177421
Julorn	Lamprologini	lpj	M	0	2.180718	2.263135	0	11.11588	0.4021671	11.62852	0	4.760056	2.772689
Julorn	Lamprologini	brain	M	129.8284	11.3579	5.459315	84.20453	6.284678	2.122181	4.604372	1.811883	2.870648	2.090157
Julorn	Lamprologini	liver	F	0	0.1121546	0.1280326	0	2.161707	0	0.2658027	0	0.2692912	0
Julorn	Lamprologini	ovaries	F	0	0.6439979	7.939841	0	16.24928	7.315976	3.815636	0	0.6185143	0.4503486
Julorn	Lamprologini	gills	F	0	3.711987	10.70527	0	18.14328	9.115499	9.839074	0.1973864	0.9381842	0
Julorn	Lamprologini	lpj	F	0	1.704829	1.702913	0	9.335082	0	8.838356	0.2153056	2.04671	0
Julorn	Lamprologini	brain	F	224.5806	15.91124	2.354571	60.77527	5.162944	2.390947	8.728964	1.190788	3.537411	2.060509
Julorn	Lamprologini	liver	M	0	0.0559334	0.3192602	0	2.352175	0	3.744831	0	0.2686003	0
Julorn	Lamprologini	testes	M	0	0.3033171	1.038775	2.288869	0.7972147	0.9229706	1.25799	3.524188	1.092429	1.590825
Julorn	Lamprologini	gills	M	0.7222733	4.582746	21.52979	0	19.45719	10.01176	7.936857	0.1780807	1.269635	2.465169
Julorn	Lamprologini	lpj	M	0	4.005159	1.28021	0	6.73718	0	5.695259	0.1618617	3.462004	0.5601625
Julorn	Lamprologini	brain	M	474.6958	14.31104	9.272404	162.4758	4.744109	1.176957	10.88543	0.9769533	10.21568	0.6761978
Julorn	Lamprologini	liver	M	0	0.3931523	0.7480198	0.6592837	2.29629	0	3.183507	0.3972145	0	0
Julorn	Lamprologini	lpj	M	0.7450179	3.818009	1.037746	0	7.327109	0.9220563	7.863629	0	1.309617	0.6356996
Julorn	Lamprologini	ovaries	F	0	1.05474	0.401354	0	1.078076	0	0.5207706	0.2664094	0.8441687	0.9219759
Julorn	Lamprologini	liver	F	0	0.09463387	0	0	2.321463	0	7.961913	0	0	0
Julorn	Lamprologini	gills	F	0	1.979651	7.533052	0	13.0079	5.354602	6.646589	0	1.188321	2.307288
Julorn	Lamprologini	lpj	F	0	2.251003	1.383676	0	9.405496	0.3512631	7.489247	0.1749432	2.078778	0.6054344
Julorn	Lamprologini	brain	F	278.1544	15.95162	3.099563	88.78571	3.568169	2.409765	7.239222	2.743224	8.964063	3.560102
Julorn	Lamprologini	ovaries	F	0	1.336402	0.4160728	0	0.4257569	0	2.807318	0.859225	0.8751269	1.274383
Julorn	Lamprologini	liver	F	0	0.1040415	0	0	1.640727	0	7.335606	0	0.2498111	0
Julorn	Lamprologini	gills	F	0	2.689542	9.466781	0	10.99619	4.546705	10.09237	0.2264443	2.152595	0.7836666
Julorn	Lamprologini	lpj	F	0	1.254538	1.022962	0	12.56125	0	9.238202	0.362143	1.290958	0
Julorn	Lamprologini	brain	F	326.1833	14.34848	3.509965	194.2084	3.591659	1.039556	7.691708	1.725802	5.741958	1.194513
Julreg	Lamprologini	liver	M	0	0.09521162	0.7608369	0	1.50148	0	5.189915	0.0961954	0	0
Julreg	Lamprologini	gills	M	0	1.987195	17.29752	0	26.98544	13.60549	4.41524	0.752898	2.3857	0
Julreg	Lamprologini	lpj	M	0	1.32989	2.125433	0	4.660505	0.2697836	6.146005	0.2687263	10.85675	0
Julreg	Lamprologini	brain	M	223.8855	9.470197	9.563504	43.97742	17.55115	0.9236245	4.42407	0.3680018	3.498251	2.547123
Julreg	Lamprologini	liver	M	0	0	0.1340132	0	2.262684	0.2381463	7.859681	0.2372129	0	0
Julreg	Lamprologini	testes	M	0	0.3667501	0.2791146	2.460038	2.570499	2.107986	2.172965	1.111619	1.467656	0.427448
Julreg	Lamprologini	gills	M	0	2.111234	16.43269	0	15.80625	17.52089	9.43853	0	0.9216776	0
Julreg	Lamprologini	lpj	M	0	1.808135	1.111448	0	5.361636	0	5.109303	0	5.343339	1.458959
Julreg	Lamprologini	brain	M	57.56983	9.266371	4.436035	36.09043	12.04656	2.122344	5.84446	0.3020037	2.153151	2.090318
Julreg	Lamprologini	liver	F	0	0	0.08371176	0	1.156412	0	8.993644	0	0	0
Julreg	Lamprologini	ovaries	F	0.3496918	1.024042	2.630291	0	2.093397	0	0.9101047	0.1724371	0	1.193523
Julreg	Lamprologini	gills	F	0.8999532	2.855053	15.79483	0	20.01066	16.26161	5.725403	0.4437774	0.5273223	0
Julreg	Lamprologini	lpj	F	0	1.066221	1.42003	0	6.538864	0	6.317272	0	11.94701	0
Julreg	Lamprologini	brain	F	339.8302	10.16415	8.966047	98.78028	8.095351	2.108778	5.885311	1.400342	3.882593	1.61541
Julreg	Lamprologini	liver	F	0	0	0.1109986	0	1.874105	0	12.78938	0.09823773	0	0
Julreg	Lamprologini	ovaries	F	0	0.3945376	0.09007867	0	3.456572	0	0.7947852	0.1594457	0	0.8277019
Julreg	Lamprologini	gills	F	0	2.708155	14.13283	0	21.01476	15.30417	6.074406	0.3908767	1.85785	0.6763629
Julreg	Lamprologini	brain	F	324.1251	12.00589	10.21202	197.776	13.19962	3.820446	6.137047	1.18921	2.826178	0
Julreg	Lamprologini	liver	M	0	0	0.339772	0	2.477221	0	3.74736	0	0.1786608	0
Julreg	Lamprologini	testes	M	1.617175	0.2630975	0.1501725	1.323578	2.074514	2.134895	1.636773	0.6645399	1.263432	0.459961
Julreg	Lamprologini	gills	M	1.515084	3.88219	29.54535	0	27.53364	16.12597	6.024246	0.3735527	0.4438771	2.585543
Julreg	Lamprologini	lpj	M	0	2.290656	1.961213	0	6.355056	0.3872384	11.08376	0	7.79171	0.6674411
Julreg	Lamprologini	brain	M	411.2713	7.046856	7.800726	89.16458	7.109225	1.732771	4.55477	1.294485	3.589094	1.493296
Julreg	Lamprologini	liver	F	0.4706527	0.2297108	0.655579	0	2.012513	0	4.967717	0.1160422	0	0
Julreg	Lamprologini	ovaries	F	0	1.106337	0.7367293	0	2.746265	0.09351389	1.584115	0.09314738	0	1.289439
Julreg	Lamprologini	gills	F	0	4.650933	43.96165	0	28.36002	21.323	9.479403	0	0	0.6504806
Julreg	Lamprologini	lpj	F	0	1.012159	1.617634	0	19.5087	0	17.63106	0	3.888426	0
Julreg	Lamprologini	brain	F	91.3511	11.38871	6.638832	41.44657	10.19003	1.2289	6.02988	0.7344504	4.072679	2.541748
Lamkun	Lamprologini	liver	M	0	0	0	0	2.057364	0	11.69999	0	0.5125858	0
Lamkun	Lamprologini	testes	M	0	0.4336515	3.465313	0.7271976	6.332086	4.54518	3.93967	0.7302203	2.77661	1.516265
Lamkun	Lamprologini	gills	M	0	0.9564453	28.38815	0	12.56923	0.97013	4.155699	0	2.296495	0
Lamkun	Lamprologini	lpj	M	0	0.5197865	1.977914	0	6.679034	1.230188	12.7294	0	3.32812	0
Lamkun	Lamprologini	brain	M	252.0029	15.23155	9.346005	163.7883	6.005009	1.931185	7.219655	0.9618079	10.51446	5.325719
Lamkun	Lamprologini	liver	F	0	0	0	0	1.221407	0	14.17985	0	0	0
Lamkun	Lamprologini	ovaries	F	1.267884	0.825086	0.2354739	0	27.46882	0	4.399712	1.354618	0.2476364	0.7212296
Lamkun	Lamprologini	gills	F	0	0.9091905	23.35291	0	8.230999	2.151798	4.578849	0.1530975	0.7276775	1.059664
Lamkun	Lamprologini	lpj	F	0	0	2.064364	0	10.82611	0.458556	12.2322	0.1522529	1.447327	0
Lamkun	Lamprologini	brain	F	173.583	15.17907	10.07443	158.0519	4.329742	2.148314	6.692822	1.426596	2.542748	1.234273
Lamkun	Lamprologini	liver	M	0.3604318	0	0	0	5.856589	0	10.78765	0	0	0
Lamkun	Lamprologini	testes	M	0.7494632	1.06079	0.5010904	1.656176	4.102026	0.3710232	3.229238	13.56318	3.776635	2.685869
Lamkun	Lamprologini	gills	M	0	1.368748	19.53156	1.147638	15.58921	2.313886	2.568078	0	2.190975	0
Lamkun	Lamprologini	lpj	M	0	0.6377564	9.282578	0	11.45423	2.425805	4.156521	0.1610865	3.062599	0
Lamkun	Lamprologini	brain	M	584.6766	11.65465	7.25707	218.5361	2.475326	1.074673	5.440528	1.427281	6.783917	1.234865
Lamkun	Lamprologini	liver	M	0	0.111693	0.3825171	0	4.892752	0	6.485367	0	0.804549	0.3905353
Lamkun	Lamprologini	testes	M	0.8654811	0.6336213	4.09884	0	16.28352	7.926474	4.630125	11.30964	3.042741	0.738487
Lamkun	Lamprologini	gills	M	0	1.370121	30.3434	0.6892738	19.20597	4.725064	2.760072	0.1384278	1.315904	1.437191
Lamkun	Lamprologini	lpj	M	0	0.4939639	2.631513	0	13.55998	0.1670105	11.31656	0	3.162782	0
Lamkun	Lamprologini	brain	M	0	13.55943	8.559021	20.06298	5.869879	1.618052	7.93934	0.4835131	7.660514	10.0399
Lamkun	Lamprologini	liver	F	0	0	0	0	0.5437293	0	1.746633	0	0.3725382	0
Lamkun	Lamprologini	ovaries	F	1.196912	3.018239	0.7780249	0	12.9656	0.5925335	3.461191	0.7869483	0.7013235	2.383001
Lamkun	Lamprologini	gills	F	0	1.625798	54.44169	1.363164	17.80467	7.695613	2.729272	0.1368831	1.626525	0
Lamkun	Lamprologini	lpj	F	0	0.2059341	2.585977	1.036003	4.690929	0	13.90963	0	2.472314	0
Lamkun	Lamprologini	brain	F	79.36132	20.22764	15.72175	31.3941	9.42637	2.619198	5.482368	1.087055	13.43371	1.50481
Lamkun	Lamprologini	liver	F	0	0.1386405	0	0	1.700495	0	5.996467	0	0	0
Lamkun	Lamprologini	ovaries	F	0	2.307208	1.053538	0	7.88331	0.2340219	4.716158	0.932419	1.661932	1.210075
Lamkun	Lamprologini	gills	F	0	2.072822	110.3546	0	17.82996	9.365593	3.461095	0.1903854	1.809817	1.317752
Lamkun	Lamprologini	brain	F	2.748199	17.77236	14.16363	1.686949	3.525393	1.020376	6.159044	2.710338	9.661747	3.517424
Lamlem	Lamprologini	liver	M	0	0	0	0	0.21517	0	8.221582	0	0	0
Lamlem	Lamprologini	testes	M	1.65492	0	0	0	1.061467	0.2048179	4.546363	0.6120454	0.9696909	0.706045
Lamlem	Lamprologini	gills	M	0	4.028408	7.472922	0.8444133	14.11727	2.383527	3.679649	0.3391693	0.8060417	0
Lamlem	Lamprologini	lpj	M	0	2.289754	1.960441	0	6.519727	0.2903144	6.274557	0.2891766	0.6872332	0
Lamlem	Lamprologini	brain	M	730.1114	8.772156	2.892949	258.8991	5.806707	2.174985	14.78381	1.181706	4.212516	2.044793
Lamlem	Lamprologini	liver	F	0	0	0	0	0	0	0.3857449	0	0	0
Lamlem	Lamprologini	ovaries	F	26.43705	0.9216498	0.08767753	0	0.403732	0	0.2730351	0.07759773	1.106474	0.8056386
Lamlem	Lamprologini	gills	F	0	4.39515	12.71071	0	14.37566	1.486012	2.430485	0	0.7035383	1.024511
Lamlem	Lamprologini	lpj	F	0	2.37365	1.354847	0	7.070543	0	3.234647	0.2398176	1.709792	0
Lamlem	Lamprologini	brain	F	187.853	7.946046	3.837726	153.7484	8.0326	1.859939	11.58885	0.6175499	5.870471	1.068592
Lamlem	Lamprologini	liver	F	0	1.854221	1.905056	0.9328126	1.299597	1.128451	3.295834	0.9366901	1.780848	1.296659
Lamlem	Lamprologini	ovaries	F	0.3434706	1.508735	0.09568506	0	1.61555	0.1700358	0.5462805	0.08468468	0.4025092	2.051506
Lamlem	Lamprologini	gills	F	0	3.823981	17.46141	0	16.44652	6.699562	6.282107	0.5268399	1.252044	0
Lamlem	Lamprologini	lpj	F	0.618375	2.112666	3.445375	0	8.725775	0	8.315116	0	2.173999	0.5276394
Lamlem	Lamprologini	brain	F	164.2586	10.02118	6.101285	43.6922	5.072675	1.581155	16.36103	2.024946	2.67351	1.557295
Lamlem	Lamprologini	liver	F	0	0	0.1929716	0	0	0	0.9013941	0	0	0
Lamlem	Lamprologini	ovaries	F	0.9918386	1.290894	0.09210311	0	1.413702	0.1636705	0.1434083	0.08151453	0.3874413	1.128405
Lamlem	Lamprologini	gills	F	0.6895851	2.692519	13.06325	0.8465871	12.67928	3.925875	6.181772	0.1700212	0.8081167	0
Lamlem	Lamprologini	lpj	F	0	1.918885	3.164124	0	5.977419	0	8.21112	0	3.58352	0
Lamlem	Lamprologini	brain	F	233.9652	8.797197	3.150632	175.2905	7.556164	1.049772	11.54875	1.91704	6.212561	1.206253
Lamlem	Lamprologini	liver	M	0.8916674	0	0.2484033	0	1.906387	0	0.2578495	0	0	0
Lamlem	Lamprologini	testes	M	0	0.2380819	0	0	1.251512	0.9659535	2.398048	7.456799	0.571652	0
Lamlem	Lamprologini	gills	M	0	1.670767	5.006667	0	6.221025	4.024845	2.35105	0	1.504362	0
Lamlem	Lamprologini	lpj	M	0	1.609814	3.216009	0	8.462217	0	3.338307	0	0.96632	0
Lamlem	Lamprologini	brain	M	759.7955	6.701789	5.564058	434.2088	4.270171	3.707824	10.46836	1.231097	3.413345	1.420173
Lamlem	Lamprologini	liver	M	0	0	0	0	1.07144	0	5.434437	0	0	0
Lamlem	Lamprologini	testes	M	0.7265127	0	0	1.783844	2.1746	0.8991536	2.731178	0.3582518	0.4256958	0.6199097
Lamlem	Lamprologini	gills	M	0	2.583494	8.847739	0	11.82007	1.746972	2.21101	0	1.723099	0
Lamlem	Lamprologini	lpj	M	0	1.333313	3.044147	0	6.23	0	5.793166	0	2.134254	0
Lamlem	Lamprologini	brain	M	639.6068	9.32785	7.453893	347.2531	5.44813	2.207639	9.579572	0.314141	6.719053	1.087163
Lamoce	Lamprologini	liver	M	0	0	0.2362565	0	4.714229	0	0.1226204	0	0	0
Lamoce	Lamprologini	testes	M	2.174893	0	1.211776	0	3.719941	0.1794475	1.781965	2.323675	2.123943	2.474355
Lamoce	Lamprologini	gills	M	0	4.461842	53.34789	0	21.39691	5.71665	5.426348	0.2372602	2.255412	0
Lamoce	Lamprologini	lpj	M	0	3.199179	1.460838	0	12.61271	1.784724	19.14443	0	5.377022	0.5592975
Lamoce	Lamprologini	brain	M	148.21	16.99912	12.79952	27.29308	11.40744	2.568008	15.4292	1.461682	5.210567	2.529256
Lamoce	Lamprologini	liver	M	0.7485763	0	0	0	3.841099	0	20.7812	0.1845659	0	0
Lamoce	Lamprologini	testes	M	3.321635	0.4052965	0.2313377	1.019473	0.7101663	0.6166432	1.200675	0.2047421	1.946293	1.417122
