spp	tribe	tissue	sex	OT	OTRa	OTRb	VT	VTR1Aa	VTR1Ab	VTR2Aa	VTR2Ab	VTR2Ba	VTR2Bb
Neocyg	Lamprologini	lpj	F	0	0.5997546	0.6846635	0	11.03443	0	4.264197	0	3.600136	0
Neocyg	Lamprologini	brain	F	55.91741	9.746976	1.335226	23.53661	5.465213	0.3954574	11.08801	1.57563	4.680639	4.089644
Neocyg	Lamprologini	liver	M	0	0.1920748	0.328901	0	1.851059	0.09741147	4.55211	0	0	0
Neocyg	Lamprologini	testes	M	0	0.4530213	0	2.279037	3.572057	0.6892546	1.610469	3.890468	13.59671	0
Neocyg	Lamprologini	gills	M	0	1.859625	8.067011	0	14.33723	5.658698	2.313808	0.187884	3.572076	1.950658
Neocyg	Lamprologini	lpj	M	0	0.720508	0.6168842	0	5.365558	0	3.735333	0.3639763	2.16249	0
Neocyg	Lamprologini	brain	M	319.6721	8.721721	3.318826	75.56562	11.03723	4.914728	21.24437	1.958186	6.980495	1.694197
Neocyg	Lamprologini	liver	M	0	1.007864	1.725825	0	1.765994	0.1277856	5.598295	0	0	0
Neocyg	Lamprologini	testes	M	0	4.167112	1.01937	0.7487036	2.346966	0.7547739	2.645336	5.413074	4.288087	0.520369
Neocyg	Lamprologini	gills	M	0	2.12019	18.23331	0	9.906738	1.290315	2.009913	0.1428064	3.39382	0.4942171
Neocyg	Lamprologini	lpj	M	0	2.956515	2.062547	0	6.331658	1.166206	6.714894	1.327584	2.366269	1.148608
Neocyg	Lamprologini	brain	M	326.0396	8.34388	3.061654	115.434	5.743676	4.533891	9.534244	1.204299	7.155094	4.167776
Neocyl	Lamprologini	liver	F	0	0.08522655	0.09729231	0	1.045346	0	10.14971	0	0	0
Neocyl	Lamprologini	ovaries	F	2.258656	1.929164	2.516893	2.772898	27.52537	1.39769	2.122741	65.15553	6.617232	1.927238
Neocyl	Lamprologini	gills	F	0	6.811019	13.35752	0	34.27305	2.834244	6.932738	0.176446	1.257981	3.053176
Neocyl	Lamprologini	lpj	F	0	0	1.47244	0	18.45721	0.4360965	8.661123	0	5.677809	0.7516526
Neocyl	Lamprologini	brain	F	213.2763	8.251312	6.158886	70.24819	5.004715	2.253292	2.068354	1.923824	6.096	4.438579
Neocyl	Lamprologini	liver	M	0	0	0	0	1.18314	0	5.258007	0	0.2316094	0
Neocyl	Lamprologini	testes	M	0	0.572359	0.9800841	2.159547	7.020269	0.4354112	2.628165	3.903342	2.061413	2.501571
Neocyl	Lamprologini	gills	M	0.8024437	5.67889	12.96573	0	33.28315	1.986256	5.105057	0.1978472	0.9403743	1.369398
Neocyl	Lamprologini	lpj	M	0	0.7283729	2.494472	0	11.48639	0	8.487251	0	2.914794	0.8489202
Neocyl	Lamprologini	brain	M	124.832	7.09824	5.064473	47.61264	6.218819	2.099942	4.380886	1.792896	2.840565	5.170634
Neocyl	Lamprologini	liver	F	0	0	0	0	2.074701	0	1.519997	0	0.2369149	0
Neocyl	Lamprologini	ovaries	F	0	1.156042	0.4060633	0	0.7790895	0.09019863	20.75912	0.2695354	0.8540739	1.554657
Neocyl	Lamprologini	gills	F	1.691306	6.397419	15.78416	2.076376	31.45934	2.302532	4.646321	0.2085007	4.459549	0
Neocyl	Lamprologini	lpj	F	0	0.206652	2.594991	0	14.12184	0.6288263	6.121983	0.6263617	2.480932	2.16768
Neocyl	Lamprologini	brain	F	259.7621	6.637787	7.956393	95.17021	4.65233	3.703018	2.949627	1.676593	3.187562	2.320907
Neocyl	Lamprologini	liver	F	0	0	0	0	1.827097	0	3.650712	0	0	0.3314485
Neocyl	Lamprologini	ovaries	F	0	1.029869	0.452181	0	1.388117	0	9.152839	0.320157	0	0.5539914
Neocyl	Lamprologini	gills	F	0	7.732637	22.46966	0	52.14403	5.228849	4.998028	0.7102304	2.813124	1.638619
Neocyl	Lamprologini	lpj	F	0	0.378195	2.374554	0	10.9342	0.1918031	6.610287	1.146308	4.086332	1.322361
Neocyl	Lamprologini	brain	F	101.8135	9.375843	6.421924	50.7051	4.928546	0.9509991	2.222045	1.18409	4.502416	2.458702
Neocyl	Lamprologini	liver	M	0	0	0	0	2.564365	0	4.268858	0	0.2703053	0
Neocyl	Lamprologini	testes	M	0.6554268	0.4798399	0.5477721	0.8046516	3.64339	0	1.516274	4.201581	1.536174	0
Neocyl	Lamprologini	gills	M	0.7942953	5.427389	23.2341	0	40.75692	2.359304	5.28291	0.7833525	4.654126	2.710986
Neocyl	Lamprologini	lpj	M	0	0.8615964	1.96715	0	12.07761	0.436962	7.019223	0.4352494	2.068755	0
Neocyl	Lamprologini	brain	M	206.0902	8.692632	3.898428	74.96652	7.0717	1.889358	2.759097	2.195612	4.472494	4.341978
Neocyl	Lamprologini	liver	M	0	0	0	0	1.851054	0.0714349	6.175681	0	0.3382018	0
Neocyl	Lamprologini	testes	M	0.8075907	0.1970799	0.224981	1.982919	10.70511	0.9994982	2.802438	1.991162	1.892812	0.689091
Neocyl	Lamprologini	gills	M	0	6.62939	6.985783	0	33.95479	2.758664	3.525003	0.1717407	2.857014	1.188703
Neocyl	Lamprologini	lpj	M	0	0.9611936	2.413999	0	8.421085	0	4.555996	0	1.384737	0
Neocyl	Lamprologini	brain	M	182.9218	9.529714	2.862858	52.98811	5.712508	3.306811	3.120312	1.266866	4.817165	2.630582
Neofas	Lamprologini	testes	M	5.688249	2.082192	0.3961622	0.8729157	0.6080744	0.1759986	0.616841	8.239516	1.249873	0.6066998
Neofas	Lamprologini	liver	M	0	0	0.1287573	0	0.7905245	0	3.675474	0	0	0
Neofas	Lamprologini	gills	M	0	3.006386	45.76011	0.7202086	12.54246	2.468563	3.816985	0	4.468627	1.001128
Neofas	Lamprologini	lpj	M	0	3.954459	3.009535	0	4.619373	0	7.028955	0.1664716	10.68181	0
Neofas	Lamprologini	brain	M	426.8491	10.48075	8.546099	184.0031	4.122647	2.603439	12.29279	0.6483088	6.162867	2.991511
Neofas	Lamprologini	testes	M	9.995114	0.9146816	1.740293	1.533845	11.21903	0.9277687	1.083883	5.390773	5.856578	1.066063
Neofas	Lamprologini	liver	M	0.3675922	0	0.1024049	0	2.200556	0	3.188974	0	0.2153885	0
Neofas	Lamprologini	gills	M	0	1.94415	36.25001	0	15.61343	2.95795	2.207795	0.327373	3.501034	1.132955
Neofas	Lamprologini	lpj	M	0	1.820565	2.267245	0	5.510035	0.3357479	8.923546	0.3344321	4.768701	0
Neofas	Lamprologini	brain	M	237.4284	11.87077	7.098326	122.2816	2.971448	1.433407	17.24842	0.8566734	6.78633	7.905949
Neofas	Lamprologini	liver	M	0	0	0.2549743	0	3.130905	0	4.433228	0	0	0
Neofas	Lamprologini	testes	M	5.551445	3.870695	3.976812	0	9.834316	0.3926076	3.554701	2.541948	3.252837	0
Neofas	Lamprologini	gills	M	0	2.539607	56.86787	0	15.74593	6.935232	4.166853	0	2.3453	2.049174
Neofas	Lamprologini	lpj	M	0	2.075627	3.645353	0	13.42872	0.3238962	11.44653	0.6452535	5.367096	0
Neofas	Lamprologini	brain	M	259.0964	16.96372	11.2671	127.2346	4.863939	1.564221	14.4367	1.558091	8.146225	1.078432
Neofas	Lamprologini	liver	F	0	0	0	0	1.329178	0	12.13507	0	0	0
Neofas	Lamprologini	ovaries	F	2.044008	0	0	0	1.529532	1.138376	1.847123	0	0.2994186	0.4360214
Neofas	Lamprologini	gills	F	0	2.859334	21.76092	0.6849809	14.07618	9.805591	2.9849	0.2751313	3.269271	0.47608
Neofas	Lamprologini	lpj	F	0	3.350259	1.912282	0	10.64005	0.2123871	3.84594	0.8462189	5.530397	0.7321376
Neofas	Lamprologini	brain	F	259.5494	15.08071	7.230604	91.04074	7.398896	2.753366	17.51299	0.6094612	10.86296	3.163787
Neofas	Lamprologini	liver	F	0	0	0	0	1.253644	0	6.005335	0	0.286313	0
Neofas	Lamprologini	ovaries	F	7.43127	0.2133512	0	0	1.121511	1.298423	4.234697	0.4311113	1.024543	1.491967
Neofas	Lamprologini	gills	F	0	3.198166	51.74809	0	21.92819	12.69362	4.36648	0.4214623	3.004837	0.9723832
Neofas	Lamprologini	lpj	F	0	1.645011	2.660358	0	5.044221	0.4171369	8.365796	0.4155021	2.633194	0
Neofas	Lamprologini	brain	F	217.0122	17.65281	5.464941	94.82771	7.33968	1.820887	13.11826	0.9068751	11.49442	2.092311
Neofas	Lamprologini	liver	F	0	0	0.1388415	0	1.065548	0	2.522124	0	0	0.4252557
Neofas	Lamprologini	gills	F	0	3.376023	41.18937	0	20.33459	10.91504	2.62535	0.6395449	2.026519	0.737768
Neofas	Lamprologini	lpj	F	0	1.501005	3.255663	0.7551184	34.19108	0.1522481	15.56334	0.1516514	2.162414	0.5248274
Neofas	Lamprologini	brain	F	288.6379	15.25606	14.82204	142.0681	1.70629	2.304689	16.15497	0.9838527	10.13195	2.269911
Neofur	Lamprologini	liver	F	0	0	0	0	1.653699	0	0	0.09535284	0.2266077	0.6599843
Neofur	Lamprologini	ovaries	F	0	1.96221	2.346673	0	0.3274488	0	0.2768081	0.2832121	0.4487056	1.633543
Neofur	Lamprologini	gills	F	0	1.949368	9.508296	0	11.48921	4.673523	1.259984	0.1790464	3.404055	1.858903
Neofur	Lamprologini	lpj	F	0	2.957978	1.205981	0	17.40011	0	15.64802	0.6404018	5.073086	0
Neofur	Lamprologini	brain	F	121.0024	8.666043	3.297639	56.51424	0	1.627784	4.564054	0.6485618	4.623955	2.244509
Neofur	Lamprologini	liver	F	0	0.1214226	0.1386127	0	3.191375	0	0.0719419	0.1226772	0	0
Neofur	Lamprologini	ovaries	F	0	2.627124	0.2221521	0	1.193444	0	0.4035499	1.376287	0	1.360853
Neofur	Lamprologini	gills	F	0	0.2128496	8.018449	0	14.54537	2.806635	2.774457	0.6451466	1.022135	0.74423
Neofur	Lamprologini	lpj	F	0	1.57286	0.8977668	0	7.80863	0.265894	3.261673	0.5297037	6.923675	0
Neofur	Lamprologini	brain	F	32.34598	9.687514	3.276741	12.63512	7.544266	2.547513	2.976179	0.7250082	13.78395	0
Neofur	Lamprologini	brain	F	107.5468	8.668109	5.772245	31.49402	6.328493	2.93071	4.565143	1.216343	6.359454	3.367567
Neofur	Lamprologini	lpj	F	0	2.391765	0.7801068	0	8.38177	0	3.441533	0.1726056	6.973402	0.5973444
Neofur	Lamprologini	gills	F	0	2.255497	5.452546	0	20.69048	4.710111	2.829947	0.5361887	0.9556961	0
Neofur	Lamprologini	ovaries	F	0	2.116087	0.6901908	0	1.765637	0	1.074656	0.407229	0.2419466	0.7046584
Neofur	Lamprologini	liver	F	0	0	0.1040208	0	1.117639	0	0	0.09206207	0.2187871	0.6372073
Neofur	Lamprologini	liver	M	0	0	0.13519	0	2.282553	0	0.2104964	0	0	0.8281429
Neofur	Lamprologini	testes	M	0	0.6743307	0.7697976	0	5.514002	0.227993	0.9322496	1.362597	1.619117	2.357802
Neofur	Lamprologini	gills	M	0	0.8866364	9.716735	0	24.85723	5.935527	1.996235	0	3.406205	0.6200259
Neofur	Lamprologini	lpj	M	0	1.681521	1.919578	0	11.4909	0	5.379953	0	5.248689	1.763834
Neofur	Lamprologini	liver	M	0	0.4243171	0.2421944	0	2.602231	0	0.1257023	0	0.5094081	0.7418138
Neofur	Lamprologini	testes	M	0	1.171951	2.866858	3.369024	9.974186	0.339634	0.9919592	1.860666	2.411948	2.926952
Neofur	Lamprologini	gills	M	0	1.665113	8.870624	0	27.87962	7.318729	1.644277	0.7476969	1.776915	0.6468977
Neofur	Lamprologini	lpj	M	0	4.156541	1.054443	0	4.046195	0.2342229	3.420441	0.2333049	8.871251	0
Neofur	Lamprologini	brain	M	148.2374	5.04078	6.769903	74.58503	4.156483	0.601518	2.810938	1.797482	7.119576	3.110315
Neofur	Lamprologini	liver	M	0	0.111124	0.5074245	0	3.504835	0	0.06584007	0	0	0.3885457
Neofur	Lamprologini	testes	M	0	1.708647	1.560436	0.8595776	2.993915	0.3466187	1.012359	2.416822	1.641034	0
Neofur	Lamprologini	gills	M	0	1.497983	14.87749	0	17.58607	6.229606	2.041349	0	2.517736	0
Neofur	Lamprologini	lpj	M	0	4.784011	1.820432	0	13.35009	0.1797207	7.873578	0	6.806967	0
Neofur	Lamprologini	brain	M	226.7086	8.247157	7.453328	72.60644	3.010581	1.045645	2.035989	1.041546	4.950506	1.20151
Neomod	Lamprologini	liver	M	0	0	0.08113507	0	1.743493	0	3.410928	0.07180743	0	0.2485074
Neomod	Lamprologini	testes	M	0	0	0.1631874	0	0.5009567	0	1.609233	0.4332799	0.6864648	1.499473
Neomod	Lamprologini	gills	M	0	3.301333	9.840526	0	29.88732	9.301579	4.890034	0.370605	2.201872	1.28257
Neomod	Lamprologini	lpj	M	0	1.50137	2.285231	0	14.90742	0.2538086	8.154205	0	4.806531	3.4997
Neomod	Lamprologini	brain	M	167.4206	9.844909	2.247736	45.81274	9.918974	1.248221	6.416333	3.729987	4.727668	0.8605697
Neomod	Lamprologini	liver	M	0	0.2036983	0.6976093	0	4.996923	0.3099192	4.706895	0	0	1.068349
Neomod	Lamprologini	testes	M	0	1.770034	2.597943	1.272086	24.81183	10.2592	3.895286	0.5109494	7.285679	1.768267
Neomod	Lamprologini	gills	M	0	2.384835	6.352413	0	32.03702	1.209478	8.006975	0.2007897	2.385901	0.6948826
Neomod	Lamprologini	lpj	M	0.6717593	3.606511	2.058547	0	22.69232	0.3325557	11.36404	0.3312523	2.755294	2.865952
Neomod	Lamprologini	brain	M	139.8603	5.471337	0.5948504	36.69991	0.9130433	1.585606	3.550459	2.369087	3.127875	0.9109793
Neomod	Lamprologini	liver	F	0	0	0	0	1.352568	0	3.75032	0.3119581	0.7413738	0.5398042
Neomod	Lamprologini	ovaries	F	0	0.09307791	0	0	0.1630924	0.09440966	10.86414	0.1880793	0.2234868	0.650895
Neomod	Lamprologini	gills	F	0	4.030434	11.00247	0	37.46028	3.55487	6.644869	0.7081876	2.103775	0
Neomod	Lamprologini	lpj	F	0	9.984266	0.4850113	1.068688	14.889	0.6464119	5.160415	0	5.61069	1.485534
Neomod	Lamprologini	brain	F	46.31919	10.63856	8.728998	20.06998	5.825325	2.697694	4.727447	2.687121	7.184238	0
Neomod	Lamprologini	gills	F	0.8435182	3.499406	6.814704	0	40.39714	1.879134	8.29348	0.623923	0.4942545	0.7197468
Neomod	Lamprologini	ovaries	F	0	1.708198	0	0.537095	2.618988	0	0.1897676	0.431462	0.2563442	0.7465907
Neomod	Lamprologini	liver	F	0	0.408544	0.4663827	0	3.340665	0	4.599122	0	0	0
Neomod	Lamprologini	lpj	F	0	5.830092	1.188478	0	16.41788	0.6335902	7.031933	0.420738	5.999346	0
Neomod	Lamprologini	brain	F	20.71774	15.16752	2.308644	8.478225	7.087133	2.735029	10.58426	2.043232	12.13944	1.178519
Neomod	Lamprologini	testes	M	1.215021	1.037774	1.353937	1.491653	14.28745	5.563863	1.054068	0.8987119	8.187249	2.591846
Neomod	Lamprologini	liver	M	0	0	0	0	0.7197346	0.72911	6.510157	0	0	0
Neomod	Lamprologini	gills	M	0	5.146766	6.093015	0	41.75109	3.673618	3.049417	0.1925906	1.830779	0.6665074
Neomod	Lamprologini	lpj	M	0	3.321861	1.596693	0	12.56027	0.3546726	7.043999	0	2.938537	0
Neomod	Lamprologini	brain	M	264.2322	15.305	1.718535	84.569	7.913403	1.526949	8.62212	1.267471	7.831631	1.754559
Neomod	Lamprologini	ovaries	F	0	0.7485032	0	0	0	0	0.1108705	0.3781186	0.673954	1.308573
Neomod	Lamprologini	liver	F	0	0	0	0	1.01748	0	6.143746	0	0.1991802	0
Neomod	Lamprologini	gills	F	0	1.420677	3.475298	0	19.91464	4.32301	4.088449	0.4101016	0	0.7096292
Neomod	Lamprologini	lpj	F	0	4.089798	3.194443	0	9.429212	0.4366646	8.927477	0.2174766	3.101021	0
Neomod	Lamprologini	brain	F	311.9825	13.84263	3.555532	73.12074	6.063811	2.106103	4.510905	1.048924	4.154644	1.210021
Neomul	Lamprologini	liver	M	0	0.2394652	0.9567844	0	5.035133	0.1214457	11.7052	0	0.2874867	0
Neomul	Lamprologini	testes	M	3.872055	0	1.232787	0	7.805406	0.2738383	3.839	0.8182951	1.620577	3.775884
Neomul	Lamprologini	gills	M	0	1.002802	45.60005	0.8408077	21.67119	7.967673	9.110331	0.6754422	2.0065	0
Neomul	Lamprologini	lpj	M	0	0.2262655	2.066388	1.138285	5.154054	0.2295029	13.94229	0	2.7164	0
Neomul	Lamprologini	brain	M	169.9704	15.52416	7.476449	148.8746	6.800412	2.706391	22.56369	1.96057	4.076912	3.392519
Neomul	Lamprologini	liver	M	0	0.5861271	0	0	0.8558502	0	12.96496	0	0	0
Neomul	Lamprologini	testes	M	0.6493034	0	1.447079	0.7971341	11.93862	4.339424	2.816452	0.4802686	1.521822	2.770147
Neomul	Lamprologini	gills	M	0	1.931917	23.58107	0.7476149	21.35238	8.290441	3.874185	0	1.070463	0
Neomul	Lamprologini	brain	M	132.4586	19.84835	15.21345	211.1159	3.477856	2.300838	15.62398	3.437731	8.169827	3.965707
Neomul	Lamprologini	liver	F	0	0.1157033	2.11334	0	2.838318	0.3520764	13.6421	0	0	0
Neomul	Lamprologini	ovaries	F	0	0	0	0	0	0	4.082689	0	0	0
Neomul	Lamprologini	gills	F	0	3.380628	96.67377	1.70071	29.02556	16.97354	6.309434	0	2.43514	0.5910193
Neomul	Lamprologini	lpj	F	0	2.842472	16.00812	0.9533179	22.24677	11.14815	17.17825	0	3.63999	0.6625814
Neomul	Lamprologini	brain	F	22.05876	16.46594	6.506677	17.52301	3.32906	1.284733	20.07472	0.639849	3.80153	3.321534
Neomul	Lamprologini	liver	M	0	0	0	0	1.475194	0	14.07782	0	0	0
Neomul	Lamprologini	testes	M	0.7822973	0.1909074	0.2179347	1.920815	1.672553	0.1936389	2.714667	0.9643998	5.50059	4.005054
Neomul	Lamprologini	gills	M	0	3.389039	104.1221	0	20.91322	11.20933	6.984273	0.148872	2.830375	0
Neomul	Lamprologini	lpj	M	0	0.3716432	1.272773	0	24.74554	0.1884803	18.38634	0.1877416	4.461712	0
Neomul	Lamprologini	brain	M	20.52177	18.6966	6.479285	6.718424	1.755024	0.6772895	18.99014	1.34927	2.404923	1.167371
Neomul	Lamprologini	liver	F	0	1.045933	1.326676	0	5.090827	0.235755	4.544515	0.1174155	0.27904	0
Neomul	Lamprologini	ovaries	F	0.3935829	0.4802387	0.3289364	0	0.5048886	0	6.032197	0.2911205	0.6918528	1.007495
Neomul	Lamprologini	gills	F	0	6.717867	68.23384	0	16.90215	10.83249	7.144096	0.5220984	1.654368	0.6022837
Neomul	Lamprologini	brain	F	5.041871	18.45585	9.48091	1.547446	4.850789	0.9359955	27.33735	0.3107757	10.33989	3.226549
Neomul	Lamprologini	liver	F	0	0	0	0	0.2045993	0	2.905687	0	0	0
Neomul	Lamprologini	ovaries	F	1.032708	0.7560486	1.630271	3.380882	0.4415863	0.08520733	1.642493	0.08487339	1.008515	0.8811762
Neomul	Lamprologini	gills	F	0	5.177808	62.06387	0	15.00473	32.72333	5.073686	0.8048167	2.868991	0
Neomul	Lamprologini	lpj	F	0	0	1.659598	0	2.547338	0.2106547	17.35014	0	6.482611	0
Neomul	Lamprologini	brain	F	14.76096	15.90963	7.538943	9.060836	4.733843	2.74029	16.89625	1.8197	8.649096	2.099174
Neomul	Lamprologini	lpj	F	0	0.5397322	3.286099	0	24.90413	0.1824849	16.52233	0.1817697	6.911659	1.258118
Neonig	Lamprologini	liver	M	0	0.4919144	2.133913	0	2.068655	0	5.129614	0	0.7086733	0
Neonig	Lamprologini	testes	M	0	0.1246868	0.8540343	1.881805	2.621736	0.7588248	1.108139	1.007801	1.49691	0.8719364
Neonig	Lamprologini	gills	M	0	2.456759	29.16752	0	21.09337	0.6229776	3.275123	0.1241072	2.949429	4.295038
Neonig	Lamprologini	lpj	M	0	5.943372	2.609535	0	10.41406	0	10.5642	0	3.293185	2.397812
Neonig	Lamprologini	brain	M	340.7651	8.359837	4.269399	60.8709	5.396715	4.686011	13.81664	0.2222688	14.79032	5.384515
Neonig	Lamprologini	liver	M	0	0	0.299102	0	3.519731	0	7.037458	0	0.2097006	0.3053717
Neonig	Lamprologini	testes	M	0	0.1541322	1.583578	0	4.321162	1.2507	1.552475	5.606092	0.3700826	1.616773
Neonig	Lamprologini	gills	M	0	1.372385	28.72242	0	25.38308	1.237352	4.517374	0.1540628	4.393596	2.132691
Neonig	Lamprologini	brain	M	192.7487	11.05093	3.558202	54.16899	7.447539	3.448938	22.49685	1.431425	10.88578	3.963042
Neonig	Lamprologini	liver	M	0	0	0.1430939	0	3.514185	0	4.975935	0	0	0.4382801
Neonig	Lamprologini	testes	M	0	0.3718589	0.424504	1.87073	3.909459	0.7543589	1.211779	1.690655	0.4464301	0
Neonig	Lamprologini	gills	M	0	0.4065783	35.97075	0	17.0979	1.030989	9.515329	0.4107793	1.952448	2.843207
Neonig	Lamprologini	lpj	M	0	5.108407	3.498971	0	7.518859	0	9.201138	0	2.453131	0
Neonig	Lamprologini	brain	M	242.3609	12.3733	8.192513	176.7815	7.371428	3.514094	14.66216	2.500229	9.506941	0.8652664
Neonig	Lamprologini	liver	F	0	0	0	0	2.002256	0	7.193558	0	0	0
Neonig	Lamprologini	ovaries	F	0	1.03257	1.178753	0	2.653615	0.0698229	2.732659	0.6954925	0.8264249	1.203462
Neonig	Lamprologini	gills	F	0	2.445314	31.21408	0	23.76068	1.803855	8.956396	0.2245982	2.668807	0.7772777
Neonig	Lamprologini	lpj	F	0	4.858947	2.773421	1.111098	8.126919	0	8.76752	0.4462866	5.833342	0.7722427
Neonig	Lamprologini	brain	F	156.8804	10.48883	5.388191	68.59667	6.892001	3.457642	13.82736	0.7947901	8.814551	2.750568
Neonig	Lamprologini	liver	F	0	0	0.112223	0	4.650818	0	5.824529	0	0.2360389	0
Neonig	Lamprologini	ovaries	F	0	1.290334	0.1550537	0	0.7139815	0	0.2816625	0.137228	0.1630624	0.7123674
Neonig	Lamprologini	gills	F	0	1.768497	24.67506	0	36.49681	2.591045	5.122678	0.19853	1.88724	3.435312
Neonig	Lamprologini	lpj	F	0	4.21247	1.849554	0	16.18175	0	8.06353	0.1636921	2.72312	0.5664972
Neonig	Lamprologini	brain	F	191.2912	7.738662	5.414538	66.55994	6.123778	2.53206	15.97388	1.008855	8.99085	5.237087
Neonig	Lamprologini	liver	F	0	0	0.426109	0	3.2702	0	3.833378	0	0.2987453	0
Neonig	Lamprologini	ovaries	F	0	0.4752807	1.356419	0	1.24919	0	1.595733	0.3201277	0.5705917	0.830911
Neonig	Lamprologini	gills	F	0	1.576641	16.79861	0	24.24961	1.066133	4.151766	0.1769924	1.682502	2.450105
Neonig	Lamprologini	brain	F	433.1268	12.68374	6.435292	212.6957	6.173507	3.57367	19.3442	0.9492438	11.27947	8.212734
Neopul	Lamprologini	liver	M	0	0	0.1705148	0	2.878979	0	7.699461	0	0	0
Neopul	Lamprologini	testes	M	0	0.3081089	1.055186	2.325029	12.41707	4.062725	1.825521	2.49034	1.109688	1.077305
Neopul	Lamprologini	gills	M	0	3.684457	20.74998	0	24.53264	8.720073	3.492818	0	1.179553	0.8588486
Neopul	Lamprologini	lpj	M	0	2.714069	1.65243	0	18.38844	0.9176338	7.504299	0.3656149	2.60667	2.530602
Neopul	Lamprologini	brain	M	390.4256	7.706248	2.799123	70.48767	4.910181	2.131775	2.490486	0.7078067	3.364229	3.674311
Neopul	Lamprologini	liver	F	0	0.09289754	0.1060493	0	3.255528	0	6.659967	0	0	0
Neopul	Lamprologini	ovaries	F	0.4002282	0.5860165	0	0	0.3422755	0	1.04163	0.1973572	0.2345113	1.707509
Neopul	Lamprologini	gills	F	0	3.88404	15.86875	0	13.61134	6.635136	4.844763	0	1.472504	0.7147669
Neopul	Lamprologini	lpj	F	0	2.153166	2.234541	0	16.46316	0	8.350255	0	2.819949	0
Neopul	Lamprologini	brain	F	598.9885	9.235378	3.999014	140.9848	4.4641	1.615089	3.58503	2.252263	8.411136	5.56751
Neopul	Lamprologini	liver	F	0	0	0.1425472	0	1.75038	0	3.847167	0	0	0
Neopul	Lamprologini	ovaries	F	0	1.039038	0.263586	0	0.6068721	0.1171004	3.420119	0	0.8316015	1.211
Neopul	Lamprologini	gills	F	0	3.34308	27.16357	0	18.95168	2.991982	5.010128	0.3973674	0.4721752	0.6875942
Neopul	Lamprologini	lpj	F	0	2.606294	2.975275	0	11.79753	0.4405975	4.375257	0	2.085967	0
Neopul	Lamprologini	brain	F	356.9966	10.84755	2.321864	34.10709	4.75181	2.063017	3.615238	1.712443	7.325371	4.741068
Neopul	Lamprologini	liver	F	0	0	0	0	1.02199	0	2.902826	0	0	0
Neopul	Lamprologini	ovaries	F	0.7101972	0.1733125	0	0	0.6073612	0.08789611	0.7188038	0.4377581	0	2.423953
Neopul	Lamprologini	gills	F	1.566559	2.676059	9.819372	0	18.75611	11.8268	3.057834	0.1931221	4.58958	0
Neopul	Lamprologini	lpj	F	0	2.486785	0.873491	0	10.39067	0.3880562	9.520431	0	3.674431	0.6688507
Neopul	Lamprologini	brain	F	201.3577	10.27891	2.86198	64.32296	9.225067	3.051505	4.901844	2.532954	7.223531	5.25955
Neopul	Lamprologini	liver	M	0	0.4339596	0	0	9.124681	0	2.056941	0	1.041968	0
Neopul	Lamprologini	testes	M	0	0.1836362	0.8385361	0	6.435398	0	1.414438	0.5566007	3.086466	0.642085
Neopul	Lamprologini	gills	M	0	3.040982	37.72365	0	22.02427	8.019678	2.52246	0	1.460324	1.417708
Neopul	Lamprologini	lpj	M	0	2.095792	7.476559	0	19.73849	0.7971669	6.82957	0	1.887056	0
Neopul	Lamprologini	brain	M	270.1164	10.44597	13.56964	57.98738	4.418104	2.557517	7.042829	1.819638	5.189282	5.037848
Neopul	Lamprologini	testes	M	1.959648	0	0.8188869	0	11.31228	0	2.975095	3.382139	3.444733	1.672104
Neopul	Lamprologini	liver	M	0	0	0.1150484	0	2.825427	0	2.866161	0	0	0
Neopul	Lamprologini	gills	M	0	2.669608	13.62435	0	25.31474	5.734173	3.907782	0.1586583	1.508217	0.5490765
Neopul	Lamprologini	lpj	M	0	1.04126	2.852817	0	11.31196	0	9.871008	0	2.50014	0
Neopul	Lamprologini	brain	M	126.0401	6.591024	5.852104	31.3157	5.132839	2.971257	5.640742	2.58966	7.912764	5.121235
Neosav	Lamprologini	liver	M	0	0	0	0	3.189576	0	1.712944	0	0.5142001	0.374396
Neosav	Lamprologini	testes	M	0	2.503133	5.97479	8.013498	2.791107	0.9232536	10.92091	2.758906	6.556586	0.7956564
Neosav	Lamprologini	gills	M	0	4.449865	24.49211	0	40.37793	6.7703	2.918993	0.3211317	4.579049	3.334067
Neosav	Lamprologini	lpj	M	0	1.190461	2.446195	0	9.595334	0	2.962421	0.7216567	0.5716765	0
Neosav	Lamprologini	brain	M	121.469	14.13724	6.247235	68.82672	6.792179	3.237955	6.619902	2.764513	6.569911	1.594547
Neosav	Lamprologini	liver	M	0	0	1.380304	2.027602	12.71187	1.022021	14.08914	0.6108091	0.4838661	0
Neosav	Lamprologini	gills	M	0	1.060436	10.2898	0	35.30412	10.75609	2.19905	0.803545	0.6365461	0.9269555
Neosav	Lamprologini	lpj	M	0	2.12425	0.6062466	0	21.40231	0.5386609	2.202552	0	2.55024	0
Neosav	Lamprologini	brain	M	165.0158	14.83614	3.32682	49.31369	9.284321	3.762104	5.650904	0.5353371	9.541783	0.9263333
Neosav	Lamprologini	liver	M	0	0	0.1164096	0	2.501499	0	5.92098	0	0.2448445	0
Neosav	Lamprologini	testes	M	0.6542341	0.1596556	3.098394	1.606375	4.755763	0	2.459461	2.258273	1.533379	0
