spp	Tribe	id	Pair_bonding	Sex_caregiver	sex	OT	VT	OTRa	OTRb	VTR1Aa	VTR1Ab	VTR2Aa	VTR2Ab	VTR2Ba	VTR2Bb	d15N	d13C
Boumic	Boulengerochromini	MPD5_OCC2	1	1	F	8.44618094968658	7.31819389967727	2.54837595624436	0.691667797849558	2.39201621157223	1.0656708774529	2.57257515086763	1.89613503336137	2.08223046880994	0	0.85478025551468	-0.723683362955067
Boumic	Boulengerochromini	JAE6_GYD3	1	1	F	8.30741258623853	7.78348939488926	2.43395425659711	0.587573530514516	1.34667555414009	2.19326268970783	0.605811379014299	1.87559765085609	1.0407984683475	0	0.85478025551468	-0.723683362955067
Calmac	Ectodini	MOH7_NXB1	0	0	F	6.32311872853965	6.45148610451708	2.78080141368532	3.69720668091409	2.22492192622263	1.43392996106871	2.31509056682649	1.82485785332935	3.17904823081219	1.97571785310988	0.34083295381111	0.495051192634939
Calmac	Ectodini	MOH6_NWI8	0	0	F	7.69830669888516	7.0781604167723	3.09862487722608	3.44241806019009	3.29839291737176	1.29969363481844	3.08259053430151	1.49571869575549	2.6300433543198	1.17615934306088	0.34083295381111	0.495051192634939
Calmac	Ectodini	MUC5_LYE4	0	0	M	5.60600716274026	4.39780296186249	3.11274716550889	2.96989607901757	2.50146080134573	1.23236604855538	2.90756042766254	1.59280240552393	2.88541349197706	0	0.34083295381111	0.495051192634939
Calmac	Ectodini	LPI2_NHE4	0	0	M	5.70464486594122	4.20506715044905	2.26729218226378	3.7725909114036	1.77832676319152	1.46389810139741	2.35300253113063	1.03631412695538	3.08627815694009	1.145608334591	0.34083295381111	0.495051192634939
Calmac	Ectodini	MOH5_NWH7	0	0	F	4.58202784142648	4.86674332945806	3.02798382261695	2.88632011716077	2.56242023878473	1.17788590908021	2.62341788072297	0.394377493771041	2.45488995579527	0	0.34083295381111	0.495051192634939
Calmac	Ectodini	LPF1_NDI8	0	0	M	8.12012121264864	6.34623660272837	3.58042289910376	2.82341391509367	2.69779227561599	1.18317459818277	2.75548134282031	1.94410954894926	2.95760374513335	1.67367898002462	0.34083295381111	0.495051192634939
Calple	Ectodini	MVE8_OKE4	0	0	F	5.07508417938688	4.95965518007418	3.73400069673761	3.22542224631756	1.45855314341663	0.743906642018785	3.68072267474218	1.7451129602166	2.88531098503923	0	1.57393307236158	0.622330896478967
Calple	Ectodini	MVF1_OKG6	0	0	F	5.3372422470908	5.28655776160796	3.26162588857219	3.14493798639347	2.81168700759463	1.25952378789915	3.78936409796373	1.45200442541381	2.35764940083951	1.13847898036944	1.57393307236158	0.622330896478967
Calple	Ectodini	MVE9_OKF5	0	0	F	6.28121158296124	5.64725463588484	3.49713841450467	2.68308421754088	1.25527048784012	1.22544399542974	3.39741006825763	1.22220424041091	1.82145471091282	0.943100509906254	1.57393307236158	0.622330896478967
Calple	Ectodini	MVF3_OKI8	0	0	M	6.92649881781176	6.0913535034528	3.05038380433266	2.54862354640531	2.65951497575738	1.34441948609968	3.46864065875957	1.65376949261933	2.60911785180144	0	1.57393307236158	0.622330896478967
Calple	Ectodini	MVF2_OKH7	0	0	M	7.86326946350561	6.50157640166755	3.22992625503692	2.42914512025255	2.55968831960407	1.79899941507825	2.57685731697441	1.93468142550961	3.23050216015775	1.7834013342741	1.57393307236158	0.622330896478967
Chabri	Lamprologini	MUD9_LZI8	1	1	M	7.02046108635874	5.71906923629729	2.72310067067715	3.54352062926913	2.09507914122081	1.1781753819262	3.90846804127771	0.9586319428773	2.24395509371282	0	-0.101480017848561	1.74740861055749
Chabri	Lamprologini	MUE1_LRB1	1	1	F	8.23544992320646	7.72290791876368	3.82596671604077	1.67903638495922	3.40284889817993	1.3953556972175	4.07130703654344	0.981477357673861	2.67891203031124	3.14878023053622	-0.101480017848561	1.74740861055749
Chabri	Lamprologini	MUD6_LZF5	1	1	M	8.80692623625315	7.16021834895347	2.38818540335348	2.54461965893968	2.71489389771667	1.05234285325723	3.49132465257598	1.47654189170616	2.13405727167761	1.15961045778732	-0.101480017848561	1.74740861055749
Chabri	Lamprologini	MUD8_LZH7	1	1	M	7.14410348876473	6.28181006390323	2.91516386364802	0.775157859670457	2.09616265592927	1.3674711561347	3.38058719419712	1.67968501802275	2.64081640505981	0	-0.101480017848561	1.74740861055749
Chabri	Lamprologini	LPB8_NBD3	1	1	F	5.66564659618019	4.81512656612539	3.62904997836602	3.15727885674228	4.10531350328888	1.35844071248413	2.64463711118569	0.256701039379322	2.60666157690861	0.743263761707642	-0.101480017848561	1.74740861055749
Chabri	Lamprologini	MUD7_LZG6	1	1	F	6.41617852403854	5.87660731169658	3.33864889578528	2.49196491689168	3.11956816624743	0.752717682298002	3.74453141154238	0.750417248561946	3.18701422029002	0	-0.101480017848561	1.74740861055749
Cphgib	Cyphotilapiini	RLB3_QVI8	0	0	F	8.73253004698866	7.46389378668456	3.61544807952221	3.49567981472285	2.20662915951345	1.2215807801591	2.38511540450024	2.07800482790461	2.46061650263927	0.727667998952793	1.12392489392033	-0.740330535066462
Cphgib	Cyphotilapiini	MPF2_ODH7	0	0	F	9.94010830135235	8.65044757074195	3.66029431575611	3.83709654513345	2.43304356203233	1.1095792039145	2.82516242769007	2.0803881986823	1.06786239986236	0.846592480916237	1.12392489392033	-0.740330535066462
Cphgib	Cyphotilapiini	MPE9_ODF5	0	0	M	9.02893182462788	7.32319981091164	4.18685231429616	3.75274109964786	2.65497576289501	1.40680874847866	2.54188376736531	1.12102800375955	3.22918212692107	1.39318497729454	1.12392489392033	-0.740330535066462
Cphgib	Cyphotilapiini	MOA9_NRC2	0	0	F	7.45169083121701	5.87826480209257	3.88188873838642	3.25655736571627	3.07771077336518	1.47199067089092	2.90953484301179	1.17773158484168	2.67793348991744	0	1.12392489392033	-0.740330535066462
Cphgib	Cyphotilapiini	MPF1_ODG6	0	0	M	8.46064141762514	6.9023895865894	3.29169578619932	2.41531032318035	2.56122567591911	1.69135906560769	2.2596554472541	1.38690914569885	2.53558544107065	1.63047350394668	1.12392489392033	-0.740330535066462
Cphgib	Cyphotilapiini	RLA8_QVE4	0	0	F	7.52390220378358	6.51334150989102	2.70620937762634	2.51885964592299	2.33185079697246	0.95172623915403	2.49527636216544	2.08978117062347	2.11006585314977	1.3841354815429	1.12392489392033	-0.740330535066462
Ctehor	Tropheini	LNB8_MBG6	0	0	F	7.46507821379848	5.87578055444955	3.19411558415523	2.36068368505067	2.76967802448975	2.02237704624717	2.58712372142608	1.6486338626652	2.41947767679935	2.05905341540621	1.15041501743279	0.375063811376848
Ctehor	Tropheini	LNC7_MCG6	0	0	M	7.44067070554956	5.45715823947891	3.25303017532782	2.44044410987513	2.68647408220068	1.36388537780344	2.22563956845939	1.62767313521339	3.07910260302778	0	1.15041501743279	0.375063811376848
Ctehor	Tropheini	LNB9_MBH7	0	0	F	7.35042033665877	5.73001791431107	3.10627879641317	3.22367137020174	3.25334822849045	1.66071736624905	2.50847809378185	0.94322964207067	2.42927637206778	3.07927706345528	1.15041501743279	0.375063811376848
Ctehor	Tropheini	LNC8_MCH7	0	0	M	6.57940464645363	5.42937393264456	3.12063859277681	1.87753263915783	2.77912878959364	1.23749641545246	1.66960372814115	1.59877108487393	2.32711275825105	1.11784395834298	1.15041501743279	0.375063811376848
Ctehor	Tropheini	LND9_MRB1	0	0	F	7.04291788077043	5.78276919361089	3.27134036092868	2.52858182025225	2.37400170834202	1.49385275994271	2.84585010269399	1.14155573522263	2.19634170732293	1.62627838698281	1.15041501743279	0.375063811376848
Ctehor	Tropheini	LND6_MDG6	0	0	M	7.28761819734304	5.49874646942731	2.62110310769855	2.92097332203364	2.88216135333588	1.50814566385374	2.01886166906709	0.940059000166327	2.21365025476355	1.04242651603481	1.15041501743279	0.375063811376848
Cyafur	Ectodini	LPF3_NEC2	0	0	M	8.70093313256389	7.71487329690092	2.6311815966386	1.31191691545351	3.12727569794834	0.610668505788099	2.98658077187614	1.03548526359418	2.24559027763335	0.932269469976191	-1.61083198217293	1.73185391484686
Cyafur	Ectodini	MPD4_OCB1	0	0	F	1.95469102341689	1.46759250871295	3.12451871698779	2.32379661711931	3.06686691641087	0.775653965529452	3.66046546762857	3.19464167056694	2.78634271798876	1.7883841955136	-1.61083198217293	1.73185391484686
Cyafur	Ectodini	MPD3_OBI8	0	0	F	6.65844429494782	6.38317393978464	3.2843594024185	2.47884137432987	3.11432787507501	1.07622112698007	2.98310141354372	2.10851943869973	2.6434214691232	1.82679577072009	-1.61083198217293	1.73185391484686
Cyafur	Ectodini	MOF5_NUG6	0	0	F	3.83507518041353	5.14554703618986	3.26852422235141	2.75515742118393	3.38656735043555	1.29867532284483	2.61285187027307	1.8258002781722	2.98410952663148	2.2554224780385	-1.61083198217293	1.73185391484686
Cyafur	Ectodini	LPF2_NEB1	0	0	M	4.92568711721157	5.21278681612818	2.81566211091786	1.44567162143055	3.04903457453697	0.820367782241762	2.61933600220039	2.74876369494386	2.87681729054628	1.21413972970711	-1.61083198217293	1.73185391484686
Cyafur	Ectodini	LPD3_MYI8	0	0	M	7.98716337525335	7.25910014437301	3.29436563579985	3.17736021434549	2.73567965207937	1.99238523197803	2.51052575448258	1.98814549519268	2.38710249036944	1.61060227300747	-1.61083198217293	1.73185391484686
Cypdwj	Cyprichromini	MVD1_OIE4	NA	NA	F	4.1126242433264	4.49500626476943	2.95069534548248	2.71994763637786	1.87993156174863	0.69660291147412	3.04461409172237	0.946639018731206	1.67984172726907	1.04949555228787	-0.0714174862072311	-1.18088198008097
Cypdwj	Cyprichromini	MVC9_OID3	NA	NA	F	6.84087986834498	5.79224889745363	2.97882310216773	2.90897791495271	2.36044350319015	1.67550703944998	3.7884508098818	0.674555020254668	2.39230560637099	0.755020608685355	-0.0714174862072311	-1.18088198008097
Cypdwj	Cyprichromini	MVC8_OIC2	NA	NA	F	5.73036280143562	4.2534341604148	3.59139817408428	2.86972811635353	1.77443750297331	1.26392139056408	4.13230785449481	0.877814753812444	2.49687364950176	1.55211044546584	-0.0714174862072311	-1.18088198008097
Cypdwj	Cyprichromini	MVC5_OHH7	NA	NA	M	8.19685683468293	6.55451778952285	3.23003496588993	3.33327258632733	1.52765090093323	1.85449880657418	3.29092919982398	0.723778542042244	2.20561521888471	1.70251747771851	-0.0714174862072311	-1.18088198008097
Cypdwj	Cyprichromini	MVC6_OHI8	NA	NA	M	7.04142151170665	5.33024932042262	3.66646916022602	2.54987194691406	2.03756707193658	0.443119129133074	3.41425963190133	1.6547966277037	2.7986181466257	2.23823871474574	-0.0714174862072311	-1.18088198008097
Cypdwj	Cyprichromini	MVC7_OIB1	NA	NA	M	6.63820984388647	5.9432225423529	3.03900201592272	2.4798725935572	2.82589957348996	1.05992075308032	3.57663822606113	1.23309472785105	1.5489228666128	0.952252370549992	-0.0714174862072311	-1.18088198008097
Cyplep	Cyprichromini	LPC5_MYB1	0	0	F	6.51746546757505	6.01616823527873	3.01517139895288	2.92923975261986	2.13275811405617	0.521564687138475	3.21224325603578	1.45165582204353	2.35720712409656	2.00092879656593	-0.148217428974904	-1.33818381549573
Cyplep	Cyprichromini	MUG8_LUC2	0	0	M	8.45690304830712	6.84827990751083	2.48266374050503	2.64131550314586	2.26576362587477	1.30450169638671	3.10180116124473	0.315029510539179	3.09414450479582	2.13033884814692	-0.148217428974904	-1.33818381549573
Cyplep	Cyprichromini	LNE5_MRG6	0	0	F	5.65490664271207	4.96873820627205	2.63101415477577	2.79286138960183	2.42465233006472	0.882079476411823	3.2282838324009	1.17606038255878	1.58285607164255	0.787866962900166	-0.148217428974904	-1.33818381549573
Cyplep	Cyprichromini	MUG5_LTH7	0	0	M	1.38006556741512	1.9824303461075	2.89797398019339	3.27902682956821	2.53543390104162	1.13106591030222	2.78858904054359	1.25285825822387	3.16716440991557	2.14373527535976	-0.148217428974904	-1.33818381549573
Cyplep	Cyprichromini	MUG7_LUB1	0	0	F	7.60441386375175	6.85168533659219	2.56010571511721	3.39744073697428	1.33020270174199	1.85992821421727	3.3286332837721	1.73488213727254	2.15659401089355	1.00525912496162	-0.148217428974904	-1.33818381549573
Cyplep	Cyprichromini	MUG6_LTI8	0	0	M	8.7692758598295	6.89819141936896	2.78194317878356	3.45162180101584	1.53965364819829	2.24907392446191	2.89707484503158	0.910563672512435	1.85340288305655	2.01603127353934	-0.148217428974904	-1.33818381549573
Cypmic	Cyprichromini	ONF5_QAC2	1	0	F	6.99021290662622	5.54054933315399	3.60474980025956	3.41223794007983	2.06096737056592	0.385258731841204	2.49794467727622	0	2.60219721351512	2.87400528248254	1.23169167407076	-0.949695026605205
Cypmic	Cyprichromini	ONF6_QAD3	1	0	F	3.47709961587182	2.03941602455853	3.74061460075046	3.84920365694281	0.624564541852115	1.17274671648837	2.48016971487294	0.953910721580867	1.69022621356913	2.41255555315125	1.23169167407076	-0.949695026605205
Cypmic	Cyprichromini	ONF7_QAE4	1	0	F	4.83498925260555	4.67754037696636	3.88837796340678	2.9700404370884	3.04966160761505	0.901222727042307	2.86771581935927	1.16004243228211	3.2492952990677	2.14346558429523	1.23169167407076	-0.949695026605205
Cypmic	Cyprichromini	ONF4_QAB1	1	0	M	4.96420268593833	4.25143885690496	3.25843088295453	2.78974322969818	3.22969835082127	1.14589979241662	3.11686442291036	1.1427970163171	3.0316776728711	5.07682713856499	1.23169167407076	-0.949695026605205
Cypmic	Cyprichromini	ONF2_PZH7	1	0	M	7.78195568577076	6.01669576422583	3.27103820606203	2.65353013522681	2.68149919092016	0.702164771131044	2.43152535053743	0.392035451394382	1.68981620135311	4.86272413359809	1.23169167407076	-0.949695026605205
Cypmic	Cyprichromini	ONF3_PZI8	1	0	M	7.11105844615489	5.75603505686648	3.17996719463131	3.19255826566488	2.09094723644509	1.52971252173628	2.85740101465346	0.956014486430841	2.23969925902002	5.39929040181753	1.23169167407076	-0.949695026605205
Enamel	Ectodini	OMA1_QCD3	0	0	M	8.50519941974026	7.20958690621896	2.764307509426	2.32947669037242	1.46763893545314	1.18753656799369	3.0555153305961	0.593641564117583	1.77380099966591	1.46555504277599	-0.497058470799046	-0.255614392587362
Enamel	Ectodini	OMA4_QCG6	0	0	F	1.25081002197671	0	3.18284370899501	1.54689396613096	3.01431618969789	1.60840428520506	3.48211126222257	1.23924038139752	2.90065469810881	1.12253755300303	-0.497058470799046	-0.255614392587362
Enamel	Ectodini	OMA2_QCE4	0	0	M	8.63031081481441	7.16192999543775	2.83180814417059	1.87237450990463	2.34622933243538	1.87193706590135	2.5012623165992	1.12280124712305	1.92554717668312	1.60305063560736	-0.497058470799046	-0.255614392587362
Enamel	Ectodini	ONI9_QCC2	0	0	M	8.04155950094812	6.73587278973377	2.86179064540436	1.16648793747673	0	1.55351189235035	2.83529533442972	1.67947424426296	1.20722630998073	0.965730213747015	-0.497058470799046	-0.255614392587362
Enamel	Ectodini	OMA3_QCF5	0	0	F	7.21948994422002	6.53251614223978	3.04981248706796	1.95500585397852	2.30027662749376	1.27514654102015	2.80181568820209	0.886589867225203	2.1249841473598	0	-0.497058470799046	-0.255614392587362
Enamel	Ectodini	OMA5_QCH7	0	0	F	5.17314742634435	5.30206712401662	3.05967835943692	1.92304874942476	2.24796061911837	1.16380527241033	3.40612995355638	0.946140038827587	1.97689845198189	2.39948558073425	-0.497058470799046	-0.255614392587362
Erecya	Eretmodini	ISG1_JOE1	1	1	F	8.12539693816252	6.24173876433375	3.83436030743336	3.15894270911568	3.45430580886946	1.69705629617925	3.29200719686355	2.06724460631707	3.44069405739837	2.10863250849946	-1.90178307202816	2.84364970253401
Erecya	Eretmodini	MUI3_LVH7	1	1	M	0	1.99892190408548	3.75601022999386	3.52872383142872	4.05813636395662	1.14308251021046	3.2164239776368	1.1399854462052	3.36424645844683	1.62433629329946	-1.90178307202816	2.84364970253401
Erecya	Eretmodini	MUE2_LRC2	1	1	F	7.03667585779334	4.92507703281356	3.46703292289843	3.19354530922589	3.56093378737894	1.86107399924654	2.98559824608439	1.8569705558418	2.85445950979862	1.70881407058467	-1.90178307202816	2.84364970253401
Erecya	Eretmodini	LNA3_LWI8	1	1	M	8.65645918721245	6.99057258630516	3.66715867289224	3.58191158378046	3.58327235564516	1.18389425439903	3.3096813042973	0.508228334744571	3.17454591918102	0	-1.90178307202816	2.84364970253401
Erecya	Eretmodini	MUI5_LWB1	1	1	M	3.00732379507211	3.4704509645897	3.99012529913083	3.2966634080467	3.64854367317323	1.29413548067533	2.92922971425702	1.1092174530073	3.20959856362836	2.58648734460772	-1.90178307202816	2.84364970253401
Eremar	Eretmodini	JXF8_KOI6	1	1	M	6.90096580123152	6.05686094304675	4.07772751950965	4.22262374924417	4.23595753569879	2.23829008350763	2.65750464616961	0.86636766234014	2.55828796391052	0	-0.426193580961639	1.03968855125854
Eremar	Eretmodini	JXF4_KOH5	1	1	F	6.73137198544764	5.20098136457559	4.10447588994315	2.77913110147609	3.75096766930447	0.849305078131058	2.72664269546939	1.58314741083063	3.10274395153127	1.91202743669151	-0.426193580961639	1.03968855125854
Eremar	Eretmodini	JXG2_KPA8	1	1	F	5.48794226463497	4.28667344979187	4.00520414162389	3.91968998652344	2.77888707234992	1.43137103434002	2.47507139005437	1.42780888669024	2.32688618735888	1.73984335130065	-0.426193580961639	1.03968855125854
Eremar	Eretmodini	ONB2_PVI8	1	1	M	8.65600075229175	7.22486220945958	4.0024495990804	3.68153697131082	3.77730818837975	1.36556824845274	2.92616285146065	0.607420654703987	2.85218345829314	2.20902626468279	-0.426193580961639	1.03968855125854
Eremar	Eretmodini	JXE9_KOG4	1	1	M	7.67177103042503	5.67594913160742	3.49385224769488	3.54657348239951	3.32102771654911	1.65248420037154	3.23386689803824	1.90513559613551	2.60280793791758	1.03962833558996	-0.426193580961639	1.03968855125854
Eremar	Eretmodini	ONB1_PVH7	1	1	F	8.66802229959918	6.20607975655071	3.78022924705576	3.10465468868883	3.26668985815133	1.86514045964355	2.57887762362507	1.30018113829521	1.91865757299562	2.33609653961543	-0.426193580961639	1.03968855125854
Gnapfe	Tropheini	LPB5_NAI8	0	0	F	6.15738998817666	5.40844523667435	3.45433015853161	1.36090866125888	2.38213074155345	1.45523698944438	2.34206712773047	0.760498257970832	2.10398936467526	1.76639204649876	-0.116962340424589	-0.25906601818425
Gnapfe	Tropheini	MUF3_LSE4	0	0	F	7.78666300658977	5.73955381041091	3.34988043383639	2.79671776600148	2.40510142460157	1.51875769466265	2.03118131711659	0.947902055080262	2.22647770266222	1.05085270763363	-0.116962340424589	-0.25906601818425
Gnapfe	Tropheini	LNC1_MBI8	0	0	M	7.62478595359435	5.91327982870788	3.54628948123509	2.50406990241116	3.17745143141308	1.54796798096727	2.5190954907326	1.07694075343167	2.94711777237056	1.7839062609187	-0.116962340424589	-0.25906601818425
Gnapfe	Tropheini	MUF2_LSD3	0	0	M	8.43174370850235	5.27078083138938	2.80328883537165	2.24939072699064	2.37615310959719	1.64295659097794	2.23892225872116	0.930785470742676	2.19842594618278	1.03245917963014	-0.116962340424589	-0.25906601818425
Gnapfe	Tropheini	MUD3_LZC2	0	0	M	7.25643610445671	5.13095186780351	2.72021431970307	2.59399357848741	2.73777781919768	1.13331231448843	2.2204763840908	1.62323197380561	1.93566152241272	0	-0.116962340424589	-0.25906601818425
Gnapfe	Tropheini	LNE1_MRC2	0	0	F	6.90030773079359	5.44391425218248	3.39844395640457	2.58038816488263	3.11193405012403	1.4112326078713	2.89976090556561	1.40769971768413	2.91606594338313	0.966072850208622	-0.116962340424589	-0.25906601818425
Hapmic	Perissodini	LPG9_NGB1	1	1	M	7.7018026983583	6.96408436587319	3.75223156872673	2.09651892407805	2.59204889867353	0.641450401131596	3.15619045634539	1.22557417475	1.96932734444775	1.88834152719448	0.333760499417797	-0.45719918366072
Hapmic	Perissodini	IQB7_JIG8	1	1	M	8.31749673083534	7.43239825008368	3.94498772048015	1.96060882558119	2.17145184695388	1.14879487041719	3.21656118141051	1.7182221999831	1.95663807519639	2.50142793476975	0.333760499417797	-0.45719918366072
Hapmic	Perissodini	IQB8_JIH9	1	1	M	9.02289790605735	8.01739137513138	3.63240782439347	2.37809096083842	2.46231779215044	1.4215292460713	2.95514910518986	1.69130411935128	1.46787208985866	2.61912890435068	0.333760499417797	-0.45719918366072
Hapmic	Perissodini	IQB6_JIF7	1	1	F	6.69670329764609	5.96135708111206	3.75861658702876	1.75912386826799	2.69843542190608	1.93560985571518	2.17220746211881	1.93142777388465	2.37300250780379	2.55331970422747	0.333760499417797	-0.45719918366072
Hapmic	Perissodini	LOC5_NJI8	1	1	F	8.00218774281933	7.00898094247203	3.99126877120174	2.59136370310365	3.39177033153955	1.44244247861198	2.5890796025016	1.61036367751568	2.3409598454887	3.01897486913855	0.333760499417797	-0.45719918366072
Hapmic	Perissodini	LOC6_NKB1	1	1	F	7.79410129854472	6.58872242986169	3.4433984534376	1.74388717283722	3.27121095912403	1.97174880439075	2.36339454434921	2.24570465896177	2.30834281664003	2.41074785687515	0.333760499417797	-0.45719918366072
Intloo	Tropheini	IPB6_JFF8	0	0	F	4.63080441748939	3.70249243289778	3.20020441470919	1.73882143705843	3.03141213584388	1.44935060028946	3.08436434136793	1.2505092965548	2.09687577876973	1.75984824647417	-1.67873387912807	1.06432472664603
Intloo	Tropheini	MUH7_LVC2	0	0	M	7.2616915862981	5.92255776352374	3.21733418321921	2.38688680320377	3.13614576804757	1.4080688898132	2.43059090993959	1.63068922951799	2.81769119559313	2.50193970215429	-1.67873387912807	1.06432472664603
Intloo	Tropheini	IPF3_JGF9	0	0	M	9.19764231137982	7.15643302331463	2.249293023285	1.83657859409898	1.86055525093634	1.71586262785998	2.25751366284406	1.86999139552226	1.88925819302956	3.1500032868884	-1.67873387912807	1.06432472664603
Intloo	Tropheini	IPB2_JFE6	0	0	M	7.42766902116205	6.21536894300892	3.48540621709387	3.38211067731139	2.61031500863948	1.44588346345719	2.24522273581374	1.44230020895203	1.73657586960099	1.43203792555303	-1.67873387912807	1.06432472664603
Intloo	Tropheini	IZI5_HAB2	0	0	M	7.33590302331701	6.89429635912623	3.26880011143435	2.8756776556034	2.79627462726569	1.52485603747963	2.77597361309769	2.04160606386307	2.44482950664228	2.08276491404456	-1.67873387912807	1.06432472664603
Intloo	Tropheini	MUH8_LVD3	0	0	F	8.18886623186454	5.9962703248893	2.91244580395649	2.62874373798643	2.4532694485717	1.28666886679429	2.2327077203538	1.44403038091166	1.6063256707205	1.57777152937227	-1.67873387912807	1.06432472664603
Juldic	Lamprologini	MOH1_NWE4	1	1	M	8.60717345837749	7.28611321830431	3.54624008402078	2.55527749743778	1.65037121029017	1.16239761315303	3.6522857082769	1.15926620613701	2.7787491702844	1.04764587147271	0.251456622790313	-0.150634349485513
Juldic	Lamprologini	MOH2_NWF5	1	1	F	7.96221931231353	6.27115409934895	3.47279057566911	2.75836117375674	2.57979128102606	0.971327825600147	3.37189628833719	1.69274766219769	2.96755966878333	1.07302430406513	0.251456622790313	-0.150634349485513
Juldic	Lamprologini	MOG8_NWC2	1	1	F	7.75947345279268	6.15731358370844	3.73649339494626	3.10073061969891	3.70573687962041	0.972289378165549	3.02933591054675	0.781264020323651	2.14264281305158	1.80199381133105	0.251456622790313	-0.150634349485513
Juldic	Lamprologini	MOG9_NWD3	1	1	M	6.619512786707	5.4067318915665	3.59500708172104	2.20637597560554	2.82859583880055	1.69976704350184	4.34525371696908	1.83172566920017	3.44425160943798	2.11164299226276	0.251456622790313	-0.150634349485513
Juldic	Lamprologini	MOG7_NWB1	1	1	M	9.01131588338461	6.93039436109123	3.38131217073541	2.22618481191313	3.14057205098567	1.3269301816991	2.68583230660434	1.46112618317982	2.36921100559614	0	0.251456622790313	-0.150634349485513
Julorn	Lamprologini	ISC7_JNG4	1	1	M	8.89389547732878	7.35293327317982	3.93650037588862	3.36070194285498	2.52208312594847	1.12231291120116	3.57112219401504	0.983278791828799	3.48744518770455	0.745192404551076	-0.00442868507124106	-0.160384367031115
Julorn	Lamprologini	ISB7_JMI7	1	1	M	7.03153194232109	6.41285822997229	3.62736169921468	2.69138117753497	2.86486520316555	1.64255417608365	2.48655272035531	1.49153656637651	1.95257511368941	1.62768013824855	-0.00442868507124106	-0.160384367031115
Julorn	Lamprologini	MUD4_LZD3	1	1	F	8.35395530229018	7.60887132452799	3.94002388370479	2.17311623735596	2.19901550410502	1.02825511968898	3.11963970764987	1.44668076977604	2.75316763987323	1.13390081655435	-0.00442868507124106	-0.160384367031115
Julorn	Lamprologini	ISC4_JNE2	1	1	F	7.81749919063528	5.94895750601503	4.07991054270521	1.74612827887077	2.62361968202177	1.76168823542948	3.28228618613297	1.13144988316582	2.18186934534136	1.61377161066572	-0.00442868507124106	-0.160384367031115
Julorn	Lamprologini	MUB8_LXF5	1	1	F	8.12491948566781	6.48841394349918	4.08335124755788	2.03547013135657	2.19161602437673	1.76967231255813	3.04250811535351	1.90428138380284	3.31673414336721	2.18906609483922	-0.00442868507124106	-0.160384367031115
Julreg	Lamprologini	MOG3_NVF5	NA	NA	M	8.68745022221379	6.49448889539601	3.00842521562545	3.13762254118141	3.01956404242246	1.45036457036006	2.47372717682968	1.19817037528523	2.19820935827447	1.31805416737915	-0.000910360124100759	-0.344655485250294
Julreg	Lamprologini	MOF9_NVC2	NA	NA	F	8.41290936412926	6.64068281268073	3.48080150838842	3.31702137780501	3.18512931420312	1.63634759650064	2.78352182037687	1.26323997523065	2.2876475237559	1.38703712566963	-0.000910360124100759	-0.344655485250294
Julreg	Lamprologini	MOF7_NUH7	NA	NA	M	7.81304683287142	5.49112900233571	3.38821668216557	3.40101656262393	4.21343671827638	0.943827206146077	2.43937579720604	0.452070128505511	2.16936416497347	1.82664935801862	-0.000910360124100759	-0.344655485250294
Julreg	Lamprologini	MOG2_NVE4	NA	NA	F	8.34485112767842	7.63499976774549	3.70109322193859	3.48697431785195	3.82778041676865	2.26916663446787	2.83532727317688	1.1304103516989	1.93590399175612	0	-0.000910360124100759	-0.344655485250294
Julreg	Lamprologini	MOG5_NVH7	NA	NA	F	6.52905724023253	5.40757607283716	3.63095406658754	2.93335206278627	3.48414199901161	1.15633189127672	2.81350006271424	0.794478584529061	2.34274786936704	1.82446156610342	-0.000910360124100759	-0.344655485250294
Julreg	Lamprologini	MOF8_NVB1	NA	NA	M	5.8720858018922	5.2129750884029	3.35985439674456	2.44255474495076	3.70559755492652	1.64262949303465	2.77493672321387	0.38073354832234	1.65679426032727	1.62775530201886	-0.000910360124100759	-0.344655485250294
Lamkun	Lamprologini	ONE5_PZF5	1	1	F	1.90619755083374	1.42596893834202	4.23053812738273	3.92254325447232	2.17804308601489	1.01462380924236	2.83976694663151	1.89155061776584	3.41437194778124	2.17550032975719	1.29402777768371	-0.71131469127676
Lamkun	Lamprologini	JXH2_KPD1	1	1	F	7.44776927331392	7.31335379588167	4.01605677651501	3.46916054018362	2.41406569727537	1.65457943654158	2.9435129269996	1.27893393654319	1.82486884844234	1.15980547574203	1.29402777768371	-0.71131469127676
Lamkun	Lamprologini	OND1_PYB1	1	1	M	0	4.39663765884258	3.86388197018563	3.25686287021764	2.78028468890695	1.38849375251505	3.16016831978933	0.569017666435026	3.1144526511928	3.4646551990544	1.29402777768371	-0.71131469127676
Lamkun	Lamprologini	ONC9_PXI8	1	1	M	9.19396044423863	7.77831438242228	3.66159570109162	3.04562993583743	1.79714831496527	1.05288396371026	2.68717896656296	1.27934113520503	2.96049632672658	1.16018768612319	1.29402777768371	-0.71131469127676
Lamkun	Lamprologini	ONE4_PZE4	1	1	F	6.32842935659189	5.01765917108866	4.40787208226099	4.06365393418451	3.38216505767933	1.85567003719488	2.69652092388084	1.06146862023024	3.85137026863609	1.32470117329922	1.29402777768371	-0.71131469127676
