Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.301000	1.216372	1000	0.301000	0.301000	0.301815	
1000	0.349000	1.216372	1000	0.349000	0.349000	0.302036	
1000	0.359000	1.216372	1000	0.359000	0.359000	0.302301	
1000	0.342000	1.216372	1000	0.342000	0.342000	0.302485	
1000	0.283000	1.216372	1000	0.283000	0.283000	0.302395	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.302522	
1000	0.318000	1.216372	1000	0.318000	0.318000	0.302592	
1000	0.376000	1.216372	1000	0.376000	0.376000	0.302926	
1000	0.360000	1.216372	1000	0.360000	0.360000	0.303184	
1000	0.351000	1.216372	1000	0.351000	0.351000	0.303400	
1000	0.326000	1.216372	1000	0.326000	0.326000	0.303501	
1000	0.337000	1.216372	1000	0.337000	0.337000	0.303650	
1000	0.306000	1.216372	1000	0.306000	0.306000	0.303661	
1000	0.331000	1.216372	1000	0.331000	0.331000	0.303782	
1000	0.358000	1.216372	1000	0.358000	0.358000	0.304021	
1000	0.367000	1.216372	1000	0.367000	0.367000	0.304297	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.304409	
1000	0.346000	1.216372	1000	0.346000	0.346000	0.304590	
1000	0.302000	1.216372	1000	0.302000	0.302000	0.304579	
1000	0.359000	1.216372	1000	0.359000	0.359000	0.304813	
1000	0.355000	1.216372	1000	0.355000	0.355000	0.305029	
1000	0.337000	1.216372	1000	0.337000	0.337000	0.305165	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.305271	
1000	0.352000	1.216372	1000	0.352000	0.352000	0.305469	
1000	0.351000	1.216372	1000	0.351000	0.351000	0.305661	
1000	0.319000	1.216372	1000	0.319000	0.319000	0.305717	
1000	0.302000	1.216372	1000	0.302000	0.302000	0.305702	
1000	0.305000	1.216372	1000	0.305000	0.305000	0.305699	
1000	0.304000	1.216372	1000	0.304000	0.304000	0.305692	
1000	0.329000	1.216372	1000	0.329000	0.329000	0.305788	
1000	0.337000	1.216372	1000	0.337000	0.337000	0.305916	
1000	0.299000	1.216372	1000	0.299000	0.299000	0.305888	
1000	0.327000	1.216372	1000	0.327000	0.327000	0.305974	
1000	0.313000	1.216372	1000	0.313000	0.313000	0.306003	
1000	0.342000	1.216372	1000	0.342000	0.342000	0.306149	
1000	0.315000	1.216372	1000	0.315000	0.315000	0.306184	
1000	0.322000	1.216372	1000	0.322000	0.322000	0.306248	
1000	0.296000	1.216372	1000	0.296000	0.296000	0.306207	
1000	0.298000	1.216372	1000	0.298000	0.298000	0.306174	
1000	0.319000	1.216372	1000	0.319000	0.319000	0.306225	
1000	0.280000	1.216372	1000	0.280000	0.280000	0.306121	
1000	0.343000	1.216372	1000	0.343000	0.343000	0.306267	
1000	0.354000	1.216372	1000	0.354000	0.354000	0.306454	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.306495	
1000	0.325000	1.216372	1000	0.325000	0.325000	0.306567	
1000	0.315000	1.216372	1000	0.315000	0.315000	0.306600	
1000	0.311000	1.216372	1000	0.311000	0.311000	0.306617	
1000	0.343000	1.216372	1000	0.343000	0.343000	0.306757	
1000	0.312000	1.216372	1000	0.312000	0.312000	0.306777	
1000	0.337000	1.216372	1000	0.337000	0.337000	0.306892	
1000	0.350000	1.216372	1000	0.350000	0.350000	0.307056	
1000	0.305000	1.216372	1000	0.305000	0.305000	0.307048	
1000	0.341000	1.216372	1000	0.341000	0.341000	0.307176	
1000	0.303000	1.216372	1000	0.303000	0.303000	0.307160	
1000	0.367000	1.216372	1000	0.367000	0.367000	0.307385	
1000	0.335000	1.216372	1000	0.335000	0.335000	0.307488	
1000	0.338000	1.216372	1000	0.338000	0.338000	0.307601	
1000	0.332000	1.216372	1000	0.332000	0.332000	0.307691	
1000	0.302000	1.216372	1000	0.302000	0.302000	0.307670	
1000	0.340000	1.216372	1000	0.340000	0.340000	0.307789	
1000	0.308000	1.216372	1000	0.308000	0.308000	0.307790	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.307824	
1000	0.352000	1.216372	1000	0.352000	0.352000	0.307984	
1000	0.326000	1.216372	1000	0.326000	0.326000	0.308050	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.308082	
1000	0.343000	1.216372	1000	0.343000	0.343000	0.308208	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.308318	
1000	0.294000	1.216372	1000	0.294000	0.294000	0.308267	
1000	0.313000	1.216372	1000	0.313000	0.313000	0.308284	
1000	0.315000	1.216372	1000	0.315000	0.315000	0.308307	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.308416	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.308446	
1000	0.309000	1.216372	1000	0.309000	0.309000	0.308448	
1000	0.314000	1.216372	1000	0.314000	0.314000	0.308467	
1000	0.321000	1.216372	1000	0.321000	0.321000	0.308511	
1000	0.299000	1.216372	1000	0.299000	0.299000	0.308478	
1000	0.312000	1.216372	1000	0.312000	0.312000	0.308490	
1000	0.316000	1.216372	1000	0.316000	0.316000	0.308516	
1000	0.258000	1.216372	1000	0.258000	0.258000	0.308343	
1000	0.316000	1.216372	1000	0.316000	0.316000	0.308369	
1000	0.332000	1.216372	1000	0.332000	0.332000	0.308449	
1000	0.340000	1.216372	1000	0.340000	0.340000	0.308557	
1000	0.305000	1.216372	1000	0.305000	0.305000	0.308545	
1000	0.314000	1.216372	1000	0.314000	0.314000	0.308563	
1000	0.287000	1.216372	1000	0.287000	0.287000	0.308491	
1000	0.282000	1.216372	1000	0.282000	0.282000	0.308402	
1000	0.332000	1.216372	1000	0.332000	0.332000	0.308481	
1000	0.323000	1.216372	1000	0.323000	0.323000	0.308529	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.308630	
1000	0.310000	1.216372	1000	0.310000	0.310000	0.308635	
1000	0.280000	1.216372	1000	0.280000	0.280000	0.308540	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.308640	
1000	0.335000	1.216372	1000	0.335000	0.335000	0.308727	
1000	0.323000	1.216372	1000	0.323000	0.323000	0.308774	
1000	0.358000	1.216372	1000	0.358000	0.358000	0.308934	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.308960	
1000	0.331000	1.216372	1000	0.331000	0.331000	0.309031	
1000	0.299000	1.216372	1000	0.299000	0.299000	0.308999	
1000	0.344000	1.216372	1000	0.344000	0.344000	0.309112	
1000	0.338000	1.216372	1000	0.338000	0.338000	0.309204	
1000	0.326000	1.216372	1000	0.326000	0.326000	0.309258	
1000	0.280000	1.216372	1000	0.280000	0.280000	0.309165	
1000	0.309000	1.216372	1000	0.309000	0.309000	0.309164	
1000	0.288000	1.216372	1000	0.288000	0.288000	0.309097	
1000	0.350000	1.216372	1000	0.350000	0.350000	0.309226	
1000	0.282000	1.216372	1000	0.282000	0.282000	0.309141	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.309165	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.309230	
1000	0.272000	1.216372	1000	0.272000	0.272000	0.309114	
1000	0.305000	1.216372	1000	0.305000	0.305000	0.309102	
1000	0.361000	1.216372	1000	0.361000	0.361000	0.309262	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.309339	
1000	0.325000	1.216372	1000	0.325000	0.325000	0.309387	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.309410	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.309501	
1000	0.353000	1.216372	1000	0.353000	0.353000	0.309633	
1000	0.343000	1.216372	1000	0.343000	0.343000	0.309735	
1000	0.324000	1.216372	1000	0.324000	0.324000	0.309778	
1000	0.358000	1.216372	1000	0.358000	0.358000	0.309924	
1000	0.340000	1.216372	1000	0.340000	0.340000	0.310014	
1000	0.348000	1.216372	1000	0.348000	0.348000	0.310128	
1000	0.307000	1.216372	1000	0.307000	0.307000	0.310119	
1000	0.357000	1.216372	1000	0.357000	0.357000	0.310259	
1000	0.348000	1.216372	1000	0.348000	0.348000	0.310371	
1000	0.337000	1.216372	1000	0.337000	0.337000	0.310450	
1000	0.336000	1.216372	1000	0.336000	0.336000	0.310526	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.310545	
1000	0.313000	1.216372	1000	0.313000	0.313000	0.310552	
1000	0.327000	1.216372	1000	0.327000	0.327000	0.310600	
1000	0.312000	1.216372	1000	0.312000	0.312000	0.310604	
1000	0.342000	1.216372	1000	0.342000	0.342000	0.310696	
1000	0.318000	1.216372	1000	0.318000	0.318000	0.310717	
1000	0.298000	1.216372	1000	0.298000	0.298000	0.310680	
1000	0.348000	1.216372	1000	0.348000	0.348000	0.310788	
1000	0.308000	1.216372	1000	0.308000	0.308000	0.310780	
1000	0.303000	1.216372	1000	0.303000	0.303000	0.310758	
1000	0.301000	1.216372	1000	0.301000	0.301000	0.310730	
1000	0.316000	1.216372	1000	0.316000	0.316000	0.310745	
1000	0.345000	1.216372	1000	0.345000	0.345000	0.310842	
1000	0.329000	1.216372	1000	0.329000	0.329000	0.310894	
1000	0.332000	1.216372	1000	0.332000	0.332000	0.310954	
1000	0.297000	1.216372	1000	0.297000	0.297000	0.310914	
1000	0.271000	1.216372	1000	0.271000	0.271000	0.310802	
1000	0.282000	1.216372	1000	0.282000	0.282000	0.310721	
1000	0.348000	1.216372	1000	0.348000	0.348000	0.310825	
1000	0.318000	1.216372	1000	0.318000	0.318000	0.310846	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.310871	
1000	0.303000	1.216372	1000	0.303000	0.303000	0.310849	
1000	0.337000	1.216372	1000	0.337000	0.337000	0.310922	
1000	0.303000	1.216372	1000	0.303000	0.303000	0.310900	
1000	0.298000	1.216372	1000	0.298000	0.298000	0.310864	
1000	0.283000	1.216372	1000	0.283000	0.283000	0.310788	
1000	0.305000	1.216372	1000	0.305000	0.305000	0.310772	
1000	0.297000	1.216372	1000	0.297000	0.297000	0.310734	
1000	0.293000	1.216372	1000	0.293000	0.293000	0.310686	
1000	0.289000	1.216372	1000	0.289000	0.289000	0.310627	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.310652	
1000	0.329000	1.216372	1000	0.329000	0.329000	0.310702	
1000	0.333000	1.216372	1000	0.333000	0.333000	0.310762	
1000	0.297000	1.216372	1000	0.297000	0.297000	0.310725	
1000	0.293000	1.216372	1000	0.293000	0.293000	0.310677	
1000	0.279000	1.216372	1000	0.279000	0.279000	0.310593	
1000	0.348000	1.216372	1000	0.348000	0.348000	0.310693	
1000	0.305000	1.216372	1000	0.305000	0.305000	0.310677	
1000	0.326000	1.216372	1000	0.326000	0.326000	0.310718	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.310780	
1000	0.322000	1.216372	1000	0.322000	0.322000	0.310809	
1000	0.312000	1.216372	1000	0.312000	0.312000	0.310812	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.310873	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.310897	
1000	0.356000	1.216372	1000	0.356000	0.356000	0.311015	
1000	0.324000	1.216372	1000	0.324000	0.324000	0.311049	
1000	0.344000	1.216372	1000	0.344000	0.344000	0.311134	
1000	0.353000	1.216372	1000	0.353000	0.353000	0.311243	
1000	0.346000	1.216372	1000	0.346000	0.346000	0.311333	
1000	0.306000	1.216372	1000	0.306000	0.306000	0.311319	
1000	0.304000	1.216372	1000	0.304000	0.304000	0.311300	
1000	0.311000	1.216372	1000	0.311000	0.311000	0.311299	
1000	0.336000	1.216372	1000	0.336000	0.336000	0.311362	
1000	0.288000	1.216372	1000	0.288000	0.288000	0.311303	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.311325	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.311395	
1000	0.336000	1.216372	1000	0.336000	0.336000	0.311457	
1000	0.321000	1.216372	1000	0.321000	0.321000	0.311482	
1000	0.361000	1.216372	1000	0.361000	0.361000	0.311606	
1000	0.321000	1.216372	1000	0.321000	0.321000	0.311630	
1000	0.325000	1.216372	1000	0.325000	0.325000	0.311663	
1000	0.336000	1.216372	1000	0.336000	0.336000	0.311724	
1000	0.345000	1.216372	1000	0.345000	0.345000	0.311807	
1000	0.289000	1.216372	1000	0.289000	0.289000	0.311750	
1000	0.304000	1.216372	1000	0.304000	0.304000	0.311731	
1000	0.299000	1.216372	1000	0.299000	0.299000	0.311700	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.311745	
1000	0.345000	1.216372	1000	0.345000	0.345000	0.311827	
1000	0.341000	1.216372	1000	0.341000	0.341000	0.311898	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.311911	
1000	0.341000	1.216372	1000	0.341000	0.341000	0.311982	
1000	0.326000	1.216372	1000	0.326000	0.326000	0.312016	
1000	0.329000	1.216372	1000	0.329000	0.329000	0.312058	
1000	0.332000	1.216372	1000	0.332000	0.332000	0.312106	
1000	0.361000	1.216372	1000	0.361000	0.361000	0.312224	
1000	0.328000	1.216372	1000	0.328000	0.328000	0.312263	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.312274	
1000	0.342000	1.216372	1000	0.342000	0.342000	0.312345	
1000	0.292000	1.216372	1000	0.292000	0.292000	0.312297	
1000	0.362000	1.216372	1000	0.362000	0.362000	0.312416	
1000	0.302000	1.216372	1000	0.302000	0.302000	0.312391	
1000	0.305000	1.216372	1000	0.305000	0.305000	0.312373	
1000	0.296000	1.216372	1000	0.296000	0.296000	0.312334	
1000	0.284000	1.216372	1000	0.284000	0.284000	0.312267	
1000	0.297000	1.216372	1000	0.297000	0.297000	0.312231	
1000	0.313000	1.216372	1000	0.313000	0.313000	0.312233	
1000	0.342000	1.216372	1000	0.342000	0.342000	0.312303	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.312321	
1000	0.343000	1.216372	1000	0.343000	0.343000	0.312393	
1000	0.328000	1.216372	1000	0.328000	0.328000	0.312429	
1000	0.314000	1.216372	1000	0.314000	0.314000	0.312433	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.312483	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.312500	
1000	0.316000	1.216372	1000	0.316000	0.316000	0.312509	
1000	0.302000	1.216372	1000	0.302000	0.302000	0.312484	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.312545	
1000	0.322000	1.216372	1000	0.322000	0.322000	0.312567	
1000	0.316000	1.216372	1000	0.316000	0.316000	0.312575	
1000	0.308000	1.216372	1000	0.308000	0.308000	0.312565	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.312581	
1000	0.314000	1.216372	1000	0.314000	0.314000	0.312585	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.312633	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.312650	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.312698	
1000	0.370000	1.216372	1000	0.370000	0.370000	0.312828	
1000	0.320000	1.216372	1000	0.320000	0.320000	0.312844	
1000	0.371000	1.216372	1000	0.371000	0.371000	0.312975	
1000	0.329000	1.216372	1000	0.329000	0.329000	0.313011	
1000	0.313000	1.216372	1000	0.313000	0.313000	0.313010	
1000	0.322000	1.216372	1000	0.322000	0.322000	0.313031	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.313068	
1000	0.353000	1.216372	1000	0.353000	0.353000	0.313157	
1000	0.336000	1.216372	1000	0.336000	0.336000	0.313208	
1000	0.319000	1.216372	1000	0.319000	0.319000	0.313221	
1000	0.293000	1.216372	1000	0.293000	0.293000	0.313176	
1000	0.300000	1.216372	1000	0.300000	0.300000	0.313147	
1000	0.344000	1.216372	1000	0.344000	0.344000	0.313215	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.313260	
1000	0.321000	1.216372	1000	0.321000	0.321000	0.313277	
1000	0.309000	1.216372	1000	0.309000	0.309000	0.313268	
1000	0.293000	1.216372	1000	0.293000	0.293000	0.313224	
1000	0.324000	1.216372	1000	0.324000	0.324000	0.313247	
1000	0.327000	1.216372	1000	0.327000	0.327000	0.313277	
1000	0.314000	1.216372	1000	0.314000	0.314000	0.313279	
1000	0.352000	1.216372	1000	0.352000	0.352000	0.313362	
1000	0.360000	1.216372	1000	0.360000	0.360000	0.313463	
1000	0.318000	1.216372	1000	0.318000	0.318000	0.313472	
1000	0.346000	1.216372	1000	0.346000	0.346000	0.313542	
1000	0.323000	1.216372	1000	0.323000	0.323000	0.313562	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.313617	
1000	0.324000	1.216372	1000	0.324000	0.324000	0.313639	
1000	0.304000	1.216372	1000	0.304000	0.304000	0.313618	
1000	0.327000	1.216372	1000	0.327000	0.327000	0.313647	
1000	0.306000	1.216372	1000	0.306000	0.306000	0.313631	
1000	0.321000	1.216372	1000	0.321000	0.321000	0.313646	
1000	0.328000	1.216372	1000	0.328000	0.328000	0.313677	
1000	0.354000	1.216372	1000	0.354000	0.354000	0.313761	
1000	0.301000	1.216372	1000	0.301000	0.301000	0.313735	
1000	0.353000	1.216372	1000	0.353000	0.353000	0.313817	
1000	0.319000	1.216372	1000	0.319000	0.319000	0.313828	
1000	0.323000	1.216372	1000	0.323000	0.323000	0.313847	
1000	0.335000	1.216372	1000	0.335000	0.335000	0.313891	
1000	0.365000	1.216372	1000	0.365000	0.365000	0.313997	
1000	0.307000	1.216372	1000	0.307000	0.307000	0.313983	
1000	0.318000	1.216372	1000	0.318000	0.318000	0.313991	
1000	0.304000	1.216372	1000	0.304000	0.304000	0.313970	
1000	0.310000	1.216372	1000	0.310000	0.310000	0.313962	
1000	0.323000	1.216372	1000	0.323000	0.323000	0.313981	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.314014	
1000	0.371000	1.216372	1000	0.371000	0.371000	0.314131	
1000	0.301000	1.216372	1000	0.301000	0.301000	0.314104	
1000	0.332000	1.216372	1000	0.332000	0.332000	0.314140	
1000	0.280000	1.216372	1000	0.280000	0.280000	0.314071	
1000	0.316000	1.216372	1000	0.316000	0.316000	0.314075	
1000	0.330000	1.216372	1000	0.330000	0.330000	0.314107	
1000	0.295000	1.216372	1000	0.295000	0.295000	0.314068	
1000	0.309000	1.216372	1000	0.309000	0.309000	0.314058	
1000	0.331000	1.216372	1000	0.331000	0.331000	0.314092	
1000	0.327000	1.216372	1000	0.327000	0.327000	0.314118	
1000	0.318000	1.216372	1000	0.318000	0.318000	0.314126	
1000	0.336000	1.216372	1000	0.336000	0.336000	0.314170	
1000	0.354000	1.216372	1000	0.354000	0.354000	0.314249	
1000	0.336000	1.216372	1000	0.336000	0.336000	0.314293	
1000	0.331000	1.216372	1000	0.331000	0.331000	0.314326	
1000	0.321000	1.216372	1000	0.321000	0.321000	0.314339	
1000	0.323000	1.216372	1000	0.323000	0.323000	0.314357	
1000	0.301000	1.216372	1000	0.301000	0.301000	0.314330	
1000	0.334000	1.216372	1000	0.334000	0.334000	0.314369	
1000	0.327000	1.216372	1000	0.327000	0.327000	0.314394	
1000	0.310000	1.216372	1000	0.310000	0.310000	0.314385	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.314390	
1000	0.317000	1.216372	1000	0.317000	0.317000	0.314395	
1000	0.322000	1.216372	1000	0.322000	0.322000	0.314410	
1000	0.338000	1.216372	1000	0.338000	0.338000	0.314456	
1000	0.294000	1.216372	1000	0.294000	0.294000	0.314417	
1000	0.328000	1.216372	1000	0.328000	0.328000	0.314443	
1000	0.335000	1.216372	1000	0.335000	0.335000	0.314483	
1000	0.375000	1.216372	1000	0.375000	0.375000	0.314600	
1000	0.312000	1.216372	1000	0.312000	0.312000	0.314595	
1000	0.325000	1.216372	1000	0.325000	0.325000	0.314615	
1000	0.356000	1.216372	1000	0.356000	0.356000	0.314695	
1000	0.361000	1.216372	1000	0.361000	0.361000	0.314784	
1000	0.304000	1.216372	1000	0.304000	0.304000	0.314763	
1000	0.307000	1.216372	1000	0.307000	0.307000	0.314748	
1000	0.332000	1.216372	1000	0.332000	0.332000	0.314781	
1000	0.339000	1.216372	1000	0.339000	0.339000	0.314828	
1000	0.361000	1.216372	1000	0.361000	0.361000	0.314916	
1000	0.346000	1.216372	1000	0.346000	0.346000	0.314975	
1000	0.304000	1.216372	1000	0.304000	0.304000	0.314954	
1000	0.353000	1.216372	1000	0.353000	0.353000	0.315026	
1000	0.310000	1.216372	1000	0.310000	0.310000	0.315016	
1000	0.313000	1.216372	1000	0.313000	0.313000	0.315013	
