Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.363000	0.934272	1000	0.363000	0.363000	0.319792	
1000	0.262000	0.934272	1000	0.262000	0.262000	0.319628	
1000	0.345000	0.934272	1000	0.345000	0.345000	0.319700	
1000	0.349000	0.934272	1000	0.349000	0.349000	0.319782	
1000	0.347000	0.934272	1000	0.347000	0.347000	0.319859	
1000	0.268000	0.934272	1000	0.268000	0.268000	0.319713	
1000	0.380000	0.934272	1000	0.380000	0.380000	0.319882	
1000	0.327000	0.934272	1000	0.327000	0.327000	0.319902	
1000	0.362000	0.934272	1000	0.362000	0.362000	0.320019	
1000	0.316000	0.934272	1000	0.316000	0.316000	0.320007	
1000	0.301000	0.934272	1000	0.301000	0.301000	0.319955	
1000	0.352000	0.934272	1000	0.352000	0.352000	0.320043	
1000	0.311000	0.934272	1000	0.311000	0.311000	0.320018	
1000	0.340000	0.934272	1000	0.340000	0.340000	0.320073	
1000	0.352000	0.934272	1000	0.352000	0.352000	0.320160	
1000	0.337000	0.934272	1000	0.337000	0.337000	0.320206	
1000	0.283000	0.934272	1000	0.283000	0.283000	0.320105	
1000	0.349000	0.934272	1000	0.349000	0.349000	0.320183	
1000	0.352000	0.934272	1000	0.352000	0.352000	0.320269	
1000	0.371000	0.934272	1000	0.371000	0.371000	0.320406	
1000	0.334000	0.934272	1000	0.334000	0.334000	0.320443	
1000	0.336000	0.934272	1000	0.336000	0.336000	0.320484	
1000	0.334000	0.934272	1000	0.334000	0.334000	0.320521	
1000	0.327000	0.934272	1000	0.327000	0.327000	0.320538	
1000	0.326000	0.934272	1000	0.326000	0.326000	0.320552	
1000	0.307000	0.934272	1000	0.307000	0.307000	0.320516	
1000	0.304000	0.934272	1000	0.304000	0.304000	0.320473	
1000	0.353000	0.934272	1000	0.353000	0.353000	0.320559	
1000	0.324000	0.934272	1000	0.324000	0.324000	0.320568	
1000	0.319000	0.934272	1000	0.319000	0.319000	0.320563	
1000	0.306000	0.934272	1000	0.306000	0.306000	0.320525	
1000	0.302000	0.934272	1000	0.302000	0.302000	0.320477	
1000	0.328000	0.934272	1000	0.328000	0.328000	0.320497	
1000	0.349000	0.934272	1000	0.349000	0.349000	0.320571	
1000	0.362000	0.934272	1000	0.362000	0.362000	0.320678	
1000	0.359000	0.934272	1000	0.359000	0.359000	0.320777	
1000	0.328000	0.934272	1000	0.328000	0.328000	0.320796	
1000	0.347000	0.934272	1000	0.347000	0.347000	0.320863	
1000	0.351000	0.934272	1000	0.351000	0.351000	0.320940	
1000	0.317000	0.934272	1000	0.317000	0.317000	0.320930	
1000	0.311000	0.934272	1000	0.311000	0.311000	0.320905	
1000	0.276000	0.934272	1000	0.276000	0.276000	0.320791	
1000	0.332000	0.934272	1000	0.332000	0.332000	0.320819	
1000	0.345000	0.934272	1000	0.345000	0.345000	0.320880	
1000	0.314000	0.934272	1000	0.314000	0.314000	0.320863	
1000	0.357000	0.934272	1000	0.357000	0.357000	0.320954	
1000	0.313000	0.934272	1000	0.313000	0.313000	0.320934	
1000	0.359000	0.934272	1000	0.359000	0.359000	0.321029	
1000	0.343000	0.934272	1000	0.343000	0.343000	0.321084	
1000	0.315000	0.934272	1000	0.315000	0.315000	0.321069	
1000	0.351000	0.934272	1000	0.351000	0.351000	0.321143	
1000	0.306000	0.934272	1000	0.306000	0.306000	0.321106	
1000	0.339000	0.934272	1000	0.339000	0.339000	0.321150	
1000	0.322000	0.934272	1000	0.322000	0.322000	0.321152	
1000	0.307000	0.934272	1000	0.307000	0.307000	0.321117	
1000	0.347000	0.934272	1000	0.347000	0.347000	0.321181	
1000	0.354000	0.934272	1000	0.354000	0.354000	0.321261	
1000	0.304000	0.934272	1000	0.304000	0.304000	0.321219	
1000	0.320000	0.934272	1000	0.320000	0.320000	0.321216	
1000	0.355000	0.934272	1000	0.355000	0.355000	0.321298	
1000	0.351000	0.934272	1000	0.351000	0.351000	0.321371	
1000	0.302000	0.934272	1000	0.302000	0.302000	0.321324	
1000	0.350000	0.934272	1000	0.350000	0.350000	0.321393	
1000	0.280000	0.934272	1000	0.280000	0.280000	0.321293	
1000	0.314000	0.934272	1000	0.314000	0.314000	0.321276	
1000	0.335000	0.934272	1000	0.335000	0.335000	0.321309	
1000	0.348000	0.934272	1000	0.348000	0.348000	0.321372	
1000	0.310000	0.934272	1000	0.310000	0.310000	0.321345	
1000	0.329000	0.934272	1000	0.329000	0.329000	0.321364	
1000	0.321000	0.934272	1000	0.321000	0.321000	0.321363	
1000	0.352000	0.934272	1000	0.352000	0.352000	0.321435	
1000	0.360000	0.934272	1000	0.360000	0.360000	0.321526	
1000	0.354000	0.934272	1000	0.354000	0.354000	0.321603	
1000	0.295000	0.934272	1000	0.295000	0.295000	0.321540	
1000	0.327000	0.934272	1000	0.327000	0.327000	0.321553	
1000	0.311000	0.934272	1000	0.311000	0.311000	0.321529	
1000	0.333000	0.934272	1000	0.333000	0.333000	0.321555	
1000	0.345000	0.934272	1000	0.345000	0.345000	0.321610	
1000	0.310000	0.934272	1000	0.310000	0.310000	0.321583	
1000	0.305000	0.934272	1000	0.305000	0.305000	0.321544	
1000	0.342000	0.934272	1000	0.342000	0.342000	0.321592	
1000	0.304000	0.934272	1000	0.304000	0.304000	0.321551	
1000	0.339000	0.934272	1000	0.339000	0.339000	0.321591	
1000	0.334000	0.934272	1000	0.334000	0.334000	0.321620	
1000	0.296000	0.934272	1000	0.296000	0.296000	0.321561	
1000	0.330000	0.934272	1000	0.330000	0.330000	0.321580	
1000	0.294000	0.934272	1000	0.294000	0.294000	0.321518	
1000	0.305000	0.934272	1000	0.305000	0.305000	0.321480	
1000	0.316000	0.934272	1000	0.316000	0.316000	0.321467	
1000	0.331000	0.934272	1000	0.331000	0.331000	0.321489	
1000	0.310000	0.934272	1000	0.310000	0.310000	0.321463	
1000	0.328000	0.934272	1000	0.328000	0.328000	0.321478	
1000	0.311000	0.934272	1000	0.311000	0.311000	0.321454	
1000	0.305000	0.934272	1000	0.305000	0.305000	0.321417	
1000	0.313000	0.934272	1000	0.313000	0.313000	0.321398	
1000	0.333000	0.934272	1000	0.333000	0.333000	0.321424	
1000	0.297000	0.934272	1000	0.297000	0.297000	0.321370	
1000	0.366000	0.934272	1000	0.366000	0.366000	0.321469	
1000	0.351000	0.934272	1000	0.351000	0.351000	0.321535	
1000	0.347000	0.934272	1000	0.347000	0.347000	0.321591	
1000	0.323000	0.934272	1000	0.323000	0.323000	0.321594	
1000	0.330000	0.934272	1000	0.330000	0.330000	0.321613	
1000	0.301000	0.934272	1000	0.301000	0.301000	0.321568	
1000	0.368000	0.934272	1000	0.368000	0.368000	0.321670	
1000	0.316000	0.934272	1000	0.316000	0.316000	0.321657	
1000	0.348000	0.934272	1000	0.348000	0.348000	0.321715	
1000	0.297000	0.934272	1000	0.297000	0.297000	0.321661	
1000	0.349000	0.934272	1000	0.349000	0.349000	0.321720	
1000	0.319000	0.934272	1000	0.319000	0.319000	0.321715	
1000	0.335000	0.934272	1000	0.335000	0.335000	0.321743	
1000	0.328000	0.934272	1000	0.328000	0.328000	0.321757	
1000	0.323000	0.934272	1000	0.323000	0.323000	0.321760	
1000	0.322000	0.934272	1000	0.322000	0.322000	0.321760	
1000	0.304000	0.934272	1000	0.304000	0.304000	0.321722	
1000	0.340000	0.934272	1000	0.340000	0.340000	0.321761	
1000	0.331000	0.934272	1000	0.331000	0.331000	0.321781	
1000	0.295000	0.934272	1000	0.295000	0.295000	0.321724	
1000	0.377000	0.934272	1000	0.377000	0.377000	0.321842	
1000	0.380000	0.934272	1000	0.380000	0.380000	0.321965	
1000	0.283000	0.934272	1000	0.283000	0.283000	0.321883	
1000	0.354000	0.934272	1000	0.354000	0.354000	0.321951	
1000	0.331000	0.934272	1000	0.331000	0.331000	0.321970	
1000	0.354000	0.934272	1000	0.354000	0.354000	0.322037	
1000	0.317000	0.934272	1000	0.317000	0.317000	0.322027	
1000	0.308000	0.934272	1000	0.308000	0.308000	0.321997	
1000	0.325000	0.934272	1000	0.325000	0.325000	0.322004	
1000	0.354000	0.934272	1000	0.354000	0.354000	0.322070	
1000	0.318000	0.934272	1000	0.318000	0.318000	0.322062	
1000	0.339000	0.934272	1000	0.339000	0.339000	0.322097	
1000	0.328000	0.934272	1000	0.328000	0.328000	0.322110	
1000	0.321000	0.934272	1000	0.321000	0.321000	0.322107	
1000	0.310000	0.934272	1000	0.310000	0.310000	0.322082	
1000	0.303000	0.934272	1000	0.303000	0.303000	0.322043	
1000	0.301000	0.934272	1000	0.301000	0.301000	0.321999	
1000	0.299000	0.934272	1000	0.299000	0.299000	0.321952	
1000	0.273000	0.934272	1000	0.273000	0.273000	0.321851	
1000	0.357000	0.934272	1000	0.357000	0.357000	0.321924	
1000	0.301000	0.934272	1000	0.301000	0.301000	0.321881	
1000	0.361000	0.934272	1000	0.361000	0.361000	0.321961	
1000	0.330000	0.934272	1000	0.330000	0.330000	0.321977	
1000	0.319000	0.934272	1000	0.319000	0.319000	0.321971	
1000	0.337000	0.934272	1000	0.337000	0.337000	0.322001	
1000	0.314000	0.934272	1000	0.314000	0.314000	0.321985	
1000	0.293000	0.934272	1000	0.293000	0.293000	0.321927	
1000	0.305000	0.934272	1000	0.305000	0.305000	0.321892	
1000	0.324000	0.934272	1000	0.324000	0.324000	0.321897	
1000	0.346000	0.934272	1000	0.346000	0.346000	0.321945	
1000	0.289000	0.934272	1000	0.289000	0.289000	0.321879	
1000	0.329000	0.934272	1000	0.329000	0.329000	0.321893	
1000	0.328000	0.934272	1000	0.328000	0.328000	0.321906	
1000	0.341000	0.934272	1000	0.341000	0.341000	0.321944	
1000	0.339000	0.934272	1000	0.339000	0.339000	0.321977	
1000	0.383000	0.934272	1000	0.383000	0.383000	0.322099	
1000	0.365000	0.934272	1000	0.365000	0.365000	0.322184	
1000	0.318000	0.934272	1000	0.318000	0.318000	0.322175	
1000	0.334000	0.934272	1000	0.334000	0.334000	0.322199	
1000	0.291000	0.934272	1000	0.291000	0.291000	0.322137	
1000	0.342000	0.934272	1000	0.342000	0.342000	0.322176	
1000	0.334000	0.934272	1000	0.334000	0.334000	0.322199	
1000	0.323000	0.934272	1000	0.323000	0.323000	0.322201	
1000	0.331000	0.934272	1000	0.331000	0.331000	0.322218	
1000	0.364000	0.934272	1000	0.364000	0.364000	0.322300	
1000	0.314000	0.934272	1000	0.314000	0.314000	0.322283	
1000	0.336000	0.934272	1000	0.336000	0.336000	0.322310	
1000	0.330000	0.934272	1000	0.330000	0.330000	0.322325	
1000	0.312000	0.934272	1000	0.312000	0.312000	0.322305	
1000	0.336000	0.934272	1000	0.336000	0.336000	0.322331	
1000	0.361000	0.934272	1000	0.361000	0.361000	0.322406	
1000	0.316000	0.934272	1000	0.316000	0.316000	0.322394	
1000	0.302000	0.934272	1000	0.302000	0.302000	0.322354	
1000	0.287000	0.934272	1000	0.287000	0.287000	0.322287	
1000	0.326000	0.934272	1000	0.326000	0.326000	0.322294	
1000	0.321000	0.934272	1000	0.321000	0.321000	0.322291	
1000	0.318000	0.934272	1000	0.318000	0.318000	0.322283	
