Options:
Model:                           Discrete: Independent
Tree File Name:                  ./OTVT/Pair_bonding/phyl_tree/trees_translated/OT_9.nex
Data File Name:                  /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt
Log File Name:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2974659746
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         100000
MCMC ML Start:                   False
Schedule File:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - uniform 0.00 100.00 
        beta1 - uniform 0.00 100.00 
        alpha2 - uniform 0.00 100.00 
        beta2 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       166
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
5940000	-103.517866	1	1.555011	61.151876	0.141032	0.155036	0.189042	0.310958	0.189042	0.310958	
5941000	-106.778975	1	0.194571	27.350227	0.177842	0.285257	0.191574	0.308426	0.191574	0.308426	
5942000	-101.996300	1	0.333269	68.486915	0.111374	0.148073	0.141996	0.358004	0.141996	0.358004	
5943000	-103.844002	1	1.180962	49.518518	0.099957	0.165030	0.105902	0.394098	0.105902	0.394098	
5944000	-103.954881	1	1.303115	57.365386	0.118211	0.186500	0.131047	0.368953	0.131047	0.368953	
5945000	-106.105256	1	1.109742	78.834397	0.171449	0.080517	0.402514	0.097486	0.402514	0.097486	
5946000	-103.944735	1	0.053563	47.638457	0.212179	0.138958	0.284135	0.215865	0.284135	0.215865	
5947000	-102.503751	1	0.426777	73.291026	0.194094	0.192028	0.220327	0.279673	0.220327	0.279673	
5948000	-102.240762	1	0.239493	45.369342	0.120455	0.175982	0.139469	0.360531	0.139469	0.360531	
5949000	-107.400340	1	0.508837	31.706233	0.384382	0.249013	0.254550	0.245450	0.254550	0.245450	
5950000	-103.352347	1	1.709424	80.334597	0.184230	0.162544	0.233065	0.266935	0.233065	0.266935	
5951000	-106.790234	1	0.981073	40.051819	0.322134	0.196254	0.264894	0.235106	0.264894	0.235106	
5952000	-104.233536	1	3.013045	99.134039	0.154108	0.146556	0.217553	0.282447	0.217553	0.282447	
5953000	-103.917557	1	2.189717	80.882249	0.109639	0.140999	0.145724	0.354276	0.145724	0.354276	
5954000	-106.701923	1	4.020477	95.250446	0.205095	0.140494	0.276941	0.223059	0.276941	0.223059	
5955000	-104.661406	1	2.181246	67.723971	0.119530	0.130561	0.181944	0.318056	0.181944	0.318056	
5956000	-103.898376	1	0.619017	49.425183	0.255797	0.208837	0.245752	0.254248	0.245752	0.254248	
5957000	-103.498960	1	0.750207	30.507058	0.129115	0.140995	0.185457	0.314543	0.185457	0.314543	
5958000	-105.452895	1	0.673570	59.599721	0.231640	0.104962	0.368086	0.131914	0.368086	0.131914	
5959000	-104.922191	1	1.727103	95.974174	0.258438	0.234191	0.239294	0.260706	0.239294	0.260706	
5960000	-105.314642	1	1.962809	61.876060	0.104887	0.113837	0.178891	0.321109	0.178891	0.321109	
5961000	-103.401435	1	0.204094	34.317727	0.088778	0.187533	0.077116	0.422884	0.077116	0.422884	
5962000	-102.038811	1	0.198947	45.893271	0.110554	0.145793	0.142515	0.357485	0.142515	0.357485	
5963000	-103.451214	1	0.935673	73.920276	0.068840	0.151618	0.047258	0.452742	0.047258	0.452742	
5964000	-104.184669	1	1.516389	83.063169	0.176201	0.220820	0.195066	0.304934	0.195066	0.304934	
5965000	-102.073712	1	0.621169	98.466687	0.111902	0.162486	0.131454	0.368546	0.131454	0.368546	
5966000	-101.965980	1	0.161167	30.645150	0.163531	0.152342	0.222374	0.277626	0.222374	0.277626	
5967000	-103.188661	1	0.716035	64.779242	0.141309	0.110873	0.265669	0.234331	0.265669	0.234331	
5968000	-103.420697	1	0.493599	62.950457	0.235913	0.150047	0.281285	0.218715	0.281285	0.218715	
5969000	-106.725370	1	0.733713	60.542750	0.359826	0.199360	0.265876	0.234124	0.265876	0.234124	
5970000	-106.209111	1	1.081468	79.343992	0.200999	0.276063	0.207910	0.292090	0.207910	0.292090	
5971000	-102.911689	1	1.146318	92.243083	0.211553	0.183344	0.237440	0.262560	0.237440	0.262560	
5972000	-102.334050	1	0.058706	19.377102	0.105349	0.135967	0.141905	0.358095	0.141905	0.358095	
5973000	-104.152505	1	0.586812	74.179358	0.251291	0.238546	0.235971	0.264029	0.235971	0.264029	
5974000	-102.716329	1	1.707033	96.252439	0.118912	0.148672	0.156852	0.343148	0.156852	0.343148	
5975000	-102.933103	1	0.842555	81.858104	0.207895	0.146217	0.270588	0.229412	0.270588	0.229412	
5976000	-102.503181	1	0.106401	34.840683	0.194444	0.160147	0.244111	0.255889	0.244111	0.255889	
5977000	-101.946774	1	0.272008	59.855367	0.121798	0.143206	0.168690	0.331310	0.168690	0.331310	
5978000	-103.785332	1	1.315801	82.121068	0.209316	0.134430	0.289745	0.210255	0.289745	0.210255	
5979000	-102.823614	1	1.292425	91.756556	0.178921	0.190090	0.208526	0.291474	0.208526	0.291474	
5980000	-102.044009	1	0.321379	63.277510	0.170132	0.170992	0.211988	0.288012	0.211988	0.288012	
5981000	-107.258556	1	2.749250	69.801370	0.122690	0.215658	0.131263	0.368737	0.131263	0.368737	
5982000	-108.063318	1	0.254505	39.385814	0.345508	0.343854	0.246146	0.253854	0.246146	0.253854	
5983000	-102.194104	1	0.333878	96.527331	0.161916	0.177054	0.198618	0.301382	0.198618	0.301382	
5984000	-102.465817	1	1.087824	86.677392	0.159185	0.181923	0.192447	0.307553	0.192447	0.307553	
5985000	-103.206705	1	0.328596	92.528560	0.157771	0.212296	0.178572	0.321428	0.178572	0.321428	
5986000	-103.446851	1	1.627917	92.459629	0.081821	0.153510	0.072851	0.427149	0.072851	0.427149	
5987000	-102.612593	1	0.995284	85.764699	0.168253	0.191398	0.197440	0.302560	0.197440	0.302560	
5988000	-102.649621	1	0.366826	72.032267	0.138913	0.117160	0.246096	0.253904	0.246096	0.253904	
5989000	-104.926034	1	2.023791	87.742550	0.223846	0.224788	0.227171	0.272829	0.227171	0.272829	
5990000	-102.590053	1	0.243042	52.324051	0.203690	0.189309	0.228749	0.271251	0.228749	0.271251	
5991000	-107.026274	1	0.200585	64.044596	0.360414	0.183231	0.273290	0.226710	0.273290	0.226710	
5992000	-102.888275	1	1.136976	70.011336	0.175398	0.183595	0.208769	0.291231	0.208769	0.291231	
5993000	-103.009748	1	0.807970	46.280277	0.114981	0.172358	0.131507	0.368493	0.131507	0.368493	
5994000	-103.694464	1	0.609520	65.458485	0.148883	0.221586	0.166241	0.333759	0.166241	0.333759	
5995000	-102.475818	1	0.584012	66.658243	0.200014	0.160047	0.248508	0.251492	0.248508	0.251492	
5996000	-106.277793	1	0.982340	34.062017	0.161542	0.236433	0.178241	0.321759	0.178241	0.321759	
5997000	-102.830043	1	1.297859	78.017864	0.176669	0.150685	0.238692	0.261308	0.238692	0.261308	
5998000	-102.180278	1	0.296122	25.251641	0.120304	0.157873	0.151033	0.348967	0.151033	0.348967	
5999000	-101.975172	1	0.587778	78.196096	0.126099	0.165203	0.155844	0.344156	0.155844	0.344156	
6000000	-110.388491	1	0.625597	42.191787	0.469529	0.230630	0.257403	0.242597	0.257403	0.242597	
6001000	-102.110048	1	0.425312	43.956861	0.110274	0.151167	0.136809	0.363191	0.136809	0.363191	
6002000	-103.533871	1	0.419610	44.681127	0.254801	0.184390	0.257424	0.242576	0.257424	0.242576	
6003000	-102.116543	1	0.291569	26.074688	0.136214	0.141924	0.196707	0.303293	0.196707	0.303293	
6004000	-102.716875	1	1.084001	82.995020	0.175451	0.190019	0.205301	0.294699	0.205301	0.294699	
6005000	-103.959160	1	1.409601	58.412203	0.203401	0.168875	0.242686	0.257314	0.242686	0.257314	
6006000	-102.129677	1	0.246129	88.056136	0.120735	0.147089	0.162125	0.337875	0.162125	0.337875	
6007000	-102.254048	1	0.783509	61.142885	0.157619	0.152082	0.215432	0.284568	0.215432	0.284568	
6008000	-103.636505	1	0.925875	59.323352	0.221632	0.205773	0.232040	0.267960	0.232040	0.267960	
6009000	-104.661231	1	1.004840	50.639650	0.164223	0.225894	0.182522	0.317478	0.182522	0.317478	
6010000	-103.278126	1	0.190906	45.517024	0.244863	0.179765	0.256765	0.243235	0.256765	0.243235	
6011000	-102.466921	1	0.261782	36.071964	0.203931	0.163195	0.248217	0.251783	0.248217	0.251783	
6012000	-102.771894	1	0.969542	58.477318	0.105226	0.141964	0.134661	0.365339	0.134661	0.365339	
6013000	-103.395681	1	0.178666	42.982594	0.065499	0.155299	0.040560	0.459440	0.040560	0.459440	
6014000	-102.914325	1	1.874228	99.092137	0.117301	0.159972	0.143691	0.356309	0.143691	0.356309	
6015000	-102.016967	1	0.515146	79.314374	0.123002	0.167360	0.148944	0.351056	0.148944	0.351056	
6016000	-103.198367	1	0.713269	53.168368	0.183811	0.206502	0.205844	0.294156	0.205844	0.294156	
6017000	-104.070686	1	1.562927	89.368942	0.248149	0.185487	0.254322	0.245678	0.254322	0.245678	
6018000	-103.271690	1	0.163171	39.160921	0.173967	0.114779	0.299902	0.200098	0.299902	0.200098	
6019000	-104.371779	1	1.487235	52.923725	0.167922	0.191037	0.197269	0.302731	0.197269	0.302731	
6020000	-102.519236	1	0.397405	38.663893	0.126499	0.183529	0.146071	0.353929	0.146071	0.353929	
6021000	-102.460248	1	0.504116	59.314927	0.197601	0.155910	0.251107	0.248893	0.251107	0.248893	
6022000	-103.588580	1	2.057550	96.811737	0.196673	0.181960	0.228051	0.271949	0.228051	0.271949	
6023000	-102.915322	1	0.235561	13.695348	0.146240	0.131601	0.228770	0.271230	0.228770	0.271230	
6024000	-102.934949	1	0.112741	48.640157	0.124986	0.117123	0.219750	0.280250	0.219750	0.280250	
6025000	-102.167243	1	0.154898	16.843112	0.178043	0.166815	0.223399	0.276601	0.223399	0.276601	
6026000	-105.541420	1	0.731116	63.517137	0.104371	0.083512	0.275836	0.224164	0.275836	0.224164	
6027000	-102.298304	1	0.528020	67.158886	0.176322	0.185701	0.208445	0.291555	0.208445	0.291555	
6028000	-105.953846	1	1.757366	62.734296	0.208735	0.115654	0.328083	0.171917	0.328083	0.171917	
6029000	-102.053132	1	0.159000	54.491002	0.145349	0.152934	0.197721	0.302279	0.197721	0.302279	
6030000	-104.389677	1	1.813191	60.383846	0.183075	0.164172	0.230487	0.269513	0.230487	0.269513	
6031000	-102.113724	1	0.395445	62.216060	0.181765	0.165590	0.227996	0.272004	0.227996	0.272004	
6032000	-102.613969	1	0.750901	63.918180	0.188565	0.185766	0.219315	0.280685	0.219315	0.280685	
6033000	-104.188644	1	1.681736	99.104850	0.125819	0.210448	0.136891	0.363109	0.136891	0.363109	
6034000	-102.305171	1	0.445633	35.039714	0.126983	0.137243	0.186695	0.313305	0.186695	0.313305	
6035000	-104.125976	1	1.540851	81.433354	0.136798	0.106944	0.268535	0.231465	0.268535	0.231465	
6036000	-102.083948	1	0.263443	57.626787	0.175849	0.161945	0.225670	0.274330	0.225670	0.274330	
6037000	-102.428219	1	0.345708	32.565733	0.180155	0.183303	0.213431	0.286569	0.213431	0.286569	
6038000	-102.069764	1	0.212562	31.388427	0.171098	0.149550	0.234269	0.265731	0.234269	0.265731	
6039000	-102.513819	1	0.085637	5.912861	0.171634	0.168030	0.215938	0.284062	0.215938	0.284062	
6040000	-102.178131	1	0.320539	65.405886	0.110034	0.131992	0.158414	0.341586	0.158414	0.341586	
6041000	-104.062214	1	0.429154	21.049424	0.178780	0.211471	0.199851	0.300149	0.199851	0.300149	
6042000	-104.153276	1	1.489667	85.194919	0.248231	0.170415	0.265206	0.234794	0.265206	0.234794	
6043000	-104.975663	1	1.391943	94.247941	0.190116	0.248338	0.202080	0.297920	0.202080	0.297920	
6044000	-103.985320	1	0.645517	76.703324	0.190949	0.237183	0.204100	0.295900	0.204100	0.295900	
6045000	-105.686944	1	1.935324	67.365523	0.238387	0.222959	0.234497	0.265503	0.234497	0.265503	
6046000	-102.084207	1	0.998017	93.018406	0.130579	0.141707	0.187174	0.312826	0.187174	0.312826	
6047000	-104.811639	1	0.598102	18.073036	0.107915	0.132761	0.152301	0.347699	0.152301	0.347699	
6048000	-103.610198	1	0.404062	69.907280	0.099990	0.200047	0.095590	0.404410	0.095590	0.404410	
6049000	-105.067280	1	2.398813	83.557004	0.085115	0.172922	0.073135	0.426865	0.073135	0.426865	
6050000	-103.459462	1	1.167841	88.503626	0.070670	0.154558	0.049946	0.450054	0.049946	0.450054	
6051000	-105.420426	1	2.656447	94.610423	0.188087	0.224145	0.204340	0.295660	0.204340	0.295660	
6052000	-105.812333	1	0.962290	54.655109	0.052578	0.181361	0.021660	0.478340	0.021660	0.478340	
6053000	-102.189135	1	0.736683	86.212794	0.179513	0.154195	0.237371	0.262629	0.237371	0.262629	
6054000	-103.000606	1	0.349833	53.026106	0.160542	0.210708	0.182056	0.317944	0.182056	0.317944	
6055000	-102.465928	1	0.771338	74.468775	0.137723	0.185520	0.162434	0.337566	0.162434	0.337566	
6056000	-104.402875	1	2.797638	95.538702	0.101303	0.160960	0.110873	0.389127	0.110873	0.389127	
6057000	-102.274338	1	0.766372	71.470856	0.115812	0.166583	0.136341	0.363659	0.136341	0.363659	
6058000	-103.869405	1	0.414381	62.443443	0.268974	0.174891	0.268338	0.231662	0.268338	0.231662	
6059000	-108.405554	1	4.015081	67.016073	0.183085	0.158765	0.235785	0.264215	0.235785	0.264215	
6060000	-103.269328	1	0.645713	81.104617	0.102681	0.107240	0.188873	0.311127	0.188873	0.311127	
6061000	-102.277035	1	0.422807	89.638966	0.170395	0.186013	0.202409	0.297591	0.202409	0.297591	
6062000	-104.525613	1	1.155318	40.277365	0.087042	0.146602	0.088169	0.411831	0.088169	0.411831	
6063000	-103.051871	1	0.383856	37.719885	0.226851	0.191499	0.241372	0.258628	0.241372	0.258628	
6064000	-102.040938	1	0.435066	69.843658	0.172737	0.154151	0.230579	0.269421	0.230579	0.269421	
6065000	-103.448410	1	0.358843	78.209717	0.183732	0.224034	0.200855	0.299145	0.200855	0.299145	
6066000	-102.281126	1	0.885852	87.616270	0.103964	0.137427	0.136821	0.363179	0.136821	0.363179	
6067000	-103.317390	1	0.110400	58.408708	0.086897	0.121037	0.113260	0.386740	0.113260	0.386740	
6068000	-102.265099	1	0.455333	61.329640	0.094706	0.146231	0.106288	0.393712	0.106288	0.393712	
6069000	-102.963175	1	0.506185	26.689507	0.172879	0.161112	0.223446	0.276554	0.223446	0.276554	
6070000	-102.488789	1	0.075029	38.426560	0.144961	0.175545	0.178170	0.321830	0.178170	0.321830	
6071000	-104.530694	1	1.933339	95.873714	0.077890	0.178453	0.058611	0.441389	0.058611	0.441389	
6072000	-103.573274	1	0.412448	43.310799	0.246640	0.160506	0.273801	0.226199	0.273801	0.226199	
6073000	-101.868284	1	0.546789	77.124088	0.128293	0.146427	0.177153	0.322847	0.177153	0.322847	
6074000	-104.422095	1	0.622957	87.775002	0.286495	0.173491	0.273436	0.226564	0.273436	0.226564	
6075000	-102.817918	1	1.313658	86.190638	0.156058	0.186847	0.186072	0.313928	0.186072	0.313928	
6076000	-104.822646	1	0.621342	95.276552	0.127276	0.086560	0.317756	0.182244	0.317756	0.182244	
6077000	-103.993210	1	0.162587	99.105562	0.219379	0.222145	0.225488	0.274512	0.225488	0.274512	
6078000	-102.162673	1	1.008615	87.284438	0.118089	0.154119	0.150011	0.349989	0.150011	0.349989	
6079000	-102.504460	1	0.368235	94.070536	0.114786	0.121764	0.187188	0.312812	0.187188	0.312812	
6080000	-102.636961	1	0.125231	18.175829	0.166250	0.200974	0.191293	0.308707	0.191293	0.308707	
6081000	-105.644802	1	0.893976	55.522031	0.121068	0.235455	0.127137	0.372863	0.127137	0.372863	
6082000	-102.623611	1	0.338928	35.482968	0.198828	0.189866	0.225004	0.274996	0.225004	0.274996	
6083000	-105.636866	1	2.413857	82.847124	0.172600	0.109321	0.312383	0.187617	0.312383	0.187617	
6084000	-102.555489	1	1.236240	84.717429	0.140129	0.175783	0.171150	0.328850	0.171150	0.328850	
6085000	-103.621931	1	0.086061	99.737180	0.166630	0.127383	0.263987	0.236013	0.263987	0.236013	
6086000	-103.186093	1	1.064295	80.684106	0.217869	0.156591	0.264085	0.235915	0.264085	0.235915	
6087000	-103.332670	1	0.627351	81.253136	0.248256	0.177326	0.259819	0.240181	0.259819	0.240181	
6088000	-103.015458	1	0.251696	34.233576	0.221694	0.150885	0.273023	0.226977	0.273023	0.226977	
6089000	-103.364429	1	0.374452	24.006086	0.222068	0.170094	0.253365	0.246635	0.253365	0.246635	
6090000	-103.836560	1	1.634316	94.314873	0.215872	0.209786	0.227325	0.272675	0.227325	0.272675	
6091000	-103.116474	1	0.410943	35.847399	0.139350	0.202582	0.158350	0.341650	0.158350	0.341650	
6092000	-103.403048	1	1.447195	67.832270	0.097758	0.142792	0.116397	0.383603	0.116397	0.383603	
6093000	-104.863516	1	1.400397	74.773440	0.062994	0.172233	0.034827	0.465173	0.034827	0.465173	
6094000	-102.750124	1	0.047740	23.743162	0.123960	0.124003	0.203053	0.296947	0.203053	0.296947	
6095000	-102.168709	1	0.264217	32.170728	0.173123	0.147196	0.239432	0.260568	0.239432	0.260568	
6096000	-104.593087	1	0.085008	38.484152	0.110697	0.217443	0.111930	0.388070	0.111930	0.388070	
6097000	-102.013678	1	0.386778	47.754729	0.112870	0.154233	0.139536	0.360464	0.139536	0.360464	
6098000	-104.540670	1	0.024926	41.971662	0.237783	0.194562	0.244980	0.255020	0.244980	0.255020	
6099000	-103.240221	1	1.012669	77.225773	0.073460	0.142181	0.059806	0.440194	0.059806	0.440194	
6100000	-102.337673	1	0.420514	29.033151	0.130260	0.155642	0.170934	0.329066	0.170934	0.329066	
6101000	-103.024666	1	0.466628	95.735008	0.234056	0.173328	0.256838	0.243162	0.256838	0.243162	
6102000	-104.270518	1	2.160251	94.678441	0.196320	0.208201	0.215120	0.284880	0.215120	0.284880	
6103000	-102.284741	1	0.105945	35.504058	0.104233	0.143389	0.130910	0.369090	0.130910	0.369090	
6104000	-105.199286	1	0.548345	52.202183	0.288142	0.258830	0.243003	0.256997	0.243003	0.256997	
6105000	-104.443705	1	1.893677	80.474995	0.182845	0.123148	0.289906	0.210094	0.289906	0.210094	
6106000	-102.995565	1	0.409176	77.777046	0.233346	0.173377	0.256465	0.243535	0.256465	0.243535	
6107000	-103.185391	1	0.887668	88.106971	0.069187	0.144271	0.050073	0.449927	0.050073	0.449927	
6108000	-102.133756	1	0.406840	47.919031	0.178157	0.160113	0.229743	0.270257	0.229743	0.270257	
6109000	-102.141740	1	0.263912	51.604905	0.152411	0.181221	0.184617	0.315383	0.184617	0.315383	
6110000	-104.549400	1	0.094219	9.943709	0.292737	0.223956	0.250638	0.249362	0.250638	0.249362	
6111000	-102.499803	1	0.216934	36.028631	0.207370	0.178032	0.238286	0.261714	0.238286	0.261714	
6112000	-103.032482	1	0.686939	95.825189	0.235919	0.179949	0.252812	0.247188	0.252812	0.247188	
6113000	-103.935517	1	1.130907	63.905824	0.067494	0.145822	0.046286	0.453714	0.046286	0.453714	
6114000	-102.184232	1	0.585776	93.633613	0.099117	0.153064	0.111211	0.388789	0.111211	0.388789	
6115000	-106.626478	1	0.094521	54.978654	0.310014	0.288682	0.244129	0.255871	0.244129	0.255871	
6116000	-104.535265	1	0.721687	94.738241	0.297227	0.190704	0.264351	0.235649	0.264351	0.235649	
6117000	-104.141986	1	1.296994	85.361054	0.135859	0.101043	0.284213	0.215787	0.284213	0.215787	
6118000	-102.067987	1	0.039185	13.570087	0.143641	0.160686	0.187553	0.312447	0.187553	0.312447	
6119000	-102.971924	1	0.926884	64.580794	0.196503	0.189896	0.223269	0.276731	0.223269	0.276731	
6120000	-103.458235	1	0.480792	29.589703	0.194923	0.204894	0.215290	0.284710	0.215290	0.284710	
6121000	-106.880600	1	0.458373	66.380995	0.107321	0.071282	0.337365	0.162635	0.337365	0.162635	
6122000	-102.357899	1	1.410396	96.893704	0.151740	0.156173	0.203291	0.296709	0.203291	0.296709	
6123000	-103.661108	1	1.117338	55.397957	0.205771	0.154301	0.258924	0.241076	0.258924	0.241076	
6124000	-102.763401	1	1.488233	80.738826	0.141641	0.164135	0.181646	0.318354	0.181646	0.318354	
6125000	-102.158448	1	0.624054	94.980107	0.112316	0.167540	0.129142	0.370858	0.129142	0.370858	
6126000	-102.280805	1	0.105300	38.103198	0.139741	0.174919	0.171115	0.328885	0.171115	0.328885	
6127000	-101.896848	1	0.603629	77.778305	0.153960	0.159164	0.203254	0.296746	0.203254	0.296746	
6128000	-103.167222	1	0.478531	60.757683	0.180564	0.216554	0.199979	0.300021	0.199979	0.300021	
6129000	-103.710896	1	0.314233	37.876057	0.079730	0.107741	0.112968	0.387032	0.112968	0.387032	
6130000	-102.610035	1	0.324607	64.723757	0.210799	0.161983	0.254043	0.245957	0.254043	0.245957	
6131000	-102.095217	1	0.420066	37.403663	0.143242	0.145841	0.202880	0.297120	0.202880	0.297120	
6132000	-102.373719	1	0.227948	64.430818	0.127579	0.179989	0.149475	0.350525	0.149475	0.350525	
6133000	-103.228113	1	1.196341	63.059598	0.177435	0.141983	0.251103	0.248897	0.251103	0.248897	
6134000	-105.655519	1	2.290274	97.995816	0.277548	0.227386	0.246360	0.253640	0.246360	0.253640	
6135000	-105.041769	1	2.388571	92.475293	0.097849	0.192133	0.093036	0.406964	0.093036	0.406964	
6136000	-104.119688	1	0.372880	75.532279	0.049491	0.138657	0.019394	0.480606	0.019394	0.480606	
6137000	-102.455100	1	0.442927	51.946055	0.169248	0.132412	0.257714	0.242286	0.257714	0.242286	
6138000	-102.694714	1	0.662279	68.601555	0.116025	0.185135	0.127762	0.372238	0.127762	0.372238	
6139000	-102.641119	1	0.831485	73.386193	0.122813	0.183483	0.140022	0.359978	0.140022	0.359978	
6140000	-101.843252	1	0.450211	76.157582	0.130246	0.155919	0.170648	0.329352	0.170648	0.329352	
6141000	-103.757217	1	2.017130	73.923460	0.146035	0.158257	0.193280	0.306720	0.193280	0.306720	
6142000	-102.234748	1	1.011646	96.409466	0.108403	0.138644	0.145717	0.354283	0.145717	0.354283	
6143000	-102.067262	1	0.382508	54.261297	0.173348	0.153042	0.232485	0.267515	0.232485	0.267515	
6144000	-102.631541	1	0.518036	60.942526	0.207415	0.187070	0.232520	0.267480	0.232520	0.267480	
6145000	-102.049413	1	0.183315	25.557075	0.111930	0.159859	0.133306	0.366694	0.133306	0.366694	
6146000	-104.140180	1	0.350324	96.468033	0.280278	0.200824	0.256046	0.243954	0.256046	0.243954	
6147000	-103.378716	1	0.723510	34.525741	0.179961	0.148001	0.245322	0.254678	0.245322	0.254678	
6148000	-104.557082	1	2.636672	85.246194	0.109583	0.166607	0.124386	0.375614	0.124386	0.375614	
6149000	-106.502743	1	1.361892	89.385488	0.289707	0.131701	0.323567	0.176433	0.323567	0.176433	
6150000	-107.015010	1	1.698810	87.425050	0.029387	0.127475	0.004352	0.495648	0.004352	0.495648	
6151000	-102.809124	1	1.259537	65.456952	0.135500	0.150105	0.185466	0.314534	0.185466	0.314534	
6152000	-105.314721	1	0.524871	21.537839	0.266784	0.205560	0.250506	0.249494	0.250506	0.249494	
6153000	-106.968326	1	0.634114	79.627551	0.390234	0.264027	0.252908	0.247092	0.252908	0.247092	
6154000	-103.375553	1	1.115841	62.646062	0.202891	0.189542	0.228070	0.271930	0.228070	0.271930	
6155000	-103.409107	1	0.103467	70.879490	0.212764	0.194546	0.231898	0.268102	0.231898	0.268102	
6156000	-102.366112	1	0.669826	97.375267	0.158396	0.191222	0.186712	0.313288	0.186712	0.313288	
6157000	-102.753203	1	0.484024	77.371271	0.197584	0.202713	0.218100	0.281900	0.218100	0.281900	
6158000	-102.330543	1	0.224878	28.116871	0.167634	0.135173	0.251140	0.248860	0.251140	0.248860	
6159000	-102.362155	1	0.957724	98.143942	0.184661	0.151264	0.245655	0.254345	0.245655	0.254345	
6160000	-104.488914	1	0.810825	81.817927	0.282718	0.231156	0.246678	0.253322	0.246678	0.253322	
6161000	-102.351600	1	0.629199	44.170011	0.134594	0.163079	0.171634	0.328366	0.171634	0.328366	
6162000	-103.909037	1	2.166719	89.658202	0.154208	0.127133	0.248577	0.251423	0.248577	0.251423	
6163000	-103.098943	1	0.044640	13.931386	0.226131	0.161389	0.263600	0.236400	0.263600	0.236400	
6164000	-103.003661	1	0.753576	55.779350	0.211620	0.183240	0.237548	0.262452	0.237548	0.262452	
6165000	-103.102534	1	0.669440	68.684506	0.124929	0.109564	0.238321	0.261679	0.238321	0.261679	
6166000	-103.392246	1	0.495221	28.374396	0.081078	0.143471	0.076277	0.423723	0.076277	0.423723	
6167000	-104.867411	1	1.065405	72.668455	0.129812	0.091366	0.305097	0.194903	0.305097	0.194903	
6168000	-102.042031	1	0.221758	57.085115	0.113097	0.148040	0.145653	0.354347	0.145653	0.354347	
6169000	-102.212719	1	0.715280	85.523294	0.169551	0.181579	0.204099	0.295901	0.204099	0.295901	
6170000	-102.310947	1	0.158343	21.913653	0.115027	0.125213	0.181195	0.318805	0.181195	0.318805	
6171000	-102.510113	1	0.170348	81.466592	0.106717	0.158038	0.123998	0.376002	0.123998	0.376002	
6172000	-102.214864	1	0.882401	77.169782	0.115540	0.140207	0.159555	0.340445	0.159555	0.340445	
6173000	-103.103733	1	1.096156	52.795501	0.144983	0.171339	0.181000	0.319000	0.181000	0.319000	
6174000	-102.714147	1	0.430519	45.357204	0.086243	0.160079	0.079496	0.420504	0.079496	0.420504	
6175000	-102.710807	1	0.141953	84.391208	0.099828	0.147258	0.117267	0.382733	0.117267	0.382733	
6176000	-101.919425	1	0.557327	80.625831	0.142630	0.167938	0.180112	0.319888	0.180112	0.319888	
6177000	-103.153792	1	0.202178	10.925470	0.191988	0.163313	0.239008	0.260992	0.239008	0.260992	
6178000	-106.842069	1	0.740163	84.006141	0.340358	0.304349	0.246823	0.253177	0.246823	0.253177	
6179000	-103.425058	1	0.201771	14.561633	0.070666	0.146024	0.052436	0.447564	0.052436	0.447564	
6180000	-102.585042	1	0.672520	98.930548	0.115955	0.117633	0.198562	0.301438	0.198562	0.301438	
6181000	-102.060155	1	0.446298	84.734325	0.134012	0.174069	0.162972	0.337028	0.162972	0.337028	
6182000	-103.082396	1	0.403388	67.059663	0.218186	0.209809	0.228635	0.271365	0.228635	0.271365	
6183000	-103.781449	1	1.794460	88.141700	0.147705	0.199660	0.170338	0.329662	0.170338	0.329662	
6184000	-104.638846	1	0.676051	84.470389	0.111643	0.224445	0.112960	0.387040	0.112960	0.387040	
6185000	-103.751172	1	0.029173	48.311251	0.135464	0.186007	0.158891	0.341109	0.158891	0.341109	
6186000	-102.603959	1	0.112630	84.151242	0.147228	0.163311	0.190377	0.309623	0.190377	0.309623	
6187000	-102.856648	1	0.265253	96.306695	0.213899	0.179161	0.241663	0.258337	0.241663	0.258337	
6188000	-104.201485	1	0.007934	1.020234	0.250802	0.138132	0.304596	0.195924	0.303963	0.195517	
