Options:
Model:                           Discrete: Independent
Tree File Name:                  ./OTVT/Pair_bonding/phyl_tree/trees_translated/OT_9.nex
Data File Name:                  /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt
Log File Name:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2974659746
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         100000
MCMC ML Start:                   False
Schedule File:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - uniform 0.00 100.00 
        beta1 - uniform 0.00 100.00 
        alpha2 - uniform 0.00 100.00 
        beta2 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       166
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
827000	-106.108510	1	0.479353	75.595711	0.196937	0.078340	0.426939	0.073061	0.426939	0.073061	
828000	-103.532318	1	1.432537	65.039610	0.176176	0.184375	0.209063	0.290937	0.209063	0.290937	
829000	-106.932390	1	0.120898	78.322559	0.336878	0.170191	0.281155	0.218845	0.281155	0.218845	
830000	-103.887354	1	0.700780	84.403904	0.093663	0.100460	0.179562	0.320438	0.179562	0.320438	
831000	-106.443257	1	0.862622	50.817388	0.232203	0.097503	0.388521	0.111479	0.388521	0.111479	
832000	-104.316056	1	0.523825	89.047686	0.288621	0.219778	0.250990	0.249010	0.250990	0.249010	
833000	-107.036905	1	2.195966	69.251349	0.263483	0.250469	0.237939	0.262061	0.237939	0.262061	
834000	-101.947176	1	0.521241	64.031291	0.118737	0.152832	0.152440	0.347560	0.152440	0.347560	
835000	-102.614612	1	0.159827	12.424547	0.163860	0.134381	0.248003	0.251997	0.248003	0.251997	
836000	-102.395865	1	0.681793	52.492407	0.155218	0.140113	0.227923	0.272077	0.227923	0.272077	
837000	-108.039848	1	3.002828	54.357939	0.131516	0.121181	0.223802	0.276198	0.223802	0.276198	
838000	-102.724318	1	0.513999	53.760641	0.199213	0.145129	0.265826	0.234174	0.265826	0.234174	
839000	-104.040162	1	0.064293	55.580954	0.068916	0.156224	0.046348	0.453652	0.046348	0.453652	
840000	-103.113002	1	1.179341	53.766357	0.138796	0.158039	0.182661	0.317339	0.182661	0.317339	
841000	-102.580965	1	0.714782	47.600569	0.123190	0.133941	0.184179	0.315821	0.184179	0.315821	
842000	-105.420935	1	2.192034	69.290444	0.228204	0.162965	0.263106	0.236894	0.263106	0.236894	
843000	-103.026511	1	0.287555	50.567118	0.176575	0.119401	0.291803	0.208197	0.291803	0.208197	
844000	-102.051582	1	0.760303	71.794039	0.152569	0.151726	0.209227	0.290773	0.209227	0.290773	
845000	-105.089506	1	1.293371	53.189296	0.256260	0.174121	0.265086	0.234914	0.265086	0.234914	
846000	-102.302500	1	0.109092	27.532773	0.184639	0.178367	0.220609	0.279391	0.220609	0.279391	
847000	-103.293306	1	0.524861	60.687497	0.067666	0.155392	0.044290	0.455710	0.044290	0.455710	
848000	-103.802644	1	1.465599	57.565214	0.173075	0.176575	0.210947	0.289053	0.210947	0.289053	
849000	-102.745693	1	0.937647	59.683572	0.183240	0.162751	0.231969	0.268031	0.231969	0.268031	
850000	-102.236159	1	0.607196	51.809401	0.123872	0.137006	0.180987	0.319013	0.180987	0.319013	
851000	-103.207270	1	0.924092	86.729579	0.154701	0.112550	0.281753	0.218247	0.281753	0.218247	
852000	-102.182884	1	0.555901	96.556792	0.177196	0.180171	0.212603	0.287397	0.212603	0.287397	
853000	-103.607026	1	0.507578	23.081423	0.191847	0.180843	0.225014	0.274986	0.225014	0.274986	
854000	-106.551234	1	0.021597	73.696456	0.203302	0.104237	0.354232	0.145768	0.354232	0.145768	
855000	-104.602259	1	0.911193	46.825886	0.141642	0.219419	0.157557	0.342443	0.157557	0.342443	
856000	-102.993918	1	0.101013	21.643816	0.232490	0.174712	0.255019	0.244981	0.255019	0.244981	
857000	-102.601360	1	0.561424	55.110946	0.190080	0.190881	0.217752	0.282248	0.217752	0.282248	
858000	-104.558187	1	0.494934	65.593225	0.279628	0.242832	0.243533	0.256467	0.243533	0.256467	
859000	-103.124105	1	0.616252	63.282998	0.214874	0.207508	0.227569	0.272431	0.227569	0.272431	
860000	-104.143891	1	1.354527	48.850581	0.111934	0.130569	0.165002	0.334998	0.165002	0.334998	
861000	-102.248075	1	0.337575	83.630151	0.142234	0.181742	0.170766	0.329234	0.170766	0.329234	
862000	-102.532154	1	1.410800	86.546380	0.147631	0.162568	0.191584	0.308416	0.191584	0.308416	
863000	-105.299015	1	0.254493	39.192091	0.278514	0.135717	0.315274	0.184726	0.315274	0.184726	
864000	-103.135404	1	1.580384	77.334649	0.156419	0.175709	0.193001	0.306999	0.193001	0.306999	
865000	-102.230126	1	0.269353	81.307448	0.153824	0.178710	0.187877	0.312123	0.187877	0.312123	
866000	-105.681888	1	1.188571	52.590164	0.291025	0.192037	0.262544	0.237456	0.262544	0.237456	
867000	-104.013211	1	0.408725	24.330731	0.130569	0.209079	0.144249	0.355751	0.144249	0.355751	
868000	-105.989749	1	1.806230	50.137925	0.205674	0.208894	0.221359	0.278641	0.221359	0.278641	
869000	-104.486217	1	1.063020	55.833095	0.154995	0.221868	0.173330	0.326670	0.173330	0.326670	
870000	-105.004847	1	2.503245	75.567174	0.197644	0.175961	0.232886	0.267114	0.232886	0.267114	
871000	-105.251567	1	2.692709	72.772213	0.130977	0.131207	0.203707	0.296293	0.203707	0.296293	
872000	-102.191142	1	0.545980	71.850767	0.170251	0.142231	0.243145	0.256855	0.243145	0.256855	
873000	-102.506312	1	0.084235	45.252633	0.157653	0.142620	0.227512	0.272488	0.227512	0.272488	
874000	-104.342094	1	1.123600	75.637925	0.271134	0.199982	0.254111	0.245889	0.254111	0.245889	
875000	-102.699502	1	0.164960	17.149538	0.118428	0.186583	0.131387	0.368613	0.131387	0.368613	
876000	-104.321199	1	0.079195	28.329960	0.231641	0.126409	0.317509	0.182491	0.317509	0.182491	
877000	-103.523881	1	0.226396	67.406435	0.228608	0.218092	0.231401	0.268599	0.231401	0.268599	
878000	-103.233538	1	1.299057	96.198412	0.143055	0.202413	0.163402	0.336598	0.163402	0.336598	
879000	-103.627565	1	1.391704	76.665095	0.205619	0.200450	0.224619	0.275381	0.224619	0.275381	
880000	-106.060920	1	1.291131	53.323072	0.081227	0.095826	0.147619	0.352381	0.147619	0.352381	
881000	-102.517434	1	0.486874	73.316342	0.088103	0.158111	0.084276	0.415724	0.084276	0.415724	
882000	-103.175327	1	0.841120	55.723482	0.080938	0.139087	0.078729	0.421271	0.078729	0.421271	
883000	-103.357373	1	0.413519	22.797555	0.158403	0.124962	0.258530	0.241470	0.258530	0.241470	
884000	-107.895137	1	4.379304	79.629826	0.151764	0.188781	0.179870	0.320130	0.179870	0.320130	
885000	-104.523564	1	1.105142	59.022680	0.221001	0.130386	0.304265	0.195735	0.304265	0.195735	
886000	-103.686635	1	0.366069	43.451720	0.180643	0.229052	0.197259	0.302741	0.197259	0.302741	
887000	-102.503143	1	0.844818	66.861781	0.115109	0.129650	0.173729	0.326271	0.173729	0.326271	
888000	-105.711136	1	0.037532	29.733795	0.312520	0.231595	0.252062	0.247938	0.252062	0.247938	
889000	-103.981606	1	0.219177	44.905243	0.275759	0.208851	0.251673	0.248327	0.251673	0.248327	
890000	-103.196031	1	0.746730	47.597612	0.212950	0.177020	0.242596	0.257404	0.242596	0.257404	
891000	-103.333372	1	0.723362	79.199590	0.162175	0.217051	0.182200	0.317800	0.182200	0.317800	
892000	-103.640030	1	1.014737	84.121173	0.238983	0.211394	0.238343	0.261657	0.238343	0.261657	
893000	-103.644622	1	0.168183	59.716390	0.080232	0.111911	0.107040	0.392960	0.107040	0.392960	
894000	-102.277040	1	0.541803	41.209309	0.155146	0.150168	0.214472	0.285528	0.214472	0.285528	
895000	-103.115429	1	0.039907	22.160493	0.169497	0.200065	0.194967	0.305033	0.194967	0.305033	
896000	-103.141639	1	0.329638	85.735820	0.129184	0.203147	0.143571	0.356429	0.143571	0.356429	
897000	-104.365977	1	0.369956	57.685405	0.272623	0.239259	0.242434	0.257566	0.242434	0.257566	
898000	-103.724811	1	1.810940	90.865793	0.216959	0.168136	0.252119	0.247881	0.252119	0.247881	
899000	-101.873797	1	0.540042	95.991128	0.131250	0.144070	0.185322	0.314678	0.185322	0.314678	
900000	-102.332877	1	0.714505	72.049418	0.153396	0.184481	0.184053	0.315947	0.184053	0.315947	
901000	-101.934457	1	0.321021	33.808644	0.135907	0.154309	0.181685	0.318315	0.181685	0.318315	
902000	-102.758693	1	1.620346	87.842438	0.136412	0.162407	0.175075	0.324925	0.175075	0.324925	
903000	-104.236886	1	0.057792	72.770090	0.147544	0.209535	0.167181	0.332819	0.167181	0.332819	
904000	-104.046356	1	0.908097	79.920617	0.183011	0.233529	0.198462	0.301538	0.198462	0.301538	
905000	-107.379153	1	1.654075	92.015780	0.184608	0.283942	0.196750	0.303250	0.196750	0.303250	
906000	-102.165238	1	0.555586	67.516666	0.116767	0.131369	0.174658	0.325342	0.174658	0.325342	
907000	-102.607832	1	0.304403	55.827772	0.101029	0.176111	0.103325	0.396675	0.103325	0.396675	
908000	-102.324086	1	0.272765	25.594416	0.179319	0.175388	0.217857	0.282143	0.217857	0.282143	
909000	-103.465228	1	0.562634	41.045563	0.209852	0.137976	0.284179	0.215821	0.284179	0.215821	
910000	-102.302087	1	0.303935	46.076877	0.168568	0.135410	0.251818	0.248182	0.251818	0.248182	
911000	-102.350135	1	0.137022	58.711442	0.109065	0.150806	0.134574	0.365426	0.134574	0.365426	
912000	-102.725944	1	1.449765	95.983868	0.185129	0.159183	0.237210	0.262790	0.237210	0.262790	
913000	-102.187679	1	0.134774	18.944648	0.131416	0.128227	0.209759	0.290241	0.209759	0.290241	
914000	-102.015238	1	0.498223	54.376526	0.162651	0.161509	0.211775	0.288225	0.211775	0.288225	
915000	-106.014098	1	3.961539	90.062100	0.144613	0.141776	0.210375	0.289625	0.210375	0.289625	
916000	-102.304665	1	0.338260	54.622380	0.148072	0.127140	0.239712	0.260288	0.239712	0.260288	
917000	-102.975025	1	0.895967	96.399266	0.158118	0.116233	0.277345	0.222655	0.277345	0.222655	
918000	-103.812584	1	0.089418	34.329817	0.203977	0.121454	0.311377	0.188623	0.311377	0.188623	
919000	-102.442382	1	0.302723	66.722178	0.190269	0.188022	0.219434	0.280566	0.219434	0.280566	
920000	-102.832896	1	0.543690	82.129426	0.219965	0.158160	0.263586	0.236414	0.263586	0.236414	
921000	-103.056552	1	0.164214	98.729894	0.103305	0.173893	0.108597	0.391403	0.108597	0.391403	
922000	-102.811836	1	0.396348	32.832407	0.133954	0.191389	0.154409	0.345591	0.154409	0.345591	
923000	-102.780220	1	0.153906	56.284166	0.093389	0.166182	0.091873	0.408127	0.091873	0.408127	
924000	-104.568156	1	0.667053	64.145812	0.241201	0.249596	0.230325	0.269675	0.230325	0.269675	
925000	-103.323627	1	0.147812	7.734483	0.160397	0.191311	0.188961	0.311039	0.188961	0.311039	
926000	-109.552540	1	1.452174	48.703580	0.384693	0.201158	0.265531	0.234469	0.265531	0.234469	
927000	-102.150752	1	0.247034	74.162589	0.112178	0.156531	0.136278	0.363722	0.136278	0.363722	
928000	-102.521796	1	0.006785	1.967227	0.199950	0.161897	0.246599	0.253401	0.246599	0.253401	
929000	-102.127005	1	0.607899	55.974263	0.119040	0.142340	0.164213	0.335787	0.164213	0.335787	
930000	-103.823450	1	1.864107	81.836643	0.110546	0.177837	0.120744	0.379256	0.120744	0.379256	
931000	-102.877868	1	0.118754	47.064362	0.181398	0.198875	0.206682	0.293318	0.206682	0.293318	
932000	-106.922012	1	3.526419	79.475489	0.214953	0.195850	0.232578	0.267422	0.232578	0.267422	
933000	-104.070438	1	0.479371	52.343668	0.245253	0.235446	0.234342	0.265658	0.234342	0.265658	
934000	-103.523973	1	1.662248	71.989069	0.102350	0.143144	0.126821	0.373179	0.126821	0.373179	
935000	-103.923296	1	2.421265	93.450049	0.125356	0.128244	0.197995	0.302005	0.197995	0.302005	
936000	-102.582738	1	0.220509	36.441947	0.197966	0.145231	0.264724	0.235276	0.264724	0.235276	
937000	-103.424544	1	2.081142	96.234773	0.098841	0.151536	0.111691	0.388309	0.111691	0.388309	
938000	-103.060607	1	0.914855	95.744010	0.109734	0.191488	0.114688	0.385312	0.114688	0.385312	
939000	-103.290561	1	1.496999	82.655727	0.137372	0.121555	0.233657	0.266343	0.233657	0.266343	
940000	-102.825683	1	0.228548	42.858830	0.085631	0.122411	0.107627	0.392373	0.107627	0.392373	
941000	-104.205288	1	1.377262	58.130039	0.215530	0.159127	0.259935	0.240065	0.259935	0.240065	
942000	-103.595080	1	0.184392	15.521543	0.244637	0.165982	0.267695	0.232305	0.267695	0.232305	
943000	-103.030375	1	0.162995	57.516768	0.205327	0.142834	0.273599	0.226401	0.273599	0.226401	
944000	-103.818446	1	1.633606	68.853460	0.197547	0.168509	0.238709	0.261291	0.238709	0.261291	
945000	-106.299654	1	0.839960	48.930095	0.069251	0.089698	0.115135	0.384865	0.115135	0.384865	
946000	-102.708224	1	0.116341	23.085322	0.080384	0.133933	0.081171	0.418829	0.081171	0.418829	
947000	-104.542900	1	0.376959	54.962344	0.050413	0.166550	0.019326	0.480674	0.019326	0.480674	
948000	-102.602423	1	0.020824	8.895679	0.185777	0.180818	0.219980	0.280020	0.219980	0.280020	
949000	-102.426995	1	0.331507	49.984101	0.199616	0.182303	0.230017	0.269983	0.230017	0.269983	
950000	-102.255873	1	0.779851	62.131544	0.154471	0.168840	0.195512	0.304488	0.195512	0.304488	
951000	-103.573074	1	1.304883	63.692980	0.204323	0.163709	0.248001	0.251999	0.248001	0.251999	
952000	-102.051830	1	0.338554	46.402278	0.165094	0.146198	0.231797	0.268203	0.231797	0.268203	
953000	-103.521435	1	0.533805	62.564613	0.061326	0.132034	0.038876	0.461124	0.038876	0.461124	
954000	-104.508204	1	1.667888	72.185896	0.133147	0.205630	0.148790	0.351210	0.148790	0.351210	
955000	-104.435733	1	1.690116	76.702923	0.229329	0.153153	0.274306	0.225694	0.274306	0.225694	
956000	-102.306299	1	0.233606	17.149945	0.149848	0.147456	0.210561	0.289439	0.210561	0.289439	
957000	-102.561519	1	0.131336	10.901501	0.161749	0.132905	0.247928	0.252072	0.247928	0.252072	
958000	-104.785097	1	0.071731	58.115827	0.138444	0.225725	0.152434	0.347566	0.152434	0.347566	
959000	-103.021435	1	1.727124	90.591221	0.116688	0.165802	0.138475	0.361525	0.138475	0.361525	
960000	-105.161334	1	1.229161	59.455519	0.268418	0.225152	0.244509	0.255491	0.244509	0.255491	
961000	-101.869693	1	0.455226	74.032218	0.154481	0.155844	0.207273	0.292727	0.207273	0.292727	
962000	-103.761154	1	0.414735	72.990519	0.228371	0.232015	0.227747	0.272253	0.227747	0.272253	
963000	-101.897627	1	0.526151	79.428294	0.135843	0.142002	0.195975	0.304025	0.195975	0.304025	
964000	-102.788450	1	1.487651	90.562278	0.162665	0.179744	0.197753	0.302247	0.197753	0.302247	
965000	-103.043750	1	0.562737	33.638763	0.148813	0.126622	0.241818	0.258182	0.241818	0.258182	
966000	-103.860094	1	0.619110	22.766010	0.133842	0.137987	0.198171	0.301829	0.198171	0.301829	
967000	-104.300569	1	0.458046	59.148683	0.289075	0.191779	0.262301	0.237699	0.262301	0.237699	
968000	-103.515712	1	0.868651	52.397776	0.159239	0.205676	0.182110	0.317890	0.182110	0.317890	
969000	-102.834074	1	0.306235	22.250677	0.099247	0.167208	0.103413	0.396587	0.103413	0.396587	
970000	-102.881447	1	1.866317	94.878408	0.147259	0.150009	0.203791	0.296209	0.203791	0.296209	
971000	-103.771042	1	0.579790	25.825577	0.201334	0.159816	0.249720	0.250280	0.249720	0.250280	
972000	-103.836738	1	0.140959	11.824047	0.258888	0.178302	0.262852	0.237148	0.262852	0.237148	
973000	-103.405506	1	1.352372	90.788707	0.205592	0.205298	0.222630	0.277370	0.222630	0.277370	
974000	-104.382916	1	0.115084	85.811416	0.257772	0.211819	0.245331	0.254669	0.245331	0.254669	
975000	-102.089220	1	0.312261	53.611011	0.106124	0.138868	0.140197	0.359803	0.140197	0.359803	
976000	-103.706167	1	0.502671	55.524885	0.183750	0.229175	0.199827	0.300173	0.199827	0.300173	
977000	-103.570038	1	2.159449	83.562517	0.139800	0.151635	0.190714	0.309286	0.190714	0.309286	
978000	-104.135761	1	0.072680	72.439291	0.092551	0.185011	0.084606	0.415394	0.084606	0.415394	
979000	-102.295931	1	0.206051	38.844358	0.096743	0.134802	0.122175	0.377825	0.122175	0.377825	
980000	-104.906391	1	1.877298	60.504861	0.199069	0.190282	0.224955	0.275045	0.224955	0.275045	
981000	-105.149473	1	1.820828	63.509680	0.174749	0.214115	0.195423	0.304577	0.195423	0.304577	
982000	-107.031468	1	1.021644	57.307478	0.360379	0.258046	0.252187	0.247813	0.252187	0.247813	
983000	-102.377512	1	0.297203	50.152823	0.097772	0.164403	0.101707	0.398293	0.101707	0.398293	
984000	-102.354101	1	0.492287	60.450406	0.194458	0.176295	0.230199	0.269801	0.230199	0.269801	
985000	-103.823867	1	0.600288	67.391466	0.234839	0.137139	0.299510	0.200490	0.299510	0.200490	
986000	-101.905487	1	0.513153	90.738001	0.157898	0.163731	0.204032	0.295968	0.204032	0.295968	
987000	-104.971745	1	0.523588	30.604315	0.280993	0.174857	0.271283	0.228717	0.271283	0.228717	
988000	-102.672310	1	1.376046	76.890936	0.142643	0.159303	0.187339	0.312661	0.187339	0.312661	
989000	-104.556935	1	1.080649	60.321154	0.176254	0.106642	0.323642	0.176358	0.323642	0.176358	
990000	-102.894823	1	0.829622	46.959245	0.150779	0.135776	0.228474	0.271526	0.228474	0.271526	
991000	-103.006765	1	0.142504	40.354376	0.227895	0.186194	0.244925	0.255075	0.244925	0.255075	
992000	-102.776510	1	1.132584	60.379424	0.137911	0.160916	0.178690	0.321310	0.178690	0.321310	
993000	-103.629427	1	1.754062	97.629514	0.177003	0.206296	0.199910	0.300090	0.199910	0.300090	
994000	-102.062044	1	0.220117	34.455971	0.126477	0.171644	0.152228	0.347772	0.152228	0.347772	
995000	-103.495614	1	0.851719	46.784218	0.203611	0.148781	0.264174	0.235826	0.264174	0.235826	
996000	-108.599742	1	0.017414	41.873773	0.374593	0.205757	0.263897	0.236103	0.263897	0.236103	
997000	-107.219720	1	1.179848	97.339896	0.268362	0.099191	0.391981	0.108019	0.391981	0.108019	
998000	-105.513130	1	3.027071	89.981095	0.085619	0.167403	0.075643	0.424357	0.075643	0.424357	
999000	-103.164152	1	0.602063	65.366288	0.210320	0.137365	0.285481	0.214519	0.285481	0.214519	
1000000	-102.340648	1	0.148230	37.808023	0.187326	0.179139	0.222409	0.277591	0.222409	0.277591	
1001000	-102.281474	1	0.846209	80.663506	0.179403	0.171435	0.220898	0.279102	0.220898	0.279102	
1002000	-102.442701	1	0.478085	39.921415	0.162269	0.182886	0.195433	0.304567	0.195433	0.304567	
1003000	-102.599910	1	0.133049	37.420148	0.174384	0.195558	0.201649	0.298351	0.201649	0.298351	
1004000	-102.589524	1	0.199409	34.684154	0.098228	0.121773	0.144606	0.355394	0.144606	0.355394	
1005000	-102.346217	1	1.250310	89.703958	0.120228	0.154958	0.153381	0.346619	0.153381	0.346619	
1006000	-101.870110	1	0.461770	87.022634	0.130637	0.159272	0.168297	0.331703	0.168297	0.331703	
1007000	-104.235881	1	2.517146	96.464382	0.170605	0.195262	0.198067	0.301933	0.198067	0.301933	
1008000	-103.071865	1	0.538691	66.039206	0.180849	0.121101	0.292369	0.207631	0.292369	0.207631	
1009000	-104.126125	1	0.046839	87.491257	0.108268	0.118268	0.178244	0.321756	0.178244	0.321756	
1010000	-105.116251	1	1.353892	60.544295	0.110846	0.098382	0.238116	0.261884	0.238116	0.261884	
1011000	-102.874087	1	0.112611	74.068182	0.095833	0.150097	0.105978	0.394022	0.105978	0.394022	
1012000	-104.640682	1	0.524253	18.361848	0.206742	0.187137	0.232037	0.267963	0.232037	0.267963	
1013000	-103.058164	1	0.532804	31.103564	0.150715	0.127948	0.242069	0.257931	0.242069	0.257931	
1014000	-103.078094	1	0.733509	97.171269	0.235879	0.191649	0.245649	0.254351	0.245649	0.254351	
1015000	-106.979492	1	2.092383	52.555103	0.124671	0.102289	0.258569	0.241431	0.258569	0.241431	
1016000	-103.557824	1	0.879846	78.726730	0.235381	0.151545	0.279165	0.220835	0.279165	0.220835	
1017000	-104.719209	1	0.618388	19.830399	0.097606	0.160737	0.103230	0.396770	0.103230	0.396770	
1018000	-102.651017	1	1.003537	87.842483	0.181454	0.191822	0.209950	0.290050	0.209950	0.290050	
1019000	-104.045967	1	0.764718	56.365245	0.057036	0.138446	0.029771	0.470229	0.029771	0.470229	
1020000	-102.303797	1	1.002694	91.154653	0.126183	0.173199	0.150807	0.349193	0.150807	0.349193	
1021000	-103.043919	1	1.623486	85.794031	0.119723	0.131564	0.180732	0.319268	0.180732	0.319268	
1022000	-103.565389	1	0.640634	72.339861	0.059798	0.144466	0.033050	0.466950	0.033050	0.466950	
1023000	-105.801805	1	1.863904	61.402044	0.257643	0.195014	0.252412	0.247588	0.252412	0.247588	
1024000	-103.759947	1	1.883888	82.814204	0.129877	0.122033	0.218881	0.281119	0.218881	0.281119	
1025000	-105.062819	1	0.048250	15.014908	0.236397	0.262615	0.226864	0.273136	0.226864	0.273136	
1026000	-104.442820	1	1.250143	55.356619	0.071612	0.157300	0.051048	0.448952	0.051048	0.448952	
1027000	-104.784984	1	1.675586	62.008062	0.229899	0.179567	0.250214	0.249786	0.250214	0.249786	
1028000	-104.184191	1	1.001634	53.670355	0.089671	0.185159	0.079181	0.420819	0.079181	0.420819	
1029000	-102.780570	1	0.789269	53.677090	0.172168	0.138955	0.250144	0.249856	0.250144	0.249856	
1030000	-102.147558	1	1.120995	94.703712	0.135251	0.143336	0.193205	0.306795	0.193205	0.306795	
1031000	-103.772388	1	0.890741	83.932566	0.141171	0.101365	0.292376	0.207624	0.292376	0.207624	
1032000	-103.314607	1	0.334434	59.904681	0.220023	0.218442	0.226869	0.273131	0.226869	0.273131	
1033000	-102.897787	1	0.625727	33.064659	0.126022	0.138082	0.183653	0.316347	0.183653	0.316347	
1034000	-103.072745	1	0.319323	35.733941	0.210936	0.208692	0.224770	0.275230	0.224770	0.275230	
1035000	-104.777513	1	0.552638	34.272404	0.209716	0.243191	0.215743	0.284257	0.215743	0.284257	
1036000	-102.162631	1	0.530226	76.473415	0.148796	0.132264	0.231453	0.268547	0.231453	0.268547	
1037000	-103.318877	1	0.177663	53.967320	0.071956	0.124735	0.067001	0.432999	0.067001	0.432999	
1038000	-102.419247	1	0.722166	70.123288	0.192891	0.168075	0.235437	0.264563	0.235437	0.264563	
1039000	-102.414748	1	0.581615	38.731404	0.140937	0.145334	0.199940	0.300060	0.199940	0.300060	
1040000	-104.660685	1	0.539012	44.678999	0.047412	0.152509	0.016493	0.483507	0.016493	0.483507	
1041000	-108.817352	1	0.035217	72.804119	0.360572	0.313812	0.247992	0.252008	0.247992	0.252008	
1042000	-104.473671	1	0.319947	45.656242	0.257951	0.137717	0.307234	0.192766	0.307234	0.192766	
1043000	-103.419214	1	1.090566	52.818480	0.191070	0.156313	0.245413	0.254587	0.245413	0.254587	
1044000	-104.407139	1	1.158549	95.714490	0.259848	0.149638	0.290757	0.209243	0.290757	0.209243	
1045000	-102.446232	1	0.897470	65.474487	0.115855	0.136693	0.164827	0.335173	0.164827	0.335173	
1046000	-102.107640	1	0.286034	85.914014	0.155195	0.170907	0.194858	0.305142	0.194858	0.305142	
1047000	-102.189784	1	0.292917	79.208324	0.142464	0.133345	0.219900	0.280100	0.219900	0.280100	
1048000	-102.569159	1	0.555153	82.083440	0.134785	0.118148	0.236525	0.263475	0.236525	0.263475	
1049000	-102.381049	1	0.125674	16.511432	0.158110	0.128799	0.250670	0.249330	0.250670	0.249330	
1050000	-104.639080	1	0.522918	18.168939	0.197350	0.192219	0.222686	0.277314	0.222686	0.277314	
1051000	-102.912087	1	0.420846	81.303459	0.188407	0.127874	0.285477	0.214523	0.285477	0.214523	
1052000	-102.826116	1	0.235579	97.070976	0.133889	0.190788	0.154544	0.345456	0.154544	0.345456	
1053000	-104.044700	1	0.028661	23.529838	0.173198	0.218467	0.192855	0.307145	0.192855	0.307145	
1054000	-104.154579	1	0.978037	56.907219	0.253327	0.189401	0.253923	0.246077	0.253923	0.246077	
1055000	-102.065773	1	0.716443	89.053275	0.167114	0.148802	0.230782	0.269218	0.230782	0.269218	
1056000	-103.056275	1	0.446334	31.308469	0.211449	0.164940	0.251615	0.248385	0.251615	0.248385	
1057000	-102.312206	1	0.399576	51.732031	0.161324	0.188399	0.191412	0.308588	0.191412	0.308588	
1058000	-104.685007	1	0.062086	27.330416	0.268557	0.152334	0.289841	0.210159	0.289841	0.210159	
1059000	-101.958341	1	0.276654	65.324184	0.126288	0.142217	0.178591	0.321409	0.178591	0.321409	
1060000	-102.030392	1	0.169359	45.398899	0.152968	0.145914	0.216843	0.283157	0.216843	0.283157	
1061000	-104.542219	1	1.088502	78.230908	0.050695	0.150095	0.020034	0.479966	0.020034	0.479966	
1062000	-103.025981	1	0.241923	39.109852	0.069713	0.138126	0.053545	0.446455	0.053545	0.446455	
1063000	-102.563792	1	0.134025	95.846177	0.139504	0.145953	0.196882	0.303118	0.196882	0.303118	
1064000	-105.002276	1	1.595245	82.473033	0.069109	0.107856	0.076970	0.423030	0.076970	0.423030	
1065000	-103.892094	1	1.502352	81.740641	0.110167	0.193141	0.115025	0.384975	0.115025	0.384975	
1066000	-104.745275	1	0.822577	99.878748	0.237770	0.257759	0.227918	0.272082	0.227918	0.272082	
1067000	-103.020267	1	0.742198	53.680821	0.202352	0.149719	0.262056	0.237944	0.262056	0.237944	
1068000	-103.465689	1	1.529181	84.769440	0.157954	0.199687	0.182707	0.317293	0.182707	0.317293	
1069000	-102.147742	1	0.232519	35.075812	0.170921	0.143922	0.241481	0.258519	0.241481	0.258519	
1070000	-102.397103	1	0.951875	94.119230	0.123634	0.178332	0.143755	0.356245	0.143755	0.356245	
1071000	-102.736000	1	0.263117	96.433019	0.102707	0.173414	0.107627	0.392373	0.107627	0.392373	
1072000	-102.253154	1	0.655917	70.287976	0.183749	0.170990	0.225248	0.274752	0.225248	0.274752	
1073000	-102.868303	1	1.088129	76.705009	0.193268	0.150184	0.254436	0.245564	0.254436	0.245564	
1074000	-106.425551	1	1.761320	78.245544	0.112735	0.084660	0.293357	0.206643	0.293357	0.206643	
1075000	-103.522913	1	2.513869	99.609971	0.125991	0.152693	0.166228	0.333772	0.166228	0.333772	
1076000	-105.685438	1	2.404646	86.311778	0.220587	0.127786	0.309003	0.190997	0.309003	0.190997	
1077000	-102.469313	1	0.703465	75.736788	0.113779	0.123218	0.181997	0.318003	0.181997	0.318003	
1078000	-103.469449	1	0.857399	97.639299	0.238798	0.213918	0.237398	0.262602	0.237398	0.262602	
1079000	-103.026471	1	1.362187	79.649920	0.155872	0.187772	0.185385	0.314615	0.185385	0.314615	
