,OT,VT,OTRa,OTRb.tr1,OTRb.tr2,OTRb.tr3,VTR1Aa.tr1,VTR1Aa.tr2,VTR1Ab,VTR2Aa,VTR2Ab.tr1,VTR2Ab.tr2,VTR2Ab.tr3,VTR2Ba,VTR2Bb.tr1,VTR2Bb.tr2
ortred_KYE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ortuvi_KYE7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcybri_IQB9,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
pcybri_IQC1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0
pcybrN_JXI2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pcybrN_JXI4,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
pcynig_GPC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcynig_GPC6,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0
pcytem_JWD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcytem_JWD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perecc_IXA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perecc_IZB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
permic_IQC4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
permic_IQI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peteph_IPC1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
peteph_IYA5,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
petfam_IYA6,0,0,0,0,0,0,0,0,52,0,8,8,8,0,1,0
petfam_IYA7,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,0
petfas_GPH7,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
petfas_JAE1,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,0
petgia_LDC6,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0
petgia_LHD2,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
pethor_IWB5,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
pethor_IWB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petiko_LFA6,0,0,0,0,0,0,2,2,11,0,8,8,8,0,1,0
petiko_LFA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
petkas_KEA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petkas_KEB4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
petkip_LDE3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0
petkip_LDE4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
petmac_LDA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
petmac_LJB1,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0
petmos_LCF6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
petmos_LCF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petort_JXH4,0,0,0,0,0,0,0,0,0,21,8,8,8,0,1,0
petort_JXH5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
petpol_AWB9,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
petpol_AWI4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
petrai_LGB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petrai_LGB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petred_LCD1,0,0,0,0,0,0,0,0,0,0,19,19,19,0,0,0
petred_LCD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pettex_LHB1,0,0,0,0,0,0,0,0,0,0,8,8,8,0,6,6
pettex_LHB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pettre_IWC9,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0
pettre_IWD4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
phaacu_JWF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pleela_LHI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pleela_LHI6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,0
plemul_IZA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plemul_IZA9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
plepar_JDI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plepar_LEC7,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
plestr_INE8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plestr_INE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pscbab_JUA3,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
pscbab_JUA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psccur_AXF8,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
psccur_AYC7,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
pscmar_KCE7,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0
pscmar_KCF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pscmrg_KFE8,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
pscmrg_KFF1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
pscple_AUB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pscple_AVB6,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
psephi_JWG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regcal_IUI1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
regcal_IUI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sarcar_JWF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sermac_JWF5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
simdia_AUD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simdia_AUE1,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
spaery_JUB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
spaery_JUB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
spamar_JZB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
spamar_JZD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanirs_JYH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanirs_JYH7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0
tchdha_LJA7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
tchdha_LJA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
telbif_KYB7,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0
telbif_KYB8,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0
telbra_JBE8,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
telbra_JBE9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
telbri_JVI9,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
telbri_JXA4,0,0,0,0,0,0,0,0,0,12,8,8,8,0,0,0
teldhN_JUD4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
teldhN_JUD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teldhS_LBF7,0,0,0,0,0,0,0,0,0,0,6,6,6,0,1,0
teldhS_LBF8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0
teldhT_LHC1,0,0,0,0,0,0,0,0,0,0,5,5,21,0,1,0
teldhT_LHF2,0,0,0,0,0,0,0,0,0,0,11,11,11,0,1,0
tellon_JWC8,0,0,0,0,0,0,0,0,0,0,8,8,24,0,1,0
tellon_JWC9,0,0,0,0,0,0,0,0,0,0,8,8,24,0,1,0
telluf_HXC8,0,0,0,0,0,0,0,0,0,0,8,8,24,0,0,0
telshe_IRI8,0,0,0,0,0,0,0,0,0,0,8,8,24,0,1,0
telshe_IRI9,0,0,0,0,0,0,0,0,0,0,0,0,16,69,1,0
telteS_IMB3,0,0,0,0,0,0,0,0,0,0,6,6,6,0,7,7
telteS_IMB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telvit_JBD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telvit_JBD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
thobra_JWF8,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
trecap_LJC8,0,0,0,6,9,0,0,0,0,10,0,0,14,0,1,0
tremac_IUD8,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0
tremac_IUD9,0,0,0,0,9,0,0,0,0,7,0,0,14,0,0,0
tremar_ISA1,0,0,0,34,7,0,0,0,0,8,0,0,0,0,1,0
tremar_ISA3,0,0,0,0,9,0,0,0,0,8,0,0,6,0,0,0
trenig_GPA1,0,0,0,6,6,0,0,0,0,7,0,0,14,0,0,0
trenig_IUE5,0,0,0,0,9,0,0,0,0,8,0,0,6,0,1,0
tresti_IUE7,0,0,0,6,9,0,0,0,0,0,0,0,0,0,1,0
tresti_IZE1,0,0,0,5,9,0,0,0,0,8,0,0,8,0,1,0
treuni_IXA3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
treuni_IXA6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
trezeb_LFC9,0,0,0,0,9,0,0,0,0,18,0,0,0,0,1,0
trezeb_LFE4,0,0,0,0,9,0,0,0,40,15,0,0,0,0,0,0
trioto_JEG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
trioto_JEG6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
troann_JWG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troann_JWG5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
trobri_JYI8,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0
trobri_JZA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trobrK_LGA5,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0
trobrK_LGA6,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
trodub_KHA4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,0
trodub_KHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trokir_LCF1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
trokir_LCF3,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0
troluk_KEF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troluk_KEF3,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0
trolun_KED6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
trolun_KED7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tromoo_JBH4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
tromoo_JBH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tromor_LHD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tromor_LHE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
trompi_LDI5,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0
trompi_LDI7,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
tronig_JVC3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
tronig_JVC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tropol_LEF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tropol_LEF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trored_IOD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trored_IOE1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
varmoo_AUC3,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0
varmoo_AUC4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
xchhec_IUI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xchhec_JAH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xenbat_IVB4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xenbat_IVB5,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,0
xenbou_IPE3,0,0,0,82,0,0,0,0,0,0,8,8,8,0,0,0
xenbou_IPE7,0,0,0,10,0,0,0,0,0,0,8,8,8,0,2,2
xencau_IXB9,0,0,0,1,1,0,0,0,0,0,8,8,8,0,0,0
xencau_IXC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
xenfla_JAF7,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
xenfla_JAF9,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xenkil_Bel01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
xenkil_Bel03,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xenlon_KAF5,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,0
xenlon_KAF6,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xennas_IMF7,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,0
xennas_IMF8,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xenniS_IXF4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xenniS_IZC7,0,0,0,0,0,0,0,0,0,0,8,8,8,16,1,0
xenoch_JVH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xenoch_JVI5,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xenorn_JZE6,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xenorn_JZE8,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,0
xenpaK_A206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xenpap_IVF4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,0
xenpap_IVF5,0,0,0,0,0,0,0,0,0,36,9,14,14,0,1,0
xensim_IUF7,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
xensim_IUF8,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0
xensim_LBE2,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0
xensim_LBE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xensin_IRD9,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0
xensin_IRE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
xenspi_AXB5,0,0,0,0,0,0,0,0,0,0,9,9,9,0,1,0
xenspi_AXB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xenspN_LEA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xenspN_LEA4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,1,0
xensun_GPF8,0,0,0,0,0,0,0,0,4,0,8,8,8,0,1,0
xensun_GPF9,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
